gene	source	n_strong_consensus_pathways	example_pathways	crispr_effect	crispr_p	crispr_fdr	crispr_direction
NUP205	resistance_consensus_leading_edge	3	hallmark:HALLMARK_E2F_TARGETS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	-0.0910745656749618	0.8789001086383925	0.98463570784176	nonsignificant_sensitising_direction
PPID	resistance_consensus_leading_edge	1	reactome:REACTOME_ESR_MEDIATED_SIGNALING	-0.0488205874143572	0.8729996824099591	0.98463570784176	nonsignificant_sensitising_direction
SCGB2A1	resistance_consensus_leading_edge	1	go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID	-0.0736241609395484	0.8691748391574955	0.98463570784176	nonsignificant_sensitising_direction
WIPI1	resistance_consensus_leading_edge	2	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY;go_bp:GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	-0.1043426076788254	0.8716354169724554	0.98463570784176	nonsignificant_sensitising_direction
C21orf91	resistance_consensus_leading_edge	1	go_bp:GOBP_FOREBRAIN_DEVELOPMENT	-0.0533180104887627	0.8799434023473238	0.9846382485668812	nonsignificant_sensitising_direction
CAPN13	resistance_consensus_leading_edge	2	reactome:REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX;reactome:REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	-0.0568180238097815	0.8816706733104147	0.9847371108638968	nonsignificant_sensitising_direction
CDC25A	resistance_consensus_leading_edge	4	hallmark:HALLMARK_E2F_TARGETS;hallmark:HALLMARK_G2M_CHECKPOINT;reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC	-0.0443853058741465	0.881262018036389	0.9847371108638968	nonsignificant_sensitising_direction
ENPP4	resistance_consensus_leading_edge	6	go_bp:GOBP_HEMOSTASIS;go_bp:GOBP_REGULATION_OF_COAGULATION;go_bp:GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING;go_bp:GOBP_REGULATION_OF_WOUND_HEALING;go_bp:GOBP_RESPONSE_TO_WOUNDING	-0.0407776300488569	0.8818320043438175	0.9847371108638968	nonsignificant_sensitising_direction
ROCK2	resistance_consensus_leading_edge	35	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CELL_MATRIX_ADHESION	-0.0572274586679046	0.8808897214564639	0.9847371108638968	nonsignificant_sensitising_direction
SLC4A4	resistance_consensus_leading_edge	3	go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS;hallmark:HALLMARK_INFLAMMATORY_RESPONSE	-0.0412478115826377	0.8821824597486867	0.9848478313069698	nonsignificant_sensitising_direction
COCH	resistance_consensus_leading_edge	2	go_bp:GOBP_REGULATION_OF_CELL_SHAPE;hallmark:HALLMARK_IL2_STAT5_SIGNALING	-0.0511898167057278	0.8847503369178874	0.9857825106654028	nonsignificant_sensitising_direction
FOXC1	resistance_consensus_leading_edge	47	go_bp:GOBP_ARTERY_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BLOOD_VESSEL_REMODELING;go_bp:GOBP_BONE_DEVELOPMENT;go_bp:GOBP_BONE_MORPHOGENESIS	-0.0326632030825742	0.8868883772419457	0.9857825106654028	nonsignificant_sensitising_direction
HDAC3	resistance_consensus_leading_edge	1	go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	-0.074443034400577	0.8866853600484539	0.9857825106654028	nonsignificant_sensitising_direction
ASCL1	resistance_consensus_leading_edge	1	hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	-0.0412597778548189	0.8881270165256222	0.9859219085437316	nonsignificant_sensitising_direction
SOAT1	resistance_consensus_leading_edge	1	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS	-0.037476687155757	0.8886553005989654	0.9859219085437316	nonsignificant_sensitising_direction
OBSL1	resistance_consensus_leading_edge	10	go_bp:GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION;go_bp:GOBP_CARDIOCYTE_DIFFERENTIATION;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_HEART_DEVELOPMENT;go_bp:GOBP_MUSCLE_CELL_DIFFERENTIATION	-0.043252556199878	0.8897291978709599	0.9859328770189076	nonsignificant_sensitising_direction
KRT8	resistance_consensus_leading_edge	1	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.0604529826449149	0.8911021027348482	0.9862665075499047	nonsignificant_sensitising_direction
ABCC3	resistance_consensus_leading_edge	1	go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS	-0.0675706549749772	0.895900121836763	0.986290543790328	nonsignificant_sensitising_direction
ATAD2B	resistance_consensus_leading_edge	1	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY	-0.0406534815537042	0.8927381501753748	0.986290543790328	nonsignificant_sensitising_direction
ATF7IP2	resistance_consensus_leading_edge	1	go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	-0.0446200721410106	0.8942221730080676	0.986290543790328	nonsignificant_sensitising_direction
CAMK2B	resistance_consensus_leading_edge	6	go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT;go_bp:GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT;go_bp:GOBP_REGULATION_OF_NEUROGENESIS;go_bp:GOBP_REGULATION_OF_SYSTEM_PROCESS	-0.0432990983249936	0.8973001955913028	0.986290543790328	nonsignificant_sensitising_direction
CRIM1	resistance_consensus_leading_edge	8	go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION;go_bp:GOBP_OSSIFICATION;go_bp:GOBP_OSTEOBLAST_DIFFERENTIATION;go_bp:GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	-0.0395947153906011	0.8970299689217047	0.986290543790328	nonsignificant_sensitising_direction
DAAM2	resistance_consensus_leading_edge	14	go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_GLIAL_CELL_DIFFERENTIATION;go_bp:GOBP_GLIOGENESIS;go_bp:GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT;go_bp:GOBP_OLIGODENDROCYTE_DIFFERENTIATION	-0.0389333947662597	0.8957496809753434	0.986290543790328	nonsignificant_sensitising_direction
DGAT2	resistance_consensus_leading_edge	7	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT;go_bp:GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS;go_bp:GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS	-0.0408321546724526	0.8933917171917672	0.986290543790328	nonsignificant_sensitising_direction
DLG3	resistance_consensus_leading_edge	1	go_bp:GOBP_REGULATION_OF_KINASE_ACTIVITY	-0.0421292785841478	0.8920682649010111	0.986290543790328	nonsignificant_sensitising_direction
FMR1	resistance_consensus_leading_edge	9	go_bp:GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION;go_bp:GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT;go_bp:GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS;go_bp:GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT;go_bp:GOBP_REGULATION_OF_NEUROGENESIS	-0.0390894848833704	0.8931344575063679	0.986290543790328	nonsignificant_sensitising_direction
HOXB7	resistance_consensus_leading_edge	21	go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_EMBRYONIC_ORGAN_DEVELOPMENT;go_bp:GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS;go_bp:GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	-0.0311167021606166	0.8968796604007444	0.986290543790328	nonsignificant_sensitising_direction
IL17RA	resistance_consensus_leading_edge	4	go_bp:GOBP_CELL_CHEMOTAXIS;go_bp:GOBP_DEFENSE_RESPONSE_TO_FUNGUS;go_bp:GOBP_LEUKOCYTE_CHEMOTAXIS;go_bp:GOBP_TAXIS	-0.0438623167973695	0.8981308118573532	0.986290543790328	nonsignificant_sensitising_direction
JAG1	resistance_consensus_leading_edge	49	go_bp:GOBP_AORTA_DEVELOPMENT;go_bp:GOBP_ARTERY_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BLOOD_VESSEL_REMODELING;go_bp:GOBP_CARDIAC_CHAMBER_DEVELOPMENT	-0.0391026032930152	0.8966583398980945	0.986290543790328	nonsignificant_sensitising_direction
RDH16	resistance_consensus_leading_edge	5	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS;go_bp:GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_REGULATION_OF_HORMONE_LEVELS;go_bp:GOBP_RETINOL_METABOLIC_PROCESS	-0.0338523815139204	0.8977678183395391	0.986290543790328	nonsignificant_sensitising_direction
RUNX1	resistance_consensus_leading_edge	22	go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_CARTILAGE_DEVELOPMENT;go_bp:GOBP_CHONDROCYTE_DIFFERENTIATION;go_bp:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT;go_bp:GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	-0.030080328111155	0.8985511733440158	0.9863663971804556	nonsignificant_sensitising_direction
KLHL22	resistance_consensus_leading_edge	1	go_bp:GOBP_CHROMOSOME_SEPARATION	-0.0595924089923745	0.8997264222846948	0.986368656809442	nonsignificant_sensitising_direction
RDH10	resistance_consensus_leading_edge	28	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_AXIS_ELONGATION;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_EAR_DEVELOPMENT;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS	-0.0386960538020026	0.899633999708019	0.986368656809442	nonsignificant_sensitising_direction
AGAP11	resistance_consensus_leading_edge	2	go_bp:GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY;go_bp:GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	-0.0324161090557737	0.9010962321670148	0.9865979440228868	nonsignificant_sensitising_direction
CAMK2D	resistance_consensus_leading_edge	6	go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH;go_bp:GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS;go_bp:GOBP_REGULATION_OF_BLOOD_CIRCULATION;go_bp:GOBP_REGULATION_OF_SYSTEM_PROCESS	-0.0367532600390783	0.9031710963749592	0.9872750498088144	nonsignificant_sensitising_direction
UIMC1	resistance_consensus_leading_edge	1	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS	-0.0379945421085965	0.9033297784903108	0.9873724757395668	nonsignificant_sensitising_direction
BCL6	resistance_consensus_leading_edge	12	go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION;go_bp:GOBP_MYELOID_CELL_DIFFERENTIATION;go_bp:GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION;go_bp:GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	-0.030241577194654	0.9055137491806424	0.9875249260442552	nonsignificant_sensitising_direction
CCSER2	resistance_consensus_leading_edge	1	hallmark:HALLMARK_KRAS_SIGNALING_UP	-0.0336105007745768	0.9056003048176032	0.9875249260442552	nonsignificant_sensitising_direction
UBE2K	resistance_consensus_leading_edge	2	go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS;go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION	-0.0320425617612887	0.9056192439838258	0.9875249260442552	nonsignificant_sensitising_direction
SLC39A6	resistance_consensus_leading_edge	1	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.0438032999206008	0.9060067158975766	0.987568058659659	nonsignificant_sensitising_direction
TLE4	resistance_consensus_leading_edge	4	go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY;go_bp:GOBP_WNT_SIGNALING_PATHWAY	-0.0356728382061533	0.9059427543631852	0.987568058659659	nonsignificant_sensitising_direction
RNF123	resistance_consensus_leading_edge	1	hallmark:HALLMARK_HEME_METABOLISM	-0.0358597073201174	0.906219147837738	0.9875870615332052	nonsignificant_sensitising_direction
CENPE	resistance_consensus_leading_edge	15	go_bp:GOBP_METAPHASE_CHROMOSOME_ALIGNMENT;go_bp:GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION;go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION;go_bp:GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	-0.0314027557154297	0.9084509903318584	0.9877326438744686	nonsignificant_sensitising_direction
CIR1	resistance_consensus_leading_edge	2	go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT;hallmark:HALLMARK_HEME_METABOLISM	-0.0398040602358635	0.9085827536907988	0.9877450685041728	nonsignificant_sensitising_direction
CD83	resistance_consensus_leading_edge	2	hallmark:HALLMARK_IL2_STAT5_SIGNALING;hallmark:HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.0308478074410398	0.9090362868627078	0.9879569999395976	nonsignificant_sensitising_direction
TMSB15A	resistance_consensus_leading_edge	4	go_bp:GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS;go_bp:GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION;go_bp:GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION;go_bp:GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	-0.0368706307319648	0.9089924072123288	0.9879569999395976	nonsignificant_sensitising_direction
BMP8B	resistance_consensus_leading_edge	4	go_bp:GOBP_CARTILAGE_DEVELOPMENT;go_bp:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT;go_bp:GOBP_OSSIFICATION;go_bp:GOBP_SKELETAL_SYSTEM_DEVELOPMENT	-0.027698575673889	0.9096550839324632	0.9883159727785396	nonsignificant_sensitising_direction
STK40	resistance_consensus_leading_edge	1	go_bp:GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	-0.0267947242328485	0.9097773455228828	0.9883159727785396	nonsignificant_sensitising_direction
OSR2	resistance_consensus_leading_edge	21	go_bp:GOBP_BONE_DEVELOPMENT;go_bp:GOBP_BONE_MORPHOGENESIS;go_bp:GOBP_CARTILAGE_DEVELOPMENT;go_bp:GOBP_CHONDROCYTE_DIFFERENTIATION;go_bp:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	-0.0421553387595272	0.9104579797277946	0.988661633118147	nonsignificant_sensitising_direction
PSEN1	resistance_consensus_leading_edge	47	go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	-0.0301125476051407	0.9106124382318136	0.988661633118147	nonsignificant_sensitising_direction
TROAP	resistance_consensus_leading_edge	1	hallmark:HALLMARK_G2M_CHECKPOINT	-0.0326403430184321	0.9106509269569674	0.988661633118147	nonsignificant_sensitising_direction
KNDC1	resistance_consensus_leading_edge	2	go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION	-0.0281230359574413	0.9107895035621038	0.9887373919728856	nonsignificant_sensitising_direction
DAG1	resistance_consensus_leading_edge	47	go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION;go_bp:GOBP_BODY_MORPHOGENESIS;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID	-0.0286358670925981	0.911181308444752	0.9888494011214009	nonsignificant_sensitising_direction
TNKS1BP1	resistance_consensus_leading_edge	2	go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS;go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION	-0.0367570749184746	0.911203266918286	0.9888494011214009	nonsignificant_sensitising_direction
MYO1E	resistance_consensus_leading_edge	8	go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION;go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT;go_bp:GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT	-0.0347991050144473	0.9117797945772108	0.9889486564442336	nonsignificant_sensitising_direction
PPP1CB	resistance_consensus_leading_edge	1	reactome:REACTOME_CELL_CYCLE_MITOTIC	-0.0308307195638199	0.912302929436272	0.9889978261409076	nonsignificant_sensitising_direction
COL5A3	resistance_consensus_leading_edge	1	reactome:REACTOME_MET_ACTIVATES_PTK2_SIGNALING	-0.0272038919182033	0.914819217006237	0.989850619281989	nonsignificant_sensitising_direction
LIMCH1	resistance_consensus_leading_edge	11	go_bp:GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION;go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION;go_bp:GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS;go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	-0.0358362831061755	0.9142939290256576	0.989850619281989	nonsignificant_sensitising_direction
CEBPA	resistance_consensus_leading_edge	19	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_EAR_DEVELOPMENT;go_bp:GOBP_EMBRYONIC_ORGAN_DEVELOPMENT;go_bp:GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT;go_bp:GOBP_FAT_CELL_DIFFERENTIATION	-0.0259572289368872	0.9159889238471034	0.990049118900186	nonsignificant_sensitising_direction
GABARAPL2	resistance_consensus_leading_edge	1	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY	-0.0300320951346346	0.9161410219480272	0.990049118900186	nonsignificant_sensitising_direction
CA2	resistance_consensus_leading_edge	7	go_bp:GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM;go_bp:GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT;go_bp:GOBP_TISSUE_MORPHOGENESIS;hallmark:HALLMARK_COMPLEMENT;hallmark:HALLMARK_HEME_METABOLISM	-0.0248078818853709	0.9168075081769128	0.9902664840119006	nonsignificant_sensitising_direction
CHRNA1	resistance_consensus_leading_edge	1	go_bp:GOBP_SYNAPSE_ORGANIZATION	-0.0363718086456579	0.91686993939898	0.9902664840119006	nonsignificant_sensitising_direction
ATP9A	resistance_consensus_leading_edge	2	go_bp:GOBP_REGULATION_OF_SECRETION;go_bp:GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	-0.0480469356562522	0.9172447633001692	0.9902809554152792	nonsignificant_sensitising_direction
DDRGK1	resistance_consensus_leading_edge	10	go_bp:GOBP_CARTILAGE_DEVELOPMENT;go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT;go_bp:GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	-0.0408626389105268	0.9176769709208098	0.9902809554152792	nonsignificant_sensitising_direction
LAMC2	resistance_consensus_leading_edge	10	go_bp:GOBP_POSITIVE_REGULATION_OF_LOCOMOTION;hallmark:HALLMARK_APICAL_JUNCTION;hallmark:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;reactome:REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX;reactome:REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	-0.0283999183082404	0.918139131147884	0.9902809554152792	nonsignificant_sensitising_direction
TNFAIP3	resistance_consensus_leading_edge	17	go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_EPITHELIAL_CELL_PROLIFERATION;go_bp:GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION;go_bp:GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS;go_bp:GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	-0.0248378430080205	0.9184853285727856	0.9902809554152792	nonsignificant_sensitising_direction
TTC9	resistance_consensus_leading_edge	2	go_bp:GOBP_BONE_DEVELOPMENT;go_bp:GOBP_SKELETAL_SYSTEM_DEVELOPMENT	-0.0363555939465012	0.918526279761725	0.9902809554152792	nonsignificant_sensitising_direction
CENPP	resistance_consensus_leading_edge	7	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_CHROMOSOME_MAINTENANCE;reactome:REACTOME_MITOTIC_PROMETAPHASE;reactome:REACTOME_MITOTIC_SPINDLE_CHECKPOINT	-0.0424329711873765	0.9186751351778926	0.9902931646461968	nonsignificant_sensitising_direction
EIF2S1	resistance_consensus_leading_edge	1	hallmark:HALLMARK_E2F_TARGETS	-0.0265325801572728	0.9202013582613084	0.9905150659249128	nonsignificant_sensitising_direction
CLEC11A	resistance_consensus_leading_edge	1	go_bp:GOBP_OSSIFICATION	-0.0269783659148306	0.9216567190899536	0.990879985129944	nonsignificant_sensitising_direction
SULT2B1	resistance_consensus_leading_edge	2	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY;hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	-0.028542397725249	0.9221006432941604	0.990879985129944	nonsignificant_sensitising_direction
ZCWPW1	resistance_consensus_leading_edge	1	go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	-0.0316512383397853	0.9225537081694748	0.9909217591881628	nonsignificant_sensitising_direction
FAM162A	resistance_consensus_leading_edge	6	go_bp:GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY;go_bp:GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY;go_bp:GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH;go_bp:GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY;go_bp:GOBP_RESPONSE_TO_OXYGEN_LEVELS	-0.0369691203626771	0.9234942432793044	0.9909910858532428	nonsignificant_sensitising_direction
CREBL2	resistance_consensus_leading_edge	5	go_bp:GOBP_FAT_CELL_DIFFERENTIATION;go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS;go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION;go_bp:GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION;go_bp:GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	-0.0218548477604887	0.92485565706213	0.9911010300376374	nonsignificant_sensitising_direction
OLFML2A	resistance_consensus_leading_edge	1	go_bp:GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	-0.0269261574561561	0.9245041956407444	0.9911010300376374	nonsignificant_sensitising_direction
SKA1	resistance_consensus_leading_edge	10	go_bp:GOBP_METAPHASE_CHROMOSOME_ALIGNMENT;go_bp:GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION;go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;go_bp:GOBP_SISTER_CHROMATID_SEGREGATION;reactome:REACTOME_CELL_CYCLE_CHECKPOINTS	-0.0295442952183186	0.9250034164550612	0.9911010300376374	nonsignificant_sensitising_direction
IL4R	resistance_consensus_leading_edge	8	go_bp:GOBP_MUSCLE_CELL_DIFFERENTIATION;go_bp:GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION;go_bp:GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT;go_bp:GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION;go_bp:GOBP_REGULATION_OF_SECRETION	-0.0300918563525822	0.92514661518122	0.991198866506273	nonsignificant_sensitising_direction
EGFL8	resistance_consensus_leading_edge	1	go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	-0.0250420842969347	0.9262071292411236	0.9915009688928654	nonsignificant_sensitising_direction
CDKN2A	resistance_consensus_leading_edge	17	go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION;go_bp:GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY;go_bp:GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY;go_bp:GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	-0.0206178858689369	0.9272963670018812	0.9918041953244384	nonsignificant_sensitising_direction
ANOS1	resistance_consensus_leading_edge	5	go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_NEURON_PROJECTION_GUIDANCE;go_bp:GOBP_TAXIS;reactome:REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	-0.0257127593852146	0.9281670069402298	0.9922667143482764	nonsignificant_sensitising_direction
ITPKC	resistance_consensus_leading_edge	1	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS	-0.0217471171849634	0.9309975110288168	0.9930155731511964	nonsignificant_sensitising_direction
SLC27A1	resistance_consensus_leading_edge	2	go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	-0.0286634741864855	0.9315240131536646	0.9930155731511964	nonsignificant_sensitising_direction
