gene	leading_edge_dataset_count	max_same_pathway_dataset_count	leading_edge_datasets	pathway_count	resistance_direction	example_pathways	crispr_effect	crispr_p	crispr_fdr	crispr_direction
PHF8	1	1	gse111151	2	consistently_down_in_resistance_pathways	reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	-0.2637637833588524	0.5425385528957422	0.9177322127871403	nonsignificant_sensitising_direction
PIF1	1	1	gse111151	2	consistently_down_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION;reactome:REACTOME_CHROMOSOME_MAINTENANCE	0.3167253223295336	0.2284178552736707	0.8059597874571357	nonsignificant_tolerance_direction
PKMYT1	1	1	gse118713	2	consistently_down_in_resistance_pathways	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC	-0.2409939752270062	0.3935467011134835	0.8732971990969328	nonsignificant_sensitising_direction
PKP4	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY;go_bp:GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	0.1678854798316775	0.5837789820792544	0.9265425012974084	nonsignificant_tolerance_direction
PLAAT3	1	1	gse240112	2	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY;hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE				not_tested
PLEKHN1	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH;go_bp:GOBP_RESPONSE_TO_OXYGEN_LEVELS	-0.1607373130654563	0.6820797355868209	0.947121147590598	nonsignificant_sensitising_direction
PLSCR3	1	1	gse240112	2	consistently_up_in_resistance_pathways	go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	-0.0786241009095736	0.7903895514726248	0.9674645550999408	nonsignificant_sensitising_direction
PLSCR4	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	0.0114960574441695	0.9636005637117462	0.9974116242487912	nonsignificant_tolerance_direction
PMAIP1	1	1	gse240112	2	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY;go_bp:GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH	-0.7539265549521694	0.0849019186646731	0.7382254675699826	nonsignificant_sensitising_direction
POLR2G	1	1	gse111151	2	consistently_down_in_resistance_pathways	reactome:REACTOME_CHROMOSOME_MAINTENANCE;reactome:REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	0.248386103531514	0.7182644631766393	0.955735206463882	nonsignificant_tolerance_direction
POLR2J	1	1	gse111151	2	consistently_down_in_resistance_pathways	reactome:REACTOME_CHROMOSOME_MAINTENANCE;reactome:REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	0.7507649593783574	0.1314307778530732	0.7744361965845954	nonsignificant_tolerance_direction
POLR2K	1	1	gse111151	2	consistently_down_in_resistance_pathways	reactome:REACTOME_CHROMOSOME_MAINTENANCE;reactome:REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	-0.331661588477635	0.2061688531059071	0.8002444853861684	nonsignificant_sensitising_direction
POMT2	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION;go_bp:GOBP_FOREBRAIN_DEVELOPMENT	0.0635857509313062	0.8663491192195101	0.9845887061358374	nonsignificant_tolerance_direction
POT1	1	1	gse111151	2	consistently_down_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION;reactome:REACTOME_CHROMOSOME_MAINTENANCE	-0.1604884601719138	0.6276812109394592	0.937870165172396	nonsignificant_sensitising_direction
POU1F1	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_DIENCEPHALON_DEVELOPMENT;go_bp:GOBP_FOREBRAIN_DEVELOPMENT	0.3618874223742852	0.5570154957800467	0.921678454294973	nonsignificant_tolerance_direction
POU2F1	1	1	gse111151	2	consistently_down_in_resistance_pathways	reactome:REACTOME_ESR_MEDIATED_SIGNALING;reactome:REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	-0.3677936771034487	0.3150177169728145	0.8432992499063446	nonsignificant_sensitising_direction
PPP2R2D	1	1	gse118713	2	consistently_down_in_resistance_pathways	reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	0.0891072142214062	0.7556973518822196	0.9617244567841584	nonsignificant_tolerance_direction
PRKAG2	1	1	gse118713	2	consistently_up_in_resistance_pathways	go_bp:GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY;go_bp:GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	-0.3092591425161899	0.2636038853124609	0.8182721892307765	nonsignificant_sensitising_direction
PROM2	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION;go_bp:GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	0.2588569421422004	0.3638443993560641	0.8596848174825045	nonsignificant_tolerance_direction
PRPH2	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_SENSORY_ORGAN_DEVELOPMENT;go_bp:GOBP_SENSORY_SYSTEM_DEVELOPMENT	-0.4154848402489266	0.1725183032693089	0.7909727675032434	nonsignificant_sensitising_direction
PRUNE1	1	1	gse240112	2	consistently_up_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION;go_bp:GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION				not_tested
PSAP	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY;reactome:REACTOME_HEMOSTASIS	0.7331992814397639	0.0343182431957972	0.6338823101552432	nonsignificant_tolerance_direction
PSCA	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_ERK1_AND_ERK2_CASCADE;go_bp:GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE	0.5329649060664021	0.1476188985931724	0.7855656033831431	nonsignificant_tolerance_direction
PSMA6	1	1	gse118713	2	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY;go_bp:GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	0.1529409021062747	0.7205953921593202	0.955735206463882	nonsignificant_tolerance_direction
PSMB1	1	1	gse111151	2	consistently_down_in_resistance_pathways	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_M_PHASE	0.0223961315681791	0.9604036145581664	0.9974116242487912	nonsignificant_tolerance_direction
PSMD2	1	1	gse111151	2	consistently_down_in_resistance_pathways	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_M_PHASE	0.0696062308684428	0.7912524624400756	0.9674645550999408	nonsignificant_tolerance_direction
PSME2	1	1	gse118713	2	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY;go_bp:GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY	0.3716874120617266	0.1783765026971023	0.7919266810270664	nonsignificant_tolerance_direction
PTCHD1	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_DIENCEPHALON_DEVELOPMENT;go_bp:GOBP_FOREBRAIN_DEVELOPMENT	-0.0206173850940736	0.9528299760355088	0.996559820123568	nonsignificant_sensitising_direction
PTGES3	1	1	gse111151	2	consistently_down_in_resistance_pathways	reactome:REACTOME_ESR_MEDIATED_SIGNALING;reactome:REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	-0.7439910848288456	0.0110422791481126	0.5571147480382764	nonsignificant_sensitising_direction
PTPRA	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION	0.1226306998194708	0.7495728836271809	0.961051577067726	nonsignificant_tolerance_direction
PTPRG	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_TISSUE_MIGRATION	-0.0159044916930257	0.977746977146095	0.998662578302875	nonsignificant_sensitising_direction
PTTG3P	1	1	gse111151	2	consistently_down_in_resistance_pathways	go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;hallmark:HALLMARK_G2M_CHECKPOINT				not_tested
RAB11FIP1	1	1	gse240112	2	consistently_up_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_HORMONE_LEVELS;go_bp:GOBP_REGULATION_OF_SECRETION	0.1244712413102835	0.6893411623288439	0.9484666107301292	nonsignificant_tolerance_direction
RAB15	1	1	gse118713	2	consistently_up_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_SECRETION;go_bp:GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	-0.0865016175986959	0.790532540622326	0.9674645550999408	nonsignificant_sensitising_direction
RAB29	1	1	gse240112	2	consistently_up_in_resistance_pathways	go_bp:GOBP_SYNAPSE_ASSEMBLY;go_bp:GOBP_SYNAPSE_ORGANIZATION	-0.4301932444317167	0.2282363651439462	0.8059597874571357	nonsignificant_sensitising_direction
RAB2A	1	1	gse111151	2	consistently_down_in_resistance_pathways	reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	0.2456190242787048	0.4072159713299997	0.8802112529758787	nonsignificant_tolerance_direction
RAD1	1	1	gse111151	2	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS;reactome:REACTOME_CELL_CYCLE_CHECKPOINTS	0.3626559996957033	0.190184558625759	0.7956932679350437	nonsignificant_tolerance_direction
RAD50	1	1	gse111151	2	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS;reactome:REACTOME_CELL_CYCLE_CHECKPOINTS	-0.3642902060115789	0.3124877699197338	0.8430887151318937	nonsignificant_sensitising_direction
RAE1	1	1	gse118713	2	consistently_down_in_resistance_pathways	reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	-0.5872347416506516	0.2714844756160878	0.8203069484935683	nonsignificant_sensitising_direction
RAP1B	1	1	gse118713	2	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS;go_bp:GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	-0.2414727920752355	0.3733649332095813	0.8643394005033929	nonsignificant_sensitising_direction
RCC1	1	1	gse111151	2	consistently_down_in_resistance_pathways	reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	0.0023407361317655	0.9945179519652084	0.9994371829708416	nonsignificant_tolerance_direction
RCHY1	1	1	gse118713	2	consistently_up_in_resistance_pathways	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY;hallmark:HALLMARK_P53_PATHWAY	-0.4478788245002345	0.105097590205221	0.7587390845797637	nonsignificant_sensitising_direction
RFFL	1	1	gse118713	2	consistently_up_in_resistance_pathways	go_bp:GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY;go_bp:GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY	-0.2741323477205899	0.2640427431559773	0.8182721892307765	nonsignificant_sensitising_direction
RGMB	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_RESPONSE_TO_BMP	-0.1217711411807833	0.6831473830155448	0.9474254054118076	nonsignificant_sensitising_direction
RGS11	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY;go_bp:GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	-0.2731766251383929	0.3302633188578072	0.8479733823201587	nonsignificant_sensitising_direction
RGS6	1	1	gse118713	2	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY;go_bp:GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	-0.7192058933666283	0.0207062876483754	0.6009826181172715	nonsignificant_sensitising_direction
RGS9	1	1	gse240112	2	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY;go_bp:GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	-0.28354648441523	0.3227818330388742	0.8445474433768264	nonsignificant_sensitising_direction
RHEB	1	1	gse118713	2	consistently_up_in_resistance_pathways	go_bp:GOBP_GLIAL_CELL_DIFFERENTIATION;go_bp:GOBP_OLIGODENDROCYTE_DIFFERENTIATION	0.110424929932904	0.8000686267292463	0.9697838725069936	nonsignificant_tolerance_direction
RHEBL1	1	1	gse240112	2	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY;go_bp:GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	0.2758195230260636	0.2419263623842012	0.8121550190740409	nonsignificant_tolerance_direction
RHOF	1	1	gse240112	2	consistently_up_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS;go_bp:GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION	-0.0662097155882195	0.8238436203908355	0.9758661310082004	nonsignificant_sensitising_direction
RITA1	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_NOTCH_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	-0.2351322338755173	0.4716152499698501	0.893834851358712	nonsignificant_sensitising_direction
RNF31	1	1	gse118713	2	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY;go_bp:GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	-0.186825045416243	0.4484581876932945	0.8882857432844812	nonsignificant_sensitising_direction
RTCA	1	1	gse118713	2	consistently_up_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING;go_bp:GOBP_RESPONSE_TO_WOUNDING	0.2336795011261667	0.4529105268312125	0.8888930165507959	nonsignificant_tolerance_direction
RTN4RL2	1	1	gse240112	2	consistently_up_in_resistance_pathways	go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_RESPONSE_TO_WOUNDING	0.1462352419930113	0.6718991115976467	0.9455506052457668	nonsignificant_tolerance_direction
RWDD3	1	1	gse240112	2	consistently_up_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY;go_bp:GOBP_RESPONSE_TO_OXYGEN_LEVELS	0.0902738978882542	0.8001065110376459	0.9697838725069936	nonsignificant_tolerance_direction
S100A6	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	0.4934248795990106	0.1084227084698608	0.7616616496167914	nonsignificant_tolerance_direction
S1PR2	1	1	gse240112	2	consistently_up_in_resistance_pathways	go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS;go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION	-0.2187550957927042	0.5878204834074375	0.9274689248655374	nonsignificant_sensitising_direction
SAMD11	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_SENSORY_ORGAN_DEVELOPMENT;go_bp:GOBP_SENSORY_SYSTEM_DEVELOPMENT	0.0892742544001095	0.7109858969319388	0.9535377967180376	nonsignificant_tolerance_direction
SCAMP5	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_SECRETION;go_bp:GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	-0.5253487923583933	0.1064092653934509	0.7616616496167914	nonsignificant_sensitising_direction
SCAP	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_RESPONSE_TO_OXYGEN_LEVELS	1.0841437038912494	0.0038581058624722	0.4451385734935053	nonsignificant_tolerance_direction
SCNN1G	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS	-0.6361231424349496	0.0094204800441073	0.5469891497950826	nonsignificant_sensitising_direction
SCPEP1	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_REGULATION_OF_HORMONE_LEVELS	-0.7431110838628543	0.0058173594822214	0.5051319008585329	nonsignificant_sensitising_direction
SDC4	1	1	gse111151	2	consistently_up_in_resistance_pathways	hallmark:HALLMARK_TNFA_SIGNALING_VIA_NFKB;reactome:REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.3436997543228992	0.3623779419172521	0.858431182038278	nonsignificant_tolerance_direction
SDCCAG8	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_TUBE_FORMATION;hallmark:HALLMARK_KRAS_SIGNALING_UP	-0.7553711084090056	0.0863316530147348	0.7418090075617182	nonsignificant_sensitising_direction
SDF4	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_FAT_CELL_DIFFERENTIATION;go_bp:GOBP_SYNAPSE_ORGANIZATION	-0.1142182900917196	0.7203422910358127	0.955735206463882	nonsignificant_sensitising_direction
SERPINA9	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY;go_bp:GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY	0.7770288928303462	0.0418422517045739	0.6638481021989324	nonsignificant_tolerance_direction
SERPINE3	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY;go_bp:GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY	0.256427697494658	0.3611791663528713	0.858431182038278	nonsignificant_tolerance_direction
SERPINI1	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY;go_bp:GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY	-0.1563220932863203	0.6091368214607595	0.9323738947099428	nonsignificant_sensitising_direction
SH3TC2	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_GLIAL_CELL_DIFFERENTIATION;go_bp:GOBP_GLIOGENESIS	-0.2249864645289401	0.4511274616596546	0.8888930165507959	nonsignificant_sensitising_direction
SHROOM3	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_PATTERN_SPECIFICATION_PROCESS;go_bp:GOBP_REGULATION_OF_CELL_SHAPE	-0.1554161835639496	0.5860829670019213	0.9272373183060056	nonsignificant_sensitising_direction
SIM2	1	1	gse118713	2	consistently_up_in_resistance_pathways	go_bp:GOBP_PATTERN_SPECIFICATION_PROCESS;go_bp:GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	0.2878420643020574	0.3587263685648373	0.8573765598445627	nonsignificant_tolerance_direction
SIN3A	1	1	gse240112	2	consistently_up_in_resistance_pathways	go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT;go_bp:GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	0.2792479996021422	0.342593922570585	0.8515443763902851	nonsignificant_tolerance_direction
SLC24A3	1	1	gse118713	2	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY;hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	0.1562118869599622	0.6909050985343648	0.948771482805116	nonsignificant_tolerance_direction
SLC27A1	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	-0.0286634741864855	0.9315240131536646	0.9930155731511964	nonsignificant_sensitising_direction
SLC29A2	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;hallmark:HALLMARK_IL2_STAT5_SIGNALING	-0.4533908721706954	0.1635406528862341	0.7907256351888757	nonsignificant_sensitising_direction
SLC30A5	1	1	gse118713	2	consistently_up_in_resistance_pathways	go_bp:GOBP_PROTEIN_PROCESSING;go_bp:GOBP_REGULATION_OF_HORMONE_LEVELS	0.5479039458436104	0.2510437826323906	0.8132422214052158	nonsignificant_tolerance_direction
SLC35C1	1	1	gse240112	2	consistently_up_in_resistance_pathways	go_bp:GOBP_NOTCH_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	0.4357018765448872	0.0878914830147489	0.7435744021393931	nonsignificant_tolerance_direction
SLC39A8	1	1	gse240112	2	consistently_up_in_resistance_pathways	go_bp:GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION;hallmark:HALLMARK_IL2_STAT5_SIGNALING	-0.4808311052709619	0.0946842392375634	0.7579924253765409	nonsignificant_sensitising_direction
SLC4A7	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_EAR_DEVELOPMENT;go_bp:GOBP_SENSORY_ORGAN_DEVELOPMENT	-0.165482494841255	0.6362808172278154	0.9391078151512754	nonsignificant_sensitising_direction
SLC6A8	1	1	gse240112	2	consistently_up_in_resistance_pathways	hallmark:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;hallmark:HALLMARK_HEME_METABOLISM	0.1344070174173399	0.7729041856186096	0.9636896079501376	nonsignificant_tolerance_direction
SLC9A6	1	1	gse118713	2	consistently_up_in_resistance_pathways	go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	0.6460462951988841	0.0758408777992322	0.7263545759086119	nonsignificant_tolerance_direction
SLCO3A1	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION	-0.2484337201130948	0.6241731783868576	0.936326778050455	nonsignificant_sensitising_direction
SLK	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION	-0.2358021625840987	0.5102670431078615	0.9054522020817876	nonsignificant_sensitising_direction
SMC5	1	1	gse111151	2	consistently_down_in_resistance_pathways	go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION;go_bp:GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	0.3466112905767256	0.3534940465058591	0.8546884072338873	nonsignificant_tolerance_direction
SMCHD1	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT;go_bp:GOBP_SENSORY_ORGAN_DEVELOPMENT	-0.1033055125333675	0.7351299202362163	0.9584120083395792	nonsignificant_sensitising_direction
SMYD3	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_MUSCLE_CELL_DIFFERENTIATION;go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION	0.4442606034426788	0.1505636792977145	0.7878534403246928	nonsignificant_tolerance_direction
SNRNP200	1	1	gse118713	2	consistently_up_in_resistance_pathways	go_bp:GOBP_OSSIFICATION;go_bp:GOBP_OSTEOBLAST_DIFFERENTIATION	-0.398245070251372	0.272686991646616	0.820836463107049	nonsignificant_sensitising_direction
SOD3	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_RESPONSE_TO_OXYGEN_LEVELS	0.1709841125519098	0.6324864977743301	0.9383615908655744	nonsignificant_tolerance_direction
SOX3	1	1	gse240112	2	consistently_down_in_resistance_pathways	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY;hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	-0.0944996342404147	0.8369918699265488	0.9800952768605136	nonsignificant_sensitising_direction
SP1	1	1	gse111151	2	consistently_down_in_resistance_pathways	reactome:REACTOME_ESR_MEDIATED_SIGNALING;reactome:REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	0.0630285028175476	0.8414961158976247	0.9804728094670314	nonsignificant_tolerance_direction
SP3	1	1	gse118713	2	consistently_up_in_resistance_pathways	go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT;go_bp:GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	-0.9693748161670186	0.0061817965754634	0.5134385216568635	nonsignificant_sensitising_direction
SP6	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION;go_bp:GOBP_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	-0.8059449630741051	0.1072236947368598	0.7616616496167914	nonsignificant_sensitising_direction
SPDL1	1	1	gse240112	2	consistently_down_in_resistance_pathways	go_bp:GOBP_CHROMOSOME_SEPARATION;reactome:REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	0.0340838600405515	0.93937944358399	0.9943461800180065	nonsignificant_tolerance_direction
SPOCK3	1	1	gse240112	2	consistently_up_in_resistance_pathways	reactome:REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX;reactome:REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.3473090540492354	0.3038366807882621	0.8393569308112855	nonsignificant_tolerance_direction
SRSF1	1	1	gse111151	2	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS;hallmark:HALLMARK_G2M_CHECKPOINT	-0.8637942413315072	0.0423189785487797	0.6673927751296	nonsignificant_sensitising_direction
SRSF2	1	1	gse111151	2	consistently_down_in_resistance_pathways	hallmark:HALLMARK_E2F_TARGETS;hallmark:HALLMARK_G2M_CHECKPOINT	0.1814524940936479	0.7169077144568594	0.9552269002768632	nonsignificant_tolerance_direction
SSTR1	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_FOREBRAIN_DEVELOPMENT	-0.2257175255793511	0.5084680691540625	0.9050912903832372	nonsignificant_sensitising_direction
STRCP1	1	1	gse111151	2	consistently_up_in_resistance_pathways	go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION				not_tested
