collection	pathway	resistance_consensus_class	resistance_median_NES	resistance_datasets_FDR05	gse245601_NES	gse245601_fdr	crispr_NES	crispr_fdr	candidates_connected	convergence_category
go_bp	GOBP_PULMONARY_VALVE_DEVELOPMENT	LOW_EVIDENCE	1.5094951813065212	0	-1.0488481226810766	0.6783439069812491	1.0726255304496946	0.7037131998069498		NONE
reactome	REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	MIXED	0.8331839327018253	0	1.1604956962517512	0.5697570332480819	-0.7932403252286373	0.8841393544713712		NONE
reactome	REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM	MIXED	-0.4797382330241564	0	-1.0658862423612818	0.6674402565983207	0.6199691164720069	0.9651969595035595		NONE
go_bp	GOBP_FOAM_CELL_DIFFERENTIATION	LOW_EVIDENCE	1.1324511762575151	0	-1.0779724396125865	0.63441911783144	-1.0177802714691937	0.7446769648262185		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_JNK_CASCADE	LOW_EVIDENCE	1.3082335558675109	0	-1.070324163684987	0.6199743706161661	-0.9187292728166696	0.8450714487021419		NONE
reactome	REACTOME_SIGNALING_BY_RETINOIC_ACID	LOW_EVIDENCE	0.9983361515898764	0	1.1194937479191984	0.5870820515406727	1.2949141547815808	0.3323144432359449		NONE
reactome	REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN	MIXED	1.4263705777776348	0	-0.9070387682751816	0.8437037037037037	1.3353306790931845	0.3327481152535371		NONE
reactome	REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	MIXED	0.9390823489127048	0	1.1066619390048484	0.6107529218583986	1.3867832547163754	0.2852790816021194		NONE
go_bp	GOBP_MYOTUBE_DIFFERENTIATION	MIXED	1.1527998759730802	0	-0.9662594794453898	0.7506232815293674	-0.7981467216990759	0.9647544128933232		NONE
reactome	REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	MIXED	-0.9002235620204921	0	-1.0972749219102509	0.578650391524643	1.0852782382547743	0.5485460087321856		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	not_tested_in_resistance		0	0.766602623939579	0.906998329970202	-1.2471282374200463	0.5714688940092165		NONE
reactome	REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	MIXED	0.9646203157472676	0	1.0589741544220457	0.676411820380692	1.2683029823534346	0.4034801068600324		NONE
go_bp	GOBP_CD40_SIGNALING_PATHWAY	not_tested_in_resistance		0			0.800663853161458	0.8902810905031208		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	MIXED	0.9551857195757054	0	0.9268405328350864	0.7909190772610766	-1.087131327542666	0.690626764539808		NONE
reactome	REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION	LOW_EVIDENCE	1.232037458674949	0	1.311068349754351	0.4115051903114187	-0.8658084590269701	0.8109692962740355		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	LOW_EVIDENCE	1.2257880027958856	0	-1.3723392909032397	0.3402000860585197	1.2982046203631823	0.5143288301235988		NONE
go_bp	GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	LOW_EVIDENCE	1.4333968969108686	0	-1.027055898321399	0.680176913553354	-0.9111231528479676	0.8475438866646134		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	LOW_EVIDENCE	1.188720536366457	0	-0.9446543148019394	0.7689689480023041	1.103842689283184	0.6947615964009406		NONE
go_bp	GOBP_REGULATION_OF_RESPIRATORY_BURST	not_tested_in_resistance		0	-0.8863277767721625	0.8198453881181827	-1.19854813906082	0.6136991745091309		NONE
go_bp	GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM	LOW_EVIDENCE	1.2343882666347374	0	0.7675920925587615	0.9650742626918064	1.229580829152365	0.5434936140159798		NONE
reactome	REACTOME_SIGNALING_BY_ERBB2_IN_CANCER	MIXED	1.1958139880426129	0	-1.3780304273472448	0.3091419899926175	-1.4633572182594068	0.2336443124294021		NONE
go_bp	GOBP_EPITHELIAL_STRUCTURE_MAINTENANCE	MIXED	1.1854336774788463	0	-1.2031290794315384	0.5103227337446606	-1.0800725472628905	0.690626764539808		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	LOW_EVIDENCE	1.0086109182981795	0	1.63550104828653	0.0758814219094571	1.1127405128295484	0.6759823879442163		NONE
reactome	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	LOW_EVIDENCE	1.0292353667504182	0	-1.1164356315196458	0.5946092145410903	-1.294632397673065	0.3327481152535371		NONE
reactome	REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	MIXED	1.0723045692371007	0	1.417124814380914	0.2402168197454878	0.6775724979914923	0.9651969595035595		NONE
go_bp	GOBP_DNA_TEMPLATED_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY	LOW_EVIDENCE	-0.9063230970519504	0	-1.5229521379942654	0.1203136253618362	-1.5018234560021146	0.222496763746256		NONE
reactome	REACTOME_RHOD_GTPASE_CYCLE	LOW_EVIDENCE	1.1810141086351689	0	-1.4388908545263408	0.2223639015000076	1.2591229123077887	0.3651243781094527		NONE
go_bp	GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	MIXED	0.5420394637688922	0	1.32042701255864	0.2550263590097355	0.9195028666992386	0.8475673036838756		NONE
go_bp	GOBP_PURINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT	MIXED	1.01820875413107	0	1.392926574532727	0.3038286310448612	-0.7505190932878469	0.952324033373		NONE
reactome	REACTOME_NEUREXINS_AND_NEUROLIGINS	MIXED	-1.0154076443387183	0	-0.900160021967459	0.8479572362036618	0.6132242611504832	0.993826811962434		NONE
go_bp	GOBP_DEVELOPMENTAL_MATURATION	LOW_EVIDENCE	1.1817870903088803	0	-1.0565162416098457	0.5987183030470531	1.362672949375285	0.1391022749610636		NONE
reactome	REACTOME_TRANSLESION_SYNTHESIS_BY_POLH	MIXED	-1.2143392226506444	0	1.2992145365070082	0.4287688999624561	-1.7979813716544706	0.0641234251209312		NONE
go_bp	GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	LOW_EVIDENCE	0.958257622978393	0	1.0562595801057584	0.6204923244618039	-1.228189547356105	0.3888547045093883	CITED2	NONE
go_bp	GOBP_AMIDE_CATABOLIC_PROCESS	not_tested_in_resistance		0			0.8855271003166052	0.8463220312595189		NONE
reactome	REACTOME_SIGNALING_BY_CTNNB1_PHOSPHO_SITE_MUTANTS	MIXED	0.6941513561695147	0	-0.9529149898581072	0.7819879485369959	-1.3562752302487415	0.351177130044843		NONE
go_bp	GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS	MIXED	-0.992772610290884	0	-0.7754255647828836	0.9487463984681186	-1.0140249402337076	0.7469732720011202		NONE
reactome	REACTOME_METABOLISM_OF_COFACTORS	LOW_EVIDENCE	-1.2237322647696725	0	-0.7698122566806361	0.9463853830051012	-0.6212187141289007	0.970606590753302		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION	LOW_EVIDENCE	1.3194218511576867	0	-1.439303528985161	0.298637606329914	-1.006894792619914	0.741524063150473		NONE
go_bp	GOBP_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	not_tested_in_resistance		0	-1.3447480408584025	0.4179628725956651	1.0577367970260023	0.7317661307566367		NONE
go_bp	GOBP_DNA_DEMETHYLATION	LOW_EVIDENCE	-0.6933487839489066	0	-1.18628910080062	0.5330165069766492	0.6289145245623351	0.9683609618660723		NONE
reactome	REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42	LOW_EVIDENCE	-1.1511671155949563	0	0.7279436194531702	0.9502417657807418	1.0399786592614737	0.6074660633484164		NONE
go_bp	GOBP_RESPONSE_TO_ACIDIC_PH	MIXED	0.2703936452579812	0	-0.8484105974020858	0.8598896207940182	1.139086486917165	0.6615587696847162		NONE
go_bp	GOBP_ESTABLISHMENT_OF_MITOCHONDRION_LOCALIZATION_MICROTUBULE_MEDIATED	MIXED	-0.8928544377107561	0	-0.8821615466882249	0.8314670933942733	0.9770125853748788	0.7878260869565218		NONE
go_bp	GOBP_CORTICOSTEROID_HORMONE_SECRETION	not_tested_in_resistance		0	-1.2999769325252322	0.4445705060723547	-1.863145084210136	0.0917209515877246		NONE
reactome	REACTOME_SYNTHESIS_OF_PC	MIXED	1.1486254577235986	0	1.1028867881014228	0.6375620851320615	-0.953089101661589	0.7116146993318486		NONE
go_bp	GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	MIXED	0.8688335826603242	0	-1.0262483045966149	0.6599587823004087	-0.9207066998177038	0.8793781774719691		NONE
go_bp	GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL	MIXED	0.8196359368903511	0	1.421332128943319	0.2130016649992455	1.5745646655434418	0.1608484412737242		NONE
go_bp	GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING	LOW_EVIDENCE	-0.7118064483127858	0	-1.3282934825598278	0.4039525972182799	-0.5864719523077623	0.9834468425658732		NONE
go_bp	GOBP_REGULATION_OF_FLAGELLATED_SPERM_MOTILITY	not_tested_in_resistance		0			0.9497127224209416	0.8063042676271142		NONE
go_bp	GOBP_RESPONSE_TO_L_GLUTAMATE	not_tested_in_resistance		0			0.7359227643018551	0.9227426528002536		NONE
go_bp	GOBP_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT	MIXED	0.8721495146152187	0	-1.648978844527046	0.0903396899371848	-1.358617310106344	0.4794329804605964		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION	MIXED	-0.296186401928485	0	0.8003858636174704	0.8894881500863389	-0.9285713518182336	0.8139418812584314		NONE
go_bp	GOBP_COMPLEMENT_ACTIVATION	MIXED	-1.0523216319581892	0	-1.1763024244539253	0.5107971097541798	1.5534250879307248	0.2067841918228897		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	MIXED	1.4497129817298262	0	-0.8996037202532092	0.8314670933942733	0.7440611002609115	0.9340650785544348		NONE
go_bp	GOBP_REGULATION_OF_ISOTYPE_SWITCHING	LOW_EVIDENCE	0.8093116693867773	0	-1.012169641716448	0.6999417424591066	0.9863597749749295	0.7761819465910603		NONE
go_bp	GOBP_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	not_tested_in_resistance		0			-0.6408472251920997	0.961226851851852		NONE
go_bp	GOBP_TELENCEPHALON_GLIAL_CELL_MIGRATION	MIXED	1.1524789393071386	0	-0.6927329108895661	0.9549803587298756	-0.9127157592941648	0.8328031255683106		NONE
go_bp	GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE	LOW_EVIDENCE	0.905285622788734	0	0.823052655978997	0.9225495915985996	1.185654745122406	0.5733453722468872		NONE
reactome	REACTOME_SIGNALING_BY_FGFR	MIXED	0.6220152966118964	0	-0.906088532796937	0.8519538677976408	-1.1208587256577252	0.4695974525925574		NONE
go_bp	GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	MIXED	-0.8491372181075355	0	1.4208488102092276	0.2759405975150076	0.7782454152396356	0.9440611715314782		NONE
reactome	REACTOME_INTEGRIN_SIGNALING	MIXED	1.090321270598481	0	-1.2230923842697785	0.4602824642126789	1.3729727005872292	0.3161302982731554		NONE
go_bp	GOBP_MUSCLE_CELL_FATE_COMMITMENT	not_tested_in_resistance		0			-0.9030614848854612	0.822227611559277		NONE
go_bp	GOBP_KINETOCHORE_ASSEMBLY	MIXED	-0.8650123164370137	0	-0.6900451516604997	0.9568694763394984	-1.1140478525172033	0.6764539791581766		NONE
go_bp	GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION	LOW_EVIDENCE	-0.9589724894981162	0	1.1242797924008858	0.5786096689055344	0.8712776765377416	0.8604058741292944		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	LOW_EVIDENCE	0.9979865675801805	0	1.3639568689428223	0.2088422920739645	1.5392011519773956	0.0991840906489651		NONE
go_bp	GOBP_SEQUESTERING_OF_TRIGLYCERIDE	not_tested_in_resistance		0	0.9495370053844872	0.7790741437711705	0.9487782171355192	0.8039741996749113		NONE
go_bp	GOBP_REGULATION_OF_SUPEROXIDE_ANION_GENERATION	not_tested_in_resistance		0	-0.9382077137989908	0.7659382219241374	1.0405351471668869	0.7544836464577384		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	LOW_EVIDENCE	0.7771619486482062	0	-1.2878404042467566	0.400369802771855	-1.3414550987100722	0.4682636357900969		NONE
go_bp	GOBP_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION	MIXED	0.8946923515938461	0	-1.118509434885833	0.5652984746388924	1.461924968290332	0.3248833384332925		NONE
go_bp	GOBP_PEPTIDYL_LYSINE_METHYLATION	MIXED	-0.0024299351283498	0	-1.0130181979219062	0.7139042787530872	-0.9260130748470552	0.8053333333333333		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	MIXED	1.1510164760195576	0	1.115539769612924	0.6167355539785808	-0.9911660854397224	0.7460371920675221		NONE
go_bp	GOBP_MALE_GAMETE_GENERATION	MIXED	-0.9400536960128724	0	1.0919726554562992	0.503858186980755				NONE
go_bp	GOBP_SNRNA_3_END_PROCESSING	LOW_EVIDENCE	-0.7100671963805555	0	-1.0061439559752436	0.7192608386638236	-1.3162109641517397	0.5032192246656086		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT	LOW_EVIDENCE	1.2085142281114751	0	-1.053659999573057	0.6760475297060663	0.92425253314053	0.8260882543697066		NONE
go_bp	GOBP_RESPONSE_TO_MURAMYL_DIPEPTIDE	MIXED	0.2304451104117469	0	1.161005258173424	0.5895501777885179	0.9130260865295706	0.83612046418863		NONE
go_bp	GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY	LOW_EVIDENCE	1.3264013970548534	0			0.7143454102207811	0.9371177863614636		NONE
go_bp	GOBP_LYSOSOMAL_PROTEIN_CATABOLIC_PROCESS	MIXED	0.5054314053938079	0	1.3220833261011664	0.4313604636270491	-0.9219788498506302	0.8182752499299262		NONE
go_bp	GOBP_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	LOW_EVIDENCE	1.0247336911246172	0	-0.9453616471129984	0.7765281536123365	0.90402420902601	0.8341884915638379		NONE
go_bp	GOBP_FLUID_TRANSPORT	LOW_EVIDENCE	0.8002574125682475	0	-1.2709662635073382	0.4432630922094753	-0.9222760217519904	0.8416973552058923		NONE
go_bp	GOBP_MEIOTIC_SPINDLE_ORGANIZATION	MIXED	-0.9225374167042502	0	-1.0026184597312962	0.7180631537285801	1.5958526105402355	0.2082391013495563		NONE
go_bp	GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	LOW_EVIDENCE	1.5296101081585205	0	-0.9893380910062308	0.7300529233870967	-1.0104752876674414	0.7544836464577384		NONE
go_bp	GOBP_MORPHOGENESIS_OF_AN_ENDOTHELIUM	not_tested_in_resistance		0	0.7742437959562475	0.9068442499245396	1.0404590326203025	0.7333248250198154		NONE
reactome	REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_CELL_CYCLE_AND_PROLIFERATION	MIXED	0.6839766256050235	0	-1.0469073876920372	0.7031217689794456	-1.142207716797763	0.5082453720042349		NONE
go_bp	GOBP_THYROID_HORMONE_METABOLIC_PROCESS	MIXED	0.1370886269787904	0	-0.8771050861483302	0.8318449723164851	0.7547812954264769	0.9331436768297168		NONE
go_bp	GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	LOW_EVIDENCE	1.19961879178171	0	-0.9025422290692344	0.8654195973805482	-1.0807375943371296	0.6683216594752738		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	MIXED	1.2582719232231243	0	-1.2081912949927398	0.5107971097541798	1.0282138467230075	0.7333248250198154		NONE
go_bp	GOBP_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	LOW_EVIDENCE	1.2608902357105511	0	0.8383515415479925	0.8598896207940182	1.3266541176505604	0.5019048221112415		NONE
go_bp	GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	LOW_EVIDENCE	1.1863951253563068	0	-1.3284907587488377	0.3163906180524677	0.9982362341493272	0.7683634020618557		NONE
go_bp	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	MIXED	-1.0217811639739522	0	1.1355082182768192	0.5583399459254774	0.7049773952546584	0.9517495916866812		NONE
go_bp	GOBP_AMINO_ACID_CATABOLIC_PROCESS	LOW_EVIDENCE	-1.158332153599985	0	1.0727987817246816	0.6304824561403509	-0.895962767525711	0.871182484631316		NONE
go_bp	GOBP_PYRIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	MIXED	-0.7439256584446711	0	1.416983541982901	0.1664243413352361	-1.140807881717275	0.6010614772224679		NONE
go_bp	GOBP_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT	LOW_EVIDENCE	1.1434354130538305	0	-1.2814315182863285	0.452838697280008	1.2042701232291635	0.605301724137931		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	LOW_EVIDENCE	1.2040125667401338	0	1.6018105627370471	0.1069441298985585	0.9241748386141544	0.8403519898525449		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	not_tested_in_resistance		0	0.7759570703037498	0.9022727272727272	0.9427689643726476	0.8192723773284367		NONE
go_bp	GOBP_REGULATION_OF_INTEGRIN_ACTIVATION	not_tested_in_resistance		0			1.2481136780937776	0.5801005662727038		NONE
go_bp	GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DEVELOPMENT	LOW_EVIDENCE	1.0460439488081774	0	-1.4649441058616652	0.318538165824506	0.985541661585519	0.7807332146052016		NONE
go_bp	GOBP_SEX_DETERMINATION	not_tested_in_resistance		0	-0.7014453646226617	0.9527901968925928	1.0353027023608496	0.7572188657394763	CITED2	NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	MIXED	0.7655144434230657	0	-0.7410636447695982	0.9409090909090908	1.3436127939751763	0.5019048221112415		NONE
reactome	REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	LOW_EVIDENCE	-0.8362286624675974	0	1.5831469123241106	0.0652765989392982	-1.481249359664951	0.0941362296157684		NONE
go_bp	GOBP_CELLULAR_RESPONSE_TO_ALDEHYDE	LOW_EVIDENCE	-1.2404032647783625	0	0.9613017649193276	0.7736962314427103	0.7672411319232555	0.9065908463843392		NONE
go_bp	GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR	MIXED	-0.8127099869619121	0	-0.8110201713154165	0.9134422900938	-1.265927247343784	0.5139622117254793		NONE
go_bp	GOBP_MELANOSOME_ASSEMBLY	MIXED	0.7397950908894448	0	-0.906390871375022	0.7944706488736428	1.0877324151486236	0.7122427178623014		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	LOW_EVIDENCE	1.4901948701469487	0	-0.5360453785315211	0.9973978323943844	1.037480613966563	0.7568898623279099		NONE
go_bp	GOBP_GLUCAN_METABOLIC_PROCESS	LOW_EVIDENCE	1.248348497481319	0	1.4295872050968208	0.2268328269039795	-1.1237510845594365	0.6444040875837064		NONE
go_bp	GOBP_MEGAKARYOCYTE_DEVELOPMENT	LOW_EVIDENCE	1.1236748659739506	0	-1.0746727582676456	0.6694820653095386	-1.2442997192931504	0.5727355338885206		NONE
go_bp	GOBP_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	MIXED	-0.8273890060747754	0	1.3334090253762596	0.3531692689484024	-0.9296500400406464	0.8310799492689463		NONE
go_bp	GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	LOW_EVIDENCE	1.2263308452535804	0	-1.1708779426906095	0.3368519517407602	-0.9627687073103978	0.8306433178624315		NONE
go_bp	GOBP_PLASMA_MEMBRANE_REPAIR	MIXED	1.0864645299357176	0	-0.8662618127560404	0.85326825984517	-0.9819736872038372	0.7748770307974182		NONE
go_bp	GOBP_EYE_MORPHOGENESIS	MIXED	1.052239840923278	0	-0.7767055443552007	0.9883821265427974	1.2488997197438938	0.4322046531967123	CITED2	NONE
go_bp	GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION	LOW_EVIDENCE	1.3943979488650489	0	1.0894908108979795	0.6307090243741827	-0.790602397608199	0.9268152437685452		NONE
go_bp	GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	LOW_EVIDENCE	0.7582612805596831	0	0.8156485536293144	0.9302917694525884	0.9433825975449108	0.8123720677474867		NONE
go_bp	GOBP_MAINTENANCE_OF_PROTEIN_LOCATION	MIXED	0.8060843062894482	0	1.2888151503355418	0.3163906180524677	1.656561798730906	0.0774666013474289		NONE
go_bp	GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	MIXED	1.0188194881699346	0	-1.054272152806483	0.6020350480497456	1.3068729549619733	0.1994654286817431		NONE
go_bp	GOBP_GLYCOLIPID_BIOSYNTHETIC_PROCESS	MIXED	-0.9413878006160716	0	0.7388563338221626	0.98419529429452	1.017009246272811	0.7376371901073597		NONE
reactome	REACTOME_MTOR_SIGNALLING	MIXED	0.9455313812552696	0	1.241836324121428	0.4246957403651116	1.2273888917886313	0.4050792054312296		NONE
reactome	REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER	MIXED	-0.5599058728070511	0	-1.315001834896674	0.309942843044533	-0.9531679553791462	0.7109604478025531		NONE
go_bp	GOBP_AMIDE_BIOSYNTHETIC_PROCESS	MIXED	-1.0257038807990233	0	1.4717286227025963	0.077882535296468	-0.9577917988109068	0.8298326426805626		NONE
go_bp	GOBP_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION	MIXED	1.1752410520105496	0	-1.0750325877673208	0.6156145717463849	0.8305877788705919	0.8927507234678368		NONE
go_bp	GOBP_OVULATION_CYCLE	MIXED	-1.3129829500988943	0	-1.5841783996582923	0.0570136636760785	-0.9711843489658304	0.798255680959046		NONE
reactome	REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	LOW_EVIDENCE	-1.0311807822862151	0	1.1504058010558995	0.5993825993825994	1.016102779298413	0.6314374514374514		NONE
go_bp	GOBP_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	MIXED	0.7984242039043676	0	1.1910719329016215	0.5208470902635892	-1.6406570981668476	0.2094564663022259		NONE
go_bp	GOBP_SERINE_PHOSPHORYLATION_OF_STAT_PROTEIN	not_tested_in_resistance		0			1.1618402464278743	0.6484401519178671		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	LOW_EVIDENCE	-0.8445069253983746	0						NONE
go_bp	GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	MIXED	1.2269928928149534	0	0.9627045636165552	0.7907305245361925	1.281430352701287	0.3353513086679717		NONE
go_bp	GOBP_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	MIXED	-1.1880825011327318	0	1.2338990008037762	0.4235319183474696	1.2840049515923608	0.5206724576411137		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	LOW_EVIDENCE	-1.198888579899762	0	-0.8537937561378435	0.8733017028807909	1.4191737306070398	0.4074962518740629		NONE
go_bp	GOBP_NEUROTROPHIN_SIGNALING_PATHWAY	MIXED	0.8204271998742528	0	0.8648806124140195	0.8692177742345729	-1.0210601179524976	0.7306710268959474		NONE
reactome	REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION	MIXED	-0.5478325510537503	0	-1.2903983366644496	0.3758391319008061	-0.9279851015394284	0.7246963562753037		NONE
go_bp	GOBP_ECTODERM_DEVELOPMENT	LOW_EVIDENCE	0.9943025299836118	0	-1.0192339647848063	0.7108191433606404	-0.9776359015033872	0.7817781733994945		NONE
reactome	REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS	LOW_EVIDENCE	1.456408252372298	0	0.6452423458287427	0.9926538675226866	-1.1719155895346067	0.4608443134535367		NONE
reactome	REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS	not_tested_in_resistance		0	-1.0274632467486409	0.7085448392554992	-0.9785866696354064	0.6869050452165635		NONE
go_bp	GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	MIXED	-0.7354242658797147	0	0.9289834123568076	0.8076721791919614	-1.617988832166806	0.0827082032431484		NONE
go_bp	GOBP_SYNAPTIC_VESICLE_PRIMING	LOW_EVIDENCE	0.8911062212800497	0	1.3230628676613223	0.4235319183474696	1.0017654441269883	0.7761819465910603		NONE
go_bp	GOBP_PHAGOCYTOSIS_RECOGNITION	LOW_EVIDENCE	1.1008872086300958	0	0.8511982670617689	0.8518518518518519	1.2512425444084634	0.5727355338885206		NONE
go_bp	GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	MIXED	1.0481070602861289	0	1.394603429733381	0.3470824949698188	-1.4243754793477474	0.4556815829780187		NONE
go_bp	GOBP_TROPHOBLAST_CELL_MIGRATION	LOW_EVIDENCE	1.210054177392443	0			-1.2823115386346198	0.5714688940092165		NONE
go_bp	GOBP_MEMBRANE_INVAGINATION	MIXED	1.064814749313494	0	-0.9867274488915831	0.7383091975806817	0.9986756318430844	0.7460371920675221		NONE
go_bp	GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS	not_tested_in_resistance		0			1.0330660737116617	0.7378762886597938		NONE
go_bp	GOBP_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	MIXED	-0.911557140609899	0	1.1255100781922884	0.5430711839530332	0.8597431593461367	0.8863184684307337		NONE
go_bp	GOBP_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	MIXED	-1.0020084828118063	0	1.0685272560432075	0.6435364575717697	-1.2393439621593645	0.5488952913957625		NONE
go_bp	GOBP_AORTIC_VALVE_MORPHOGENESIS	LOW_EVIDENCE	1.2364004890220444	0	-0.8187474449805595	0.9065442607481964	0.954884530477695	0.7885880077369439		NONE
go_bp	GOBP_CELLULAR_RESPONSE_TO_RETINOIC_ACID	LOW_EVIDENCE	1.2734869236419282	0	-1.3588947222960832	0.297113419818522	0.9258025238391904	0.8290107642997462		NONE
