collection	pathway	datasets_tested	datasets_tested_names	datasets_FDR05	datasets_nominal	NES_positive_count	NES_negative_count	direction_consistency	median_NES	mean_NES	leading_edge_overlap	consensus_category
go_bp	GOBP_NEGATIVE_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.367847532036603	1.3815923229399336	3.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	1	gse111151	0	0	1	0	all_positive	1.367195206983624	1.367195206983624		LOW_EVIDENCE
go_bp	GOBP_LIPOPROTEIN_LOCALIZATION	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3667593216914644	1.4178832571139866	2.0	LOW_EVIDENCE
go_bp	GOBP_INTERLEUKIN_1_PRODUCTION	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3664941253112182	1.353073761253796	4.0	LOW_EVIDENCE
go_bp	GOBP_CELL_JUNCTION_DISASSEMBLY	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.366055222844908	1.3975454360249742	1.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.365549391019259	1.2382066565864576	1.0	LOW_EVIDENCE
reactome	REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	2	gse111151,gse240112	0	1	2	0	all_positive	1.3653074305005517	1.3653074305005517	6.0	LOW_EVIDENCE
go_bp	GOBP_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS	1	gse111151	0	0	1	0	all_positive	1.3648444521071736	1.3648444521071736		LOW_EVIDENCE
reactome	REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.363750880877289	1.3734196396112093	3.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	1	gse118713	0	1	1	0	all_positive	1.3623535502713289	1.3623535502713289		LOW_EVIDENCE
reactome	REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	2	gse111151,gse240112	0	0	2	0	all_positive	1.3607453611412568	1.3607453611412568	4.0	LOW_EVIDENCE
go_bp	GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL	1	gse111151	0	0	1	0	all_positive	1.3603423428836496	1.3603423428836496		LOW_EVIDENCE
reactome	REACTOME_MYOGENESIS	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3590234296827923	1.2687867224174962	1.0	LOW_EVIDENCE
reactome	REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.358097972656949	1.3313880696332077	2.0	LOW_EVIDENCE
go_bp	GOBP_ENDOCRINE_HORMONE_SECRETION	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.357677053479999	1.3633049938705997	5.0	LOW_EVIDENCE
go_bp	GOBP_BONE_REMODELING	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3573864956232422	1.2847996178495242	3.0	LOW_EVIDENCE
go_bp	GOBP_HIPPO_SIGNALING	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3564624739278466	1.3506687361359164	1.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_VASCULAR_PERMEABILITY	1	gse111151	0	0	1	0	all_positive	1.3562082792733892	1.3562082792733892		LOW_EVIDENCE
go_bp	GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3555957075903988	1.3223112887953092	4.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_PROTEIN_SUMOYLATION	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.3553617593109846	1.1950031612571264	1.0	LOW_EVIDENCE
go_bp	GOBP_RESPONSE_TO_CAMP	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3537258738373696	1.2761492882650993	4.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.3530682431581311	1.135894287368598	1.0	LOW_EVIDENCE
go_bp	GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3528764614505886	1.327742851411907	3.0	LOW_EVIDENCE
go_bp	GOBP_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3527394271863185	1.3929659628641797	7.0	LOW_EVIDENCE
reactome	REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.350359399344667	1.4578222824922167	5.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_PROTEIN_DEACETYLATION	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3494835361792252	1.2765203646588805	2.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION	2	gse111151,gse240112	0	1	2	0	all_positive	1.3486969877439459	1.3486969877439459	3.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.348640543788435	1.3243653960463073	6.0	LOW_EVIDENCE
reactome	REACTOME_SIGNALING_BY_PDGF	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3474935732576798	1.3079810148789908	4.0	LOW_EVIDENCE
go_bp	GOBP_LYMPH_VESSEL_DEVELOPMENT	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3472007916695323	1.3410999398484102	0.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_AMIDE_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3463800060528444	1.321566073508107	5.0	LOW_EVIDENCE
go_bp	GOBP_MIDDLE_EAR_MORPHOGENESIS	2	gse111151,gse240112	0	0	2	0	all_positive	1.3462742194211446	1.3462742194211446	1.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.3462154823020551	1.3298058335471683	3.0	LOW_EVIDENCE
reactome	REACTOME_PHASE_0_RAPID_DEPOLARISATION	2	gse111151,gse240112	0	0	2	0	all_positive	1.346115954472019	1.346115954472019	3.0	LOW_EVIDENCE
reactome	REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3454158864498325	1.3771803866374432	3.0	LOW_EVIDENCE
go_bp	GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.344034918750654	1.219181789769678	1.0	LOW_EVIDENCE
go_bp	GOBP_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	1	gse111151	0	0	1	0	all_positive	1.343486501520407	1.343486501520407		LOW_EVIDENCE
reactome	REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	2	gse111151,gse240112	0	0	2	0	all_positive	1.342428643604953	1.342428643604953	4.0	LOW_EVIDENCE
go_bp	GOBP_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3408196518747586	1.3066909753113312	2.0	LOW_EVIDENCE
go_bp	GOBP_RESPONSE_TO_GONADOTROPIN	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3399224282240836	1.358181848028738	3.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3375125280225657	1.3191647778790545	3.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3361128699904496	1.33639573253705	11.0	LOW_EVIDENCE
go_bp	GOBP_TISSUE_REGENERATION	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3359645614139075	1.2636680413507924	6.0	LOW_EVIDENCE
go_bp	GOBP_PROTEIN_LOCALIZATION_TO_PHAGOPHORE_ASSEMBLY_SITE	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3357454288954456	1.251763883360656	4.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.334736121740386	1.3416260041761372	1.0	LOW_EVIDENCE
reactome	REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3337124804847733	1.3358146696456616	3.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.3326373943127452	1.316893725379528	3.0	LOW_EVIDENCE
go_bp	GOBP_HIPPOCAMPUS_DEVELOPMENT	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3323348035777125	1.3176485532013913	5.0	LOW_EVIDENCE
go_bp	GOBP_CARDIAC_CELL_DEVELOPMENT	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3323190957196642	1.3315748842945034	5.0	LOW_EVIDENCE
go_bp	GOBP_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS	2	gse111151,gse240112	0	1	2	0	all_positive	1.3312281430208337	1.3312281430208337	5.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT	2	gse111151,gse240112	0	1	2	0	all_positive	1.33118160430528	1.33118160430528	3.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3309553392479347	1.1943427105987252	2.0	LOW_EVIDENCE
go_bp	GOBP_CARDIAC_NEURAL_CREST_CELL_DIFFERENTIATION_INVOLVED_IN_HEART_DEVELOPMENT	1	gse111151	0	0	1	0	all_positive	1.3300228443141318	1.3300228443141318		LOW_EVIDENCE
go_bp	GOBP_CEREBRAL_CORTEX_NEURON_DIFFERENTIATION	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.329221608282208	1.389341701027857	4.0	LOW_EVIDENCE
go_bp	GOBP_TUBULIN_DEACETYLATION	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.3276296821339515	1.2739582801367864	1.0	LOW_EVIDENCE
go_bp	GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3268572561445229	1.3459750840245803	3.0	LOW_EVIDENCE
go_bp	GOBP_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.326431292542091	1.4141646126771885	2.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY	1	gse111151	0	0	1	0	all_positive	1.3264013970548534	1.3264013970548534		LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3263879405917118	1.308169744442768	14.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.325820623207702	1.2914094477088653	4.0	LOW_EVIDENCE
go_bp	GOBP_MYELIN_MAINTENANCE	1	gse111151	0	0	1	0	all_positive	1.325707987038216	1.325707987038216		LOW_EVIDENCE
go_bp	GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE	2	gse111151,gse240112	0	0	2	0	all_positive	1.324859825711784	1.324859825711784	2.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.3244919589258846	1.3321834743347687	3.0	LOW_EVIDENCE
go_bp	GOBP_DENDRITIC_SPINE_MAINTENANCE	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.324308965205159	1.275634663718595	2.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.323549783954047	1.2203424504675084	4.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.3232537780711662	1.2691826095706762	2.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3229291344981546	1.395449268024123	4.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3225266099344803	1.2151678186510109	2.0	LOW_EVIDENCE
go_bp	GOBP_RENAL_WATER_HOMEOSTASIS	1	gse111151	0	0	1	0	all_positive	1.322430236780047	1.322430236780047		LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	1	gse111151	0	0	1	0	all_positive	1.3222404695047882	1.3222404695047882		LOW_EVIDENCE
go_bp	GOBP_OSTEOCLAST_DIFFERENTIATION	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3220020395408452	1.319768468538611	6.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	1	gse111151	0	0	1	0	all_positive	1.3213839295450047	1.3213839295450047		LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_CATABOLIC_PROCESS	2	gse111151,gse240112	0	0	2	0	all_positive	1.320924712528418	1.320924712528418	2.0	LOW_EVIDENCE
go_bp	GOBP_TRACHEA_DEVELOPMENT	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.3207708413482957	1.3679263203637069	2.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3200341637747717	1.3643729537096536	5.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.3194218511576867	1.2254257388987237	2.0	LOW_EVIDENCE
go_bp	GOBP_TROPHECTODERMAL_CELL_DIFFERENTIATION	2	gse111151,gse240112	0	1	2	0	all_positive	1.3189236412556822	1.3189236412556822	1.0	LOW_EVIDENCE
go_bp	GOBP_ESTABLISHMENT_OF_TISSUE_POLARITY	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.31842307331094	1.3631688034271843	2.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.3178646182249532	1.277484220620772	3.0	LOW_EVIDENCE
go_bp	GOBP_FILOPODIUM_ASSEMBLY	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3173378134923173	1.3366828365668422	2.0	LOW_EVIDENCE
go_bp	GOBP_OSTEOBLAST_PROLIFERATION	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.3164107991826068	1.1932076777302985	4.0	LOW_EVIDENCE
reactome	REACTOME_SIGNALING_BY_PTK6	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3161480536310508	1.3340249624637759	5.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3161019390819115	1.3736502948053466	1.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	1	gse111151	0	0	1	0	all_positive	1.314830388826632	1.314830388826632		LOW_EVIDENCE
reactome	REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3148200937588308	1.3979405845536694	5.0	LOW_EVIDENCE
reactome	REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.314676616601979	1.2444567723683024	2.0	LOW_EVIDENCE
go_bp	GOBP_GENITALIA_DEVELOPMENT	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.3123117540863196	1.233108770821315	1.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.3118996275615953	1.1495077936690221	2.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3112878913160904	1.3417777960241921	6.0	LOW_EVIDENCE
go_bp	GOBP_RESPONSE_TO_ANGIOTENSIN	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.3112576733181378	1.3458225756391082	2.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.310210512327037	1.2509579106408903	5.0	LOW_EVIDENCE
go_bp	GOBP_PROTEIN_AUTOPROCESSING	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3101374387914508	1.3719553787869712	1.0	LOW_EVIDENCE
go_bp	GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.30888579678375	1.3098348759791854	5.0	LOW_EVIDENCE
reactome	REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.3085361084131646	1.227081975822613	4.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_JNK_CASCADE	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3082335558675109	1.251302428252213	8.0	LOW_EVIDENCE
go_bp	GOBP_PROTEIN_DESTABILIZATION	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3071229176588124	1.327033586356472	2.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	2	gse111151,gse240112	0	0	2	0	all_positive	1.3068962455350897	1.3068962455350897	6.0	LOW_EVIDENCE
go_bp	GOBP_POTASSIUM_ION_HOMEOSTASIS	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.306162636006347	1.3419850409972132	2.0	LOW_EVIDENCE
reactome	REACTOME_SPECIFICATION_OF_THE_NEURAL_PLATE_BORDER	1	gse111151	0	0	1	0	all_positive	1.3052973772332137	1.3052973772332137		LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3050812882032048	1.311810379416709	4.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.301909951069628	1.3447901008112806	5.0	LOW_EVIDENCE
go_bp	GOBP_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE	1	gse240112	0	0	1	0	all_positive	1.301389865945331	1.301389865945331		LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_MEMBRANE_LIPID_METABOLIC_PROCESS	2	gse111151,gse240112	0	0	2	0	all_positive	1.301158179521569	1.301158179521569	2.0	LOW_EVIDENCE
go_bp	GOBP_SULFATION	1	gse111151	0	0	1	0	all_positive	1.3010338530206402	1.3010338530206402		LOW_EVIDENCE
reactome	REACTOME_RHOQ_GTPASE_CYCLE	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.300584026452258	1.2078977513461213	3.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.3004639818853918	1.1864739626395435	4.0	LOW_EVIDENCE
go_bp	GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DEVELOPMENT	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.3003029987702337	1.3309825880325759	2.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT	2	gse111151,gse240112	0	0	2	0	all_positive	1.3001417943333844	1.3001417943333844	1.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.2992495651224407	1.3107759937898305	2.0	LOW_EVIDENCE
go_bp	GOBP_SPHINGOMYELIN_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.2982385767089055	1.2326881815356534	4.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_KIDNEY_DEVELOPMENT	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.297736318152484	1.3279233020025045	2.0	LOW_EVIDENCE
go_bp	GOBP_RESPONSE_TO_PEPTIDE	2	gse111151,gse240112	0	0	2	0	all_positive	1.297621480249479	1.297621480249479	2.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.2957079885872822	1.3018553674258668	2.0	LOW_EVIDENCE
go_bp	GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.2950015871939484	1.248618013093816	4.0	LOW_EVIDENCE
go_bp	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.294322965562963	1.1775271580655204	5.0	LOW_EVIDENCE
go_bp	GOBP_APOPTOTIC_DNA_FRAGMENTATION	2	gse111151,gse118713	0	0	2	0	all_positive	1.2942549906101117	1.2942549906101117	1.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION	2	gse111151,gse240112	0	0	2	0	all_positive	1.2939327814762374	1.2939327814762374	4.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.2935662408908752	1.2461568227892188	3.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.2935110610751566	1.2351130615022952	1.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.29320959458271	1.166297588312171	0.0	LOW_EVIDENCE
go_bp	GOBP_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.2924112443771754	1.3299018988305047	6.0	LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.2916168424881391	1.3226531412272644	6.0	LOW_EVIDENCE
go_bp	GOBP_CYTOKINE_PRODUCTION	1	gse118713	0	1	1	0	all_positive	1.2910156459747857	1.2910156459747857		LOW_EVIDENCE
go_bp	GOBP_POSITIVE_REGULATION_OF_VACUOLE_ORGANIZATION	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.289483883998802	1.1236951127394892	0.0	LOW_EVIDENCE
go_bp	GOBP_STORE_OPERATED_CALCIUM_ENTRY	2	gse111151,gse240112	0	0	2	0	all_positive	1.2893905525973635	1.2893905525973635	1.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.2888011768967156	1.276491681720277	3.0	LOW_EVIDENCE
hallmark	HALLMARK_NOTCH_SIGNALING	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.2867240110378106	1.2950676779749541	2.0	LOW_EVIDENCE
reactome	REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.2862376236001172	1.3383375561499544	1.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_GLIAL_CELL_MIGRATION	1	gse111151	0	0	1	0	all_positive	1.286062925226383	1.286062925226383		LOW_EVIDENCE
reactome	REACTOME_SIGNALING_BY_NOTCH1	3	gse111151,gse118713,gse240112	0	0	3	0	all_positive	1.2857504037512495	1.2123469789979817	8.0	LOW_EVIDENCE
go_bp	GOBP_SEQUESTERING_OF_CALCIUM_ION	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.2852820690997189	1.3242770646699356	6.0	LOW_EVIDENCE
go_bp	GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.28355805484605	1.3077343655786955	6.0	LOW_EVIDENCE
reactome	REACTOME_ERK_MAPK_TARGETS	3	gse111151,gse118713,gse240112	0	1	3	0	all_positive	1.28180874262737	1.3113194264199028	1.0	LOW_EVIDENCE
go_bp	GOBP_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION	1	gse240112	0	0	1	0	all_positive	1.2809878031262267	1.2809878031262267		LOW_EVIDENCE
go_bp	GOBP_TERPENOID_BIOSYNTHETIC_PROCESS	1	gse111151	0	0	1	0	all_positive	1.2757260075317869	1.2757260075317869		LOW_EVIDENCE
