sample_id_1	sample_id_2	correlation
Tumor_03_Tamoxifen	Tumor_09_Tamoxifen	0.9469673654177093
Tumor_04_Control	Tumor_09_Tamoxifen	0.908019403003459
Tumor_04_Tamoxifen	Tumor_09_Tamoxifen	0.8896204557869594
Tumor_05_Control	Tumor_09_Tamoxifen	0.9309476985457056
Tumor_05_Tamoxifen	Tumor_09_Tamoxifen	0.9243745885991269
Tumor_06_Control	Tumor_09_Tamoxifen	0.9469137235799475
Tumor_06_Tamoxifen	Tumor_09_Tamoxifen	0.946097587735942
Tumor_07_Control	Tumor_09_Tamoxifen	0.9381608141064525
Tumor_07_Tamoxifen	Tumor_09_Tamoxifen	0.9412129610157535
Tumor_08_Control	Tumor_09_Tamoxifen	0.9327722289194634
Tumor_08_Tamoxifen	Tumor_09_Tamoxifen	0.933839238615002
Tumor_09_Control	Tumor_09_Tamoxifen	0.9670075528408366
Tumor_09_Tamoxifen	Tumor_09_Tamoxifen	1.0
Tumor_10_Control	Tumor_09_Tamoxifen	0.9256174548834175
Tumor_10_Tamoxifen	Tumor_09_Tamoxifen	0.9206193035966684
Tumor_01_Control	Tumor_10_Control	0.9201815188125321
Tumor_01_Tamoxifen	Tumor_10_Control	0.9226066070571255
Tumor_02_Control	Tumor_10_Control	0.9152394867830954
Tumor_02_Tamoxifen	Tumor_10_Control	0.9124907019591498
Tumor_03_Control	Tumor_10_Control	0.9270005048935868
Tumor_03_Tamoxifen	Tumor_10_Control	0.9225845606155302
Tumor_04_Control	Tumor_10_Control	0.9017578407109262
Tumor_04_Tamoxifen	Tumor_10_Control	0.8956539042938974
Tumor_05_Control	Tumor_10_Control	0.9244196343903954
Tumor_05_Tamoxifen	Tumor_10_Control	0.9252308567915106
Tumor_06_Control	Tumor_10_Control	0.9249511123471934
Tumor_06_Tamoxifen	Tumor_10_Control	0.9287375272166526
Tumor_07_Control	Tumor_10_Control	0.9117351925385944
Tumor_07_Tamoxifen	Tumor_10_Control	0.9087074600656411
Tumor_08_Control	Tumor_10_Control	0.9133952664685981
Tumor_08_Tamoxifen	Tumor_10_Control	0.9086530722810618
Tumor_09_Control	Tumor_10_Control	0.92296039008047
Tumor_09_Tamoxifen	Tumor_10_Control	0.9256174548834175
Tumor_10_Control	Tumor_10_Control	1.0
Tumor_10_Tamoxifen	Tumor_10_Control	0.9400503590108525
Tumor_01_Control	Tumor_10_Tamoxifen	0.9130448352444348
Tumor_01_Tamoxifen	Tumor_10_Tamoxifen	0.9148295722575566
Tumor_02_Control	Tumor_10_Tamoxifen	0.9133073968075128
Tumor_02_Tamoxifen	Tumor_10_Tamoxifen	0.9107089453328993
Tumor_03_Control	Tumor_10_Tamoxifen	0.9234716219367143
Tumor_03_Tamoxifen	Tumor_10_Tamoxifen	0.9201114298334803
Tumor_04_Control	Tumor_10_Tamoxifen	0.9068902144272372
