sample_id	cnv_score_threshold	correlation_threshold	n_cells	malignant_count	malignant_fraction
Tumor_01_Control	0.0	0.2	3334	3185	0.9553089382123575
Tumor_01_Control	0.0	0.225	3334	3097	0.9289142171565686
Tumor_01_Control	0.0	0.25	3334	2958	0.8872225554889022
Tumor_01_Control	0.0	0.275	3334	2762	0.8284343131373725
Tumor_01_Control	0.0	0.30000000000000004	3334	2478	0.743251349730054
Tumor_01_Control	0.0	0.325	3334	2119	0.6355728854229155
Tumor_01_Control	0.0	0.35000000000000003	3334	1717	0.5149970005998801
Tumor_01_Control	0.0	0.375	3334	1270	0.3809238152369526
Tumor_01_Control	0.0	0.4	3334	851	0.255248950209958
Tumor_01_Control	0.005	0.2	3334	118	0.03539292141571686
Tumor_01_Control	0.005	0.225	3334	117	0.035092981403719255
Tumor_01_Control	0.005	0.25	3334	117	0.035092981403719255
Tumor_01_Control	0.005	0.275	3334	117	0.035092981403719255
Tumor_01_Control	0.005	0.30000000000000004	3334	115	0.034493101379724056
Tumor_01_Control	0.005	0.325	3334	114	0.03419316136772645
Tumor_01_Control	0.005	0.35000000000000003	3334	113	0.03389322135572886
Tumor_01_Control	0.005	0.375	3334	110	0.032993401319736056
Tumor_01_Control	0.005	0.4	3334	104	0.03119376124775045
Tumor_01_Control	0.01	0.2	3334	1	0.00029994001199760045
Tumor_01_Control	0.01	0.225	3334	1	0.00029994001199760045
Tumor_01_Control	0.01	0.25	3334	1	0.00029994001199760045
Tumor_01_Control	0.01	0.275	3334	1	0.00029994001199760045
Tumor_01_Control	0.01	0.30000000000000004	3334	1	0.00029994001199760045
Tumor_01_Control	0.01	0.325	3334	1	0.00029994001199760045
Tumor_01_Control	0.01	0.35000000000000003	3334	1	0.00029994001199760045
Tumor_01_Control	0.01	0.375	3334	1	0.00029994001199760045
Tumor_01_Control	0.01	0.4	3334	1	0.00029994001199760045
Tumor_01_Control	0.015	0.2	3334	0	0.0
Tumor_01_Control	0.015	0.225	3334	0	0.0
Tumor_01_Control	0.015	0.25	3334	0	0.0
Tumor_01_Control	0.015	0.275	3334	0	0.0
Tumor_01_Control	0.015	0.30000000000000004	3334	0	0.0
Tumor_01_Control	0.015	0.325	3334	0	0.0
Tumor_01_Control	0.015	0.35000000000000003	3334	0	0.0
Tumor_01_Control	0.015	0.375	3334	0	0.0
Tumor_01_Control	0.015	0.4	3334	0	0.0
Tumor_01_Control	0.02	0.2	3334	0	0.0
Tumor_01_Control	0.02	0.225	3334	0	0.0
Tumor_01_Control	0.02	0.25	3334	0	0.0
Tumor_01_Control	0.02	0.275	3334	0	0.0
Tumor_01_Control	0.02	0.30000000000000004	3334	0	0.0
Tumor_01_Control	0.02	0.325	3334	0	0.0
Tumor_01_Control	0.02	0.35000000000000003	3334	0	0.0
Tumor_01_Control	0.02	0.375	3334	0	0.0
Tumor_01_Control	0.02	0.4	3334	0	0.0
Tumor_01_Control	0.025	0.2	3334	0	0.0
Tumor_01_Control	0.025	0.225	3334	0	0.0
Tumor_01_Control	0.025	0.25	3334	0	0.0
Tumor_01_Control	0.025	0.275	3334	0	0.0
Tumor_01_Control	0.025	0.30000000000000004	3334	0	0.0
Tumor_01_Control	0.025	0.325	3334	0	0.0
Tumor_01_Control	0.025	0.35000000000000003	3334	0	0.0
Tumor_01_Control	0.025	0.375	3334	0	0.0
Tumor_01_Control	0.025	0.4	3334	0	0.0
Tumor_01_Control	0.03	0.2	3334	0	0.0
Tumor_01_Control	0.03	0.225	3334	0	0.0
Tumor_01_Control	0.03	0.25	3334	0	0.0
Tumor_01_Control	0.03	0.275	3334	0	0.0
Tumor_01_Control	0.03	0.30000000000000004	3334	0	0.0
Tumor_01_Control	0.03	0.325	3334	0	0.0
Tumor_01_Control	0.03	0.35000000000000003	3334	0	0.0
Tumor_01_Control	0.03	0.375	3334	0	0.0
Tumor_01_Control	0.03	0.4	3334	0	0.0
Tumor_01_Control	0.035	0.2	3334	0	0.0
Tumor_01_Control	0.035	0.225	3334	0	0.0
Tumor_01_Control	0.035	0.25	3334	0	0.0
Tumor_01_Control	0.035	0.275	3334	0	0.0
Tumor_01_Control	0.035	0.30000000000000004	3334	0	0.0
Tumor_01_Control	0.035	0.325	3334	0	0.0
Tumor_01_Control	0.035	0.35000000000000003	3334	0	0.0
Tumor_01_Control	0.035	0.375	3334	0	0.0
Tumor_01_Control	0.035	0.4	3334	0	0.0
Tumor_01_Control	0.04	0.2	3334	0	0.0
Tumor_01_Control	0.04	0.225	3334	0	0.0
Tumor_01_Control	0.04	0.25	3334	0	0.0
Tumor_01_Control	0.04	0.275	3334	0	0.0
Tumor_01_Control	0.04	0.30000000000000004	3334	0	0.0
Tumor_01_Control	0.04	0.325	3334	0	0.0
Tumor_01_Control	0.04	0.35000000000000003	3334	0	0.0
Tumor_01_Control	0.04	0.375	3334	0	0.0
Tumor_01_Control	0.04	0.4	3334	0	0.0
Tumor_01_Control	0.045	0.2	3334	0	0.0
Tumor_01_Control	0.045	0.225	3334	0	0.0
Tumor_01_Control	0.045	0.25	3334	0	0.0
Tumor_01_Control	0.045	0.275	3334	0	0.0
Tumor_01_Control	0.045	0.30000000000000004	3334	0	0.0
Tumor_01_Control	0.045	0.325	3334	0	0.0
Tumor_01_Control	0.045	0.35000000000000003	3334	0	0.0
Tumor_01_Control	0.045	0.375	3334	0	0.0
Tumor_01_Control	0.045	0.4	3334	0	0.0
Tumor_01_Control	0.05	0.2	3334	0	0.0
Tumor_01_Control	0.05	0.225	3334	0	0.0
Tumor_01_Control	0.05	0.25	3334	0	0.0
Tumor_01_Control	0.05	0.275	3334	0	0.0
Tumor_01_Control	0.05	0.30000000000000004	3334	0	0.0
Tumor_01_Control	0.05	0.325	3334	0	0.0
Tumor_01_Control	0.05	0.35000000000000003	3334	0	0.0
Tumor_01_Control	0.05	0.375	3334	0	0.0
Tumor_01_Control	0.05	0.4	3334	0	0.0
Tumor_01_Tamoxifen	0.0	0.2	2774	2705	0.975126171593367
Tumor_01_Tamoxifen	0.0	0.225	2774	2675	0.964311463590483
Tumor_01_Tamoxifen	0.0	0.25	2774	2621	0.944844989185292
Tumor_01_Tamoxifen	0.0	0.275	2774	2542	0.916366258111031
Tumor_01_Tamoxifen	0.0	0.30000000000000004	2774	2399	0.864816149963951
Tumor_01_Tamoxifen	0.0	0.325	2774	2194	0.7909156452775775
Tumor_01_Tamoxifen	0.0	0.35000000000000003	2774	1926	0.6943042537851478
Tumor_01_Tamoxifen	0.0	0.375	2774	1533	0.5526315789473685
Tumor_01_Tamoxifen	0.0	0.4	2774	1127	0.4062725306416727
Tumor_01_Tamoxifen	0.005	0.2	2774	293	0.10562364816149963
Tumor_01_Tamoxifen	0.005	0.225	2774	291	0.10490266762797404
Tumor_01_Tamoxifen	0.005	0.25	2774	289	0.10418168709444844
Tumor_01_Tamoxifen	0.005	0.275	2774	286	0.10310021629416005
Tumor_01_Tamoxifen	0.005	0.30000000000000004	2774	284	0.10237923576063446
Tumor_01_Tamoxifen	0.005	0.325	2774	276	0.09949531362653208
Tumor_01_Tamoxifen	0.005	0.35000000000000003	2774	269	0.0969718817591925
Tumor_01_Tamoxifen	0.005	0.375	2774	258	0.09300648882480173
Tumor_01_Tamoxifen	0.005	0.4	2774	235	0.08471521268925739
Tumor_01_Tamoxifen	0.01	0.2	2774	2	0.0007209805335255948
Tumor_01_Tamoxifen	0.01	0.225	2774	2	0.0007209805335255948
Tumor_01_Tamoxifen	0.01	0.25	2774	2	0.0007209805335255948
Tumor_01_Tamoxifen	0.01	0.275	2774	2	0.0007209805335255948
Tumor_01_Tamoxifen	0.01	0.30000000000000004	2774	2	0.0007209805335255948
Tumor_01_Tamoxifen	0.01	0.325	2774	2	0.0007209805335255948
Tumor_01_Tamoxifen	0.01	0.35000000000000003	2774	2	0.0007209805335255948
Tumor_01_Tamoxifen	0.01	0.375	2774	2	0.0007209805335255948
Tumor_01_Tamoxifen	0.01	0.4	2774	2	0.0007209805335255948
Tumor_01_Tamoxifen	0.015	0.2	2774	0	0.0
Tumor_01_Tamoxifen	0.015	0.225	2774	0	0.0
Tumor_01_Tamoxifen	0.015	0.25	2774	0	0.0
Tumor_01_Tamoxifen	0.015	0.275	2774	0	0.0
Tumor_01_Tamoxifen	0.015	0.30000000000000004	2774	0	0.0
Tumor_01_Tamoxifen	0.015	0.325	2774	0	0.0
Tumor_01_Tamoxifen	0.015	0.35000000000000003	2774	0	0.0
Tumor_01_Tamoxifen	0.015	0.375	2774	0	0.0
Tumor_01_Tamoxifen	0.015	0.4	2774	0	0.0
Tumor_01_Tamoxifen	0.02	0.2	2774	0	0.0
Tumor_01_Tamoxifen	0.02	0.225	2774	0	0.0
Tumor_01_Tamoxifen	0.02	0.25	2774	0	0.0
Tumor_01_Tamoxifen	0.02	0.275	2774	0	0.0
Tumor_01_Tamoxifen	0.02	0.30000000000000004	2774	0	0.0
Tumor_01_Tamoxifen	0.02	0.325	2774	0	0.0
Tumor_01_Tamoxifen	0.02	0.35000000000000003	2774	0	0.0
Tumor_01_Tamoxifen	0.02	0.375	2774	0	0.0
Tumor_01_Tamoxifen	0.02	0.4	2774	0	0.0
Tumor_01_Tamoxifen	0.025	0.2	2774	0	0.0
Tumor_01_Tamoxifen	0.025	0.225	2774	0	0.0
Tumor_01_Tamoxifen	0.025	0.25	2774	0	0.0
Tumor_01_Tamoxifen	0.025	0.275	2774	0	0.0
Tumor_01_Tamoxifen	0.025	0.30000000000000004	2774	0	0.0
Tumor_01_Tamoxifen	0.025	0.325	2774	0	0.0
Tumor_01_Tamoxifen	0.025	0.35000000000000003	2774	0	0.0
Tumor_01_Tamoxifen	0.025	0.375	2774	0	0.0
Tumor_01_Tamoxifen	0.025	0.4	2774	0	0.0
Tumor_01_Tamoxifen	0.03	0.2	2774	0	0.0
Tumor_01_Tamoxifen	0.03	0.225	2774	0	0.0
Tumor_01_Tamoxifen	0.03	0.25	2774	0	0.0
Tumor_01_Tamoxifen	0.03	0.275	2774	0	0.0
Tumor_01_Tamoxifen	0.03	0.30000000000000004	2774	0	0.0
Tumor_01_Tamoxifen	0.03	0.325	2774	0	0.0
Tumor_01_Tamoxifen	0.03	0.35000000000000003	2774	0	0.0
Tumor_01_Tamoxifen	0.03	0.375	2774	0	0.0
Tumor_01_Tamoxifen	0.03	0.4	2774	0	0.0
Tumor_01_Tamoxifen	0.035	0.2	2774	0	0.0
Tumor_01_Tamoxifen	0.035	0.225	2774	0	0.0
Tumor_01_Tamoxifen	0.035	0.25	2774	0	0.0
Tumor_01_Tamoxifen	0.035	0.275	2774	0	0.0
Tumor_01_Tamoxifen	0.035	0.30000000000000004	2774	0	0.0
Tumor_01_Tamoxifen	0.035	0.325	2774	0	0.0
Tumor_01_Tamoxifen	0.035	0.35000000000000003	2774	0	0.0
Tumor_01_Tamoxifen	0.035	0.375	2774	0	0.0
Tumor_01_Tamoxifen	0.035	0.4	2774	0	0.0
Tumor_01_Tamoxifen	0.04	0.2	2774	0	0.0
Tumor_01_Tamoxifen	0.04	0.225	2774	0	0.0
Tumor_01_Tamoxifen	0.04	0.25	2774	0	0.0
Tumor_01_Tamoxifen	0.04	0.275	2774	0	0.0
Tumor_01_Tamoxifen	0.04	0.30000000000000004	2774	0	0.0
Tumor_01_Tamoxifen	0.04	0.325	2774	0	0.0
Tumor_01_Tamoxifen	0.04	0.35000000000000003	2774	0	0.0
Tumor_01_Tamoxifen	0.04	0.375	2774	0	0.0
Tumor_01_Tamoxifen	0.04	0.4	2774	0	0.0
Tumor_01_Tamoxifen	0.045	0.2	2774	0	0.0
Tumor_01_Tamoxifen	0.045	0.225	2774	0	0.0
Tumor_01_Tamoxifen	0.045	0.25	2774	0	0.0
Tumor_01_Tamoxifen	0.045	0.275	2774	0	0.0
Tumor_01_Tamoxifen	0.045	0.30000000000000004	2774	0	0.0
Tumor_01_Tamoxifen	0.045	0.325	2774	0	0.0
Tumor_01_Tamoxifen	0.045	0.35000000000000003	2774	0	0.0
Tumor_01_Tamoxifen	0.045	0.375	2774	0	0.0
Tumor_01_Tamoxifen	0.045	0.4	2774	0	0.0
Tumor_01_Tamoxifen	0.05	0.2	2774	0	0.0
Tumor_01_Tamoxifen	0.05	0.225	2774	0	0.0
Tumor_01_Tamoxifen	0.05	0.25	2774	0	0.0
Tumor_01_Tamoxifen	0.05	0.275	2774	0	0.0
Tumor_01_Tamoxifen	0.05	0.30000000000000004	2774	0	0.0
Tumor_01_Tamoxifen	0.05	0.325	2774	0	0.0
Tumor_01_Tamoxifen	0.05	0.35000000000000003	2774	0	0.0
Tumor_01_Tamoxifen	0.05	0.375	2774	0	0.0
Tumor_01_Tamoxifen	0.05	0.4	2774	0	0.0
Tumor_02_Control	0.0	0.2	355	249	0.7014084507042253
Tumor_02_Control	0.0	0.225	355	224	0.6309859154929578
Tumor_02_Control	0.0	0.25	355	206	0.5802816901408451
Tumor_02_Control	0.0	0.275	355	186	0.523943661971831
Tumor_02_Control	0.0	0.30000000000000004	355	178	0.5014084507042254
Tumor_02_Control	0.0	0.325	355	173	0.48732394366197185
Tumor_02_Control	0.0	0.35000000000000003	355	170	0.4788732394366197
Tumor_02_Control	0.0	0.375	355	169	0.476056338028169
Tumor_02_Control	0.0	0.4	355	165	0.4647887323943662
Tumor_02_Control	0.005	0.2	355	171	0.48169014084507045
Tumor_02_Control	0.005	0.225	355	170	0.4788732394366197
Tumor_02_Control	0.005	0.25	355	170	0.4788732394366197
Tumor_02_Control	0.005	0.275	355	169	0.476056338028169
Tumor_02_Control	0.005	0.30000000000000004	355	169	0.476056338028169
Tumor_02_Control	0.005	0.325	355	168	0.4732394366197183
Tumor_02_Control	0.005	0.35000000000000003	355	166	0.4676056338028169
Tumor_02_Control	0.005	0.375	355	165	0.4647887323943662
Tumor_02_Control	0.005	0.4	355	162	0.4563380281690141
Tumor_02_Control	0.01	0.2	355	134	0.37746478873239436
Tumor_02_Control	0.01	0.225	355	134	0.37746478873239436
Tumor_02_Control	0.01	0.25	355	134	0.37746478873239436
Tumor_02_Control	0.01	0.275	355	134	0.37746478873239436
Tumor_02_Control	0.01	0.30000000000000004	355	134	0.37746478873239436
Tumor_02_Control	0.01	0.325	355	134	0.37746478873239436
Tumor_02_Control	0.01	0.35000000000000003	355	134	0.37746478873239436
Tumor_02_Control	0.01	0.375	355	134	0.37746478873239436
Tumor_02_Control	0.01	0.4	355	134	0.37746478873239436
Tumor_02_Control	0.015	0.2	355	83	0.23380281690140844
Tumor_02_Control	0.015	0.225	355	83	0.23380281690140844
Tumor_02_Control	0.015	0.25	355	83	0.23380281690140844
Tumor_02_Control	0.015	0.275	355	83	0.23380281690140844
Tumor_02_Control	0.015	0.30000000000000004	355	83	0.23380281690140844
Tumor_02_Control	0.015	0.325	355	83	0.23380281690140844
Tumor_02_Control	0.015	0.35000000000000003	355	83	0.23380281690140844
Tumor_02_Control	0.015	0.375	355	83	0.23380281690140844
Tumor_02_Control	0.015	0.4	355	83	0.23380281690140844
Tumor_02_Control	0.02	0.2	355	13	0.036619718309859155
Tumor_02_Control	0.02	0.225	355	13	0.036619718309859155
Tumor_02_Control	0.02	0.25	355	13	0.036619718309859155
Tumor_02_Control	0.02	0.275	355	13	0.036619718309859155
Tumor_02_Control	0.02	0.30000000000000004	355	13	0.036619718309859155
Tumor_02_Control	0.02	0.325	355	13	0.036619718309859155
Tumor_02_Control	0.02	0.35000000000000003	355	13	0.036619718309859155
Tumor_02_Control	0.02	0.375	355	13	0.036619718309859155
Tumor_02_Control	0.02	0.4	355	13	0.036619718309859155
Tumor_02_Control	0.025	0.2	355	1	0.0028169014084507044
Tumor_02_Control	0.025	0.225	355	1	0.0028169014084507044
Tumor_02_Control	0.025	0.25	355	1	0.0028169014084507044
Tumor_02_Control	0.025	0.275	355	1	0.0028169014084507044
Tumor_02_Control	0.025	0.30000000000000004	355	1	0.0028169014084507044
Tumor_02_Control	0.025	0.325	355	1	0.0028169014084507044
Tumor_02_Control	0.025	0.35000000000000003	355	1	0.0028169014084507044
Tumor_02_Control	0.025	0.375	355	1	0.0028169014084507044
Tumor_02_Control	0.025	0.4	355	1	0.0028169014084507044
Tumor_02_Control	0.03	0.2	355	0	0.0
Tumor_02_Control	0.03	0.225	355	0	0.0
Tumor_02_Control	0.03	0.25	355	0	0.0
Tumor_02_Control	0.03	0.275	355	0	0.0
Tumor_02_Control	0.03	0.30000000000000004	355	0	0.0
Tumor_02_Control	0.03	0.325	355	0	0.0
Tumor_02_Control	0.03	0.35000000000000003	355	0	0.0
Tumor_02_Control	0.03	0.375	355	0	0.0
Tumor_02_Control	0.03	0.4	355	0	0.0
Tumor_02_Control	0.035	0.2	355	0	0.0
Tumor_02_Control	0.035	0.225	355	0	0.0
Tumor_02_Control	0.035	0.25	355	0	0.0
Tumor_02_Control	0.035	0.275	355	0	0.0
Tumor_02_Control	0.035	0.30000000000000004	355	0	0.0
Tumor_02_Control	0.035	0.325	355	0	0.0
Tumor_02_Control	0.035	0.35000000000000003	355	0	0.0
Tumor_02_Control	0.035	0.375	355	0	0.0
Tumor_02_Control	0.035	0.4	355	0	0.0
Tumor_02_Control	0.04	0.2	355	0	0.0
Tumor_02_Control	0.04	0.225	355	0	0.0
Tumor_02_Control	0.04	0.25	355	0	0.0
Tumor_02_Control	0.04	0.275	355	0	0.0
Tumor_02_Control	0.04	0.30000000000000004	355	0	0.0
Tumor_02_Control	0.04	0.325	355	0	0.0
Tumor_02_Control	0.04	0.35000000000000003	355	0	0.0
Tumor_02_Control	0.04	0.375	355	0	0.0
Tumor_02_Control	0.04	0.4	355	0	0.0
Tumor_02_Control	0.045	0.2	355	0	0.0
Tumor_02_Control	0.045	0.225	355	0	0.0
Tumor_02_Control	0.045	0.25	355	0	0.0
Tumor_02_Control	0.045	0.275	355	0	0.0
Tumor_02_Control	0.045	0.30000000000000004	355	0	0.0
Tumor_02_Control	0.045	0.325	355	0	0.0
Tumor_02_Control	0.045	0.35000000000000003	355	0	0.0
Tumor_02_Control	0.045	0.375	355	0	0.0
Tumor_02_Control	0.045	0.4	355	0	0.0
Tumor_02_Control	0.05	0.2	355	0	0.0
Tumor_02_Control	0.05	0.225	355	0	0.0
Tumor_02_Control	0.05	0.25	355	0	0.0
Tumor_02_Control	0.05	0.275	355	0	0.0
Tumor_02_Control	0.05	0.30000000000000004	355	0	0.0
Tumor_02_Control	0.05	0.325	355	0	0.0
Tumor_02_Control	0.05	0.35000000000000003	355	0	0.0
Tumor_02_Control	0.05	0.375	355	0	0.0
Tumor_02_Control	0.05	0.4	355	0	0.0
Tumor_02_Tamoxifen	0.0	0.2	325	248	0.7630769230769231
Tumor_02_Tamoxifen	0.0	0.225	325	237	0.7292307692307692
Tumor_02_Tamoxifen	0.0	0.25	325	228	0.7015384615384616
Tumor_02_Tamoxifen	0.0	0.275	325	222	0.683076923076923
Tumor_02_Tamoxifen	0.0	0.30000000000000004	325	214	0.6584615384615384
Tumor_02_Tamoxifen	0.0	0.325	325	210	0.6461538461538462
Tumor_02_Tamoxifen	0.0	0.35000000000000003	325	208	0.64
Tumor_02_Tamoxifen	0.0	0.375	325	204	0.6276923076923077
Tumor_02_Tamoxifen	0.0	0.4	325	200	0.6153846153846154
Tumor_02_Tamoxifen	0.005	0.2	325	212	0.6523076923076923
Tumor_02_Tamoxifen	0.005	0.225	325	211	0.6492307692307693
Tumor_02_Tamoxifen	0.005	0.25	325	209	0.6430769230769231
Tumor_02_Tamoxifen	0.005	0.275	325	209	0.6430769230769231
Tumor_02_Tamoxifen	0.005	0.30000000000000004	325	208	0.64
Tumor_02_Tamoxifen	0.005	0.325	325	207	0.6369230769230769
Tumor_02_Tamoxifen	0.005	0.35000000000000003	325	206	0.6338461538461538
Tumor_02_Tamoxifen	0.005	0.375	325	203	0.6246153846153846
Tumor_02_Tamoxifen	0.005	0.4	325	199	0.6123076923076923
Tumor_02_Tamoxifen	0.01	0.2	325	186	0.5723076923076923
Tumor_02_Tamoxifen	0.01	0.225	325	186	0.5723076923076923
Tumor_02_Tamoxifen	0.01	0.25	325	186	0.5723076923076923
Tumor_02_Tamoxifen	0.01	0.275	325	186	0.5723076923076923
Tumor_02_Tamoxifen	0.01	0.30000000000000004	325	186	0.5723076923076923
Tumor_02_Tamoxifen	0.01	0.325	325	186	0.5723076923076923
Tumor_02_Tamoxifen	0.01	0.35000000000000003	325	186	0.5723076923076923
Tumor_02_Tamoxifen	0.01	0.375	325	185	0.5692307692307692
Tumor_02_Tamoxifen	0.01	0.4	325	183	0.563076923076923
Tumor_02_Tamoxifen	0.015	0.2	325	130	0.4
Tumor_02_Tamoxifen	0.015	0.225	325	130	0.4
Tumor_02_Tamoxifen	0.015	0.25	325	130	0.4
Tumor_02_Tamoxifen	0.015	0.275	325	130	0.4
Tumor_02_Tamoxifen	0.015	0.30000000000000004	325	130	0.4
Tumor_02_Tamoxifen	0.015	0.325	325	130	0.4
Tumor_02_Tamoxifen	0.015	0.35000000000000003	325	130	0.4
Tumor_02_Tamoxifen	0.015	0.375	325	129	0.39692307692307693
Tumor_02_Tamoxifen	0.015	0.4	325	129	0.39692307692307693
Tumor_02_Tamoxifen	0.02	0.2	325	76	0.23384615384615384
Tumor_02_Tamoxifen	0.02	0.225	325	76	0.23384615384615384
Tumor_02_Tamoxifen	0.02	0.25	325	76	0.23384615384615384
Tumor_02_Tamoxifen	0.02	0.275	325	76	0.23384615384615384
Tumor_02_Tamoxifen	0.02	0.30000000000000004	325	76	0.23384615384615384
Tumor_02_Tamoxifen	0.02	0.325	325	76	0.23384615384615384
Tumor_02_Tamoxifen	0.02	0.35000000000000003	325	76	0.23384615384615384
Tumor_02_Tamoxifen	0.02	0.375	325	76	0.23384615384615384
Tumor_02_Tamoxifen	0.02	0.4	325	76	0.23384615384615384
Tumor_02_Tamoxifen	0.025	0.2	325	28	0.08615384615384615
Tumor_02_Tamoxifen	0.025	0.225	325	28	0.08615384615384615
Tumor_02_Tamoxifen	0.025	0.25	325	28	0.08615384615384615
Tumor_02_Tamoxifen	0.025	0.275	325	28	0.08615384615384615
Tumor_02_Tamoxifen	0.025	0.30000000000000004	325	28	0.08615384615384615
Tumor_02_Tamoxifen	0.025	0.325	325	28	0.08615384615384615
Tumor_02_Tamoxifen	0.025	0.35000000000000003	325	28	0.08615384615384615
Tumor_02_Tamoxifen	0.025	0.375	325	28	0.08615384615384615
Tumor_02_Tamoxifen	0.025	0.4	325	28	0.08615384615384615
Tumor_02_Tamoxifen	0.03	0.2	325	4	0.012307692307692308
Tumor_02_Tamoxifen	0.03	0.225	325	4	0.012307692307692308
Tumor_02_Tamoxifen	0.03	0.25	325	4	0.012307692307692308
Tumor_02_Tamoxifen	0.03	0.275	325	4	0.012307692307692308
Tumor_02_Tamoxifen	0.03	0.30000000000000004	325	4	0.012307692307692308
Tumor_02_Tamoxifen	0.03	0.325	325	4	0.012307692307692308
Tumor_02_Tamoxifen	0.03	0.35000000000000003	325	4	0.012307692307692308
Tumor_02_Tamoxifen	0.03	0.375	325	4	0.012307692307692308
Tumor_02_Tamoxifen	0.03	0.4	325	4	0.012307692307692308
Tumor_02_Tamoxifen	0.035	0.2	325	2	0.006153846153846154
Tumor_02_Tamoxifen	0.035	0.225	325	2	0.006153846153846154
Tumor_02_Tamoxifen	0.035	0.25	325	2	0.006153846153846154
Tumor_02_Tamoxifen	0.035	0.275	325	2	0.006153846153846154
Tumor_02_Tamoxifen	0.035	0.30000000000000004	325	2	0.006153846153846154
Tumor_02_Tamoxifen	0.035	0.325	325	2	0.006153846153846154
Tumor_02_Tamoxifen	0.035	0.35000000000000003	325	2	0.006153846153846154
Tumor_02_Tamoxifen	0.035	0.375	325	2	0.006153846153846154
Tumor_02_Tamoxifen	0.035	0.4	325	2	0.006153846153846154
Tumor_02_Tamoxifen	0.04	0.2	325	1	0.003076923076923077
Tumor_02_Tamoxifen	0.04	0.225	325	1	0.003076923076923077
Tumor_02_Tamoxifen	0.04	0.25	325	1	0.003076923076923077
Tumor_02_Tamoxifen	0.04	0.275	325	1	0.003076923076923077
Tumor_02_Tamoxifen	0.04	0.30000000000000004	325	1	0.003076923076923077
Tumor_02_Tamoxifen	0.04	0.325	325	1	0.003076923076923077
Tumor_02_Tamoxifen	0.04	0.35000000000000003	325	1	0.003076923076923077
Tumor_02_Tamoxifen	0.04	0.375	325	1	0.003076923076923077
Tumor_02_Tamoxifen	0.04	0.4	325	1	0.003076923076923077
Tumor_02_Tamoxifen	0.045	0.2	325	0	0.0
Tumor_02_Tamoxifen	0.045	0.225	325	0	0.0
Tumor_02_Tamoxifen	0.045	0.25	325	0	0.0
Tumor_02_Tamoxifen	0.045	0.275	325	0	0.0
Tumor_02_Tamoxifen	0.045	0.30000000000000004	325	0	0.0
Tumor_02_Tamoxifen	0.045	0.325	325	0	0.0
Tumor_02_Tamoxifen	0.045	0.35000000000000003	325	0	0.0
Tumor_02_Tamoxifen	0.045	0.375	325	0	0.0
Tumor_02_Tamoxifen	0.045	0.4	325	0	0.0
Tumor_02_Tamoxifen	0.05	0.2	325	0	0.0
Tumor_02_Tamoxifen	0.05	0.225	325	0	0.0
Tumor_02_Tamoxifen	0.05	0.25	325	0	0.0
Tumor_02_Tamoxifen	0.05	0.275	325	0	0.0
Tumor_02_Tamoxifen	0.05	0.30000000000000004	325	0	0.0
Tumor_02_Tamoxifen	0.05	0.325	325	0	0.0
Tumor_02_Tamoxifen	0.05	0.35000000000000003	325	0	0.0
Tumor_02_Tamoxifen	0.05	0.375	325	0	0.0
Tumor_02_Tamoxifen	0.05	0.4	325	0	0.0
Tumor_03_Control	0.0	0.2	513	430	0.8382066276803118
Tumor_03_Control	0.0	0.225	513	413	0.8050682261208577
Tumor_03_Control	0.0	0.25	513	392	0.7641325536062378
Tumor_03_Control	0.0	0.275	513	390	0.7602339181286549
Tumor_03_Control	0.0	0.30000000000000004	513	387	0.7543859649122807
Tumor_03_Control	0.0	0.325	513	380	0.7407407407407407
Tumor_03_Control	0.0	0.35000000000000003	513	373	0.7270955165692008
Tumor_03_Control	0.0	0.375	513	370	0.7212475633528265
Tumor_03_Control	0.0	0.4	513	362	0.7056530214424951
Tumor_03_Control	0.005	0.2	513	370	0.7212475633528265
Tumor_03_Control	0.005	0.225	513	369	0.7192982456140351
Tumor_03_Control	0.005	0.25	513	366	0.7134502923976608
Tumor_03_Control	0.005	0.275	513	366	0.7134502923976608
Tumor_03_Control	0.005	0.30000000000000004	513	364	0.7095516569200779
Tumor_03_Control	0.005	0.325	513	360	0.7017543859649122
Tumor_03_Control	0.005	0.35000000000000003	513	357	0.695906432748538
Tumor_03_Control	0.005	0.375	513	356	0.6939571150097466
Tumor_03_Control	0.005	0.4	513	352	0.6861598440545809
Tumor_03_Control	0.01	0.2	513	279	0.543859649122807
Tumor_03_Control	0.01	0.225	513	279	0.543859649122807
Tumor_03_Control	0.01	0.25	513	279	0.543859649122807
Tumor_03_Control	0.01	0.275	513	279	0.543859649122807
Tumor_03_Control	0.01	0.30000000000000004	513	279	0.543859649122807
Tumor_03_Control	0.01	0.325	513	278	0.5419103313840156
Tumor_03_Control	0.01	0.35000000000000003	513	278	0.5419103313840156
Tumor_03_Control	0.01	0.375	513	277	0.5399610136452242
Tumor_03_Control	0.01	0.4	513	274	0.5341130604288499
Tumor_03_Control	0.015	0.2	513	42	0.08187134502923976
Tumor_03_Control	0.015	0.225	513	42	0.08187134502923976
Tumor_03_Control	0.015	0.25	513	42	0.08187134502923976
Tumor_03_Control	0.015	0.275	513	42	0.08187134502923976
Tumor_03_Control	0.015	0.30000000000000004	513	42	0.08187134502923976
Tumor_03_Control	0.015	0.325	513	42	0.08187134502923976
Tumor_03_Control	0.015	0.35000000000000003	513	42	0.08187134502923976
