patient	malignancy_status	condition	gene	n_cells	pseudobulk_raw_umi	pseudobulk_library_size	pseudobulk_normalized_expression	fraction_expressing	mean_normalized_per_cell	median_normalized_per_cell	mean_normalized_positive_cells_only	median_normalized_positive_cells_only
Tumor_06	all_epithelial	Control	CITED2	4533	1694.0	83844283.0	4.406272741724983	0.22942863445841605	0.1326239557398762	0.0	0.5780619147777488	0.53453802086411
Tumor_06	all_epithelial	Tamoxifen	USP34	3422	5082.0	66776124.0	6.26875337583979	0.6759205143191116	0.4944267958226014	0.520696882497374	0.7314865954625775	0.673140450803622
Tumor_06	all_epithelial	Tamoxifen	VEZF1	3422	3627.0	66776124.0	5.789620263438901	0.5479251899473991	0.36023988985947897	0.31489141028123746	0.6574618149862065	0.611332843790136
Tumor_06	all_epithelial	Tamoxifen	EML5	3422	49.0	66776124.0	0.7939335032137208	0.013442431326709527	0.0062178371591626565	0.0	0.46255301649249164	0.43935014114850146
Tumor_06	all_epithelial	Tamoxifen	CITED2	3422	1698.0	66776124.0	4.724009012414133	0.2653419053185272	0.1551925194773957	0.0	0.5848775348586432	0.5228620946596925
Tumor_06	malignant	Control	USP34	9	8.0	115245.0	6.137858585924987	0.4444444444444444	0.429696512040317	0.0	0.9668171520907133	0.898192400735919
Tumor_06	malignant	Control	VEZF1	9	3.0	115245.0	4.756569564580698	0.3333333333333333	0.214681682827478	0.0	0.6440450484824339	0.788282855521318
Tumor_06	malignant	Control	EML5	9	0.0	115245.0	0.0	0.0	0.0	0.0		
Tumor_06	malignant	Control	CITED2	9	3.0	115245.0	4.756569564580698	0.2222222222222222	0.20523889055701788	0.0	0.9235750075065805	0.9235750075065805
Tumor_06	malignant	Tamoxifen	USP34	19	11.0	218152.0	5.684357525503662	0.42105263157894735	0.3286050034288498	0.0	0.7804368831435182	0.7178129059227389
Tumor_06	malignant	Tamoxifen	VEZF1	19	17.0	218152.0	6.302452798104687	0.631578947368421	0.5295999165631946	0.56130313484903	0.838533201225058	0.706995253795766
Tumor_06	malignant	Tamoxifen	EML5	19	0.0	218152.0	0.0	0.0	0.0	0.0		
