gene_symbol	arm	se_variant	n_datasets_in_arm	n_datasets_with_gene	n_datasets_used	datasets_used	datasets_missing_gene	datasets_unusable_se	any_dataset_pseudoreplicated	any_group_confounded_with_biobank	post_freeze_exploratory	exclusion_reason	pooled_effect	pooled_se	ci_low	ci_high	z	p_value	tau2_dl	tau2_pm	q	q_df	q_p	i2	pooled_effect_fixed	pooled_effect_pm	p_value_pm	direction_consistent	stouffer_z_equal	stouffer_p_equal	stouffer_z_units	stouffer_p_units	fdr	fdr_pm	stouffer_fdr_equal	stouffer_fdr_units
USP17L29	all3	wald	3	0	0		gse111151,gse118713,gse240112		False	False	True	not tested in gse111151,gse118713,gse240112																								
USP34	all3	wald	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.3883588482674762	0.14725133164684548	0.09975154156409594	0.6769661549708564	2.6373876821629127	0.008354728787340842	0.03570556401484434	0.025655230884048447	4.5148730591160025	2.0	0.10461832729458447	55.701966061663896	0.4005697093937119	0.3896765696763486	0.0037993638672796965	True	3.483123496261589	0.0004955996865527783	2.8769611680304177	0.004015250034040414	0.1002567454480901	0.04559236640735636	0.005947196238633339	0.04818300040848497
VEZF1	all3	wald	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.4171937042572535	0.3921315747049369	-0.3513700593654005	1.1857574678799074	1.0639125517275032	0.28736831639698857	0.39325754357000187	0.4096411743203071	14.073760511863917	2.0	0.0008788641209245634	85.78915707486968	0.2561130034979779	0.41816721945622787	0.29468327727326626	False	1.7926153230154471	0.07303445457235333	1.7963705736834588	0.07243560059032608	0.6357466931625784	0.6625511430962521	0.43820672743412	0.30469062022420623
CTDNEP1	all3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		-0.15630856518424788	0.12317435522918416	-0.39772586525239173	0.08510873488389595	-1.2690025037550439	0.20444017106773626	0.0	0.0	1.271282124183857	2.0	0.5295958756328802	0.0	-0.15630856518424788	-0.15630856518424788	0.20444017106773626	True	-1.2352752781060585	0.21672807123073146	-0.8903621464365234	0.37327146114416443	0.5679886190455041	0.6177625128655944	0.4457319711267529	0.5844367372591182
EIF4ENIF1	all3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.14409897499010293	0.21400744808468133	-0.27534791567919786	0.5635458656594037	0.6733362613299511	0.5007333885715953	0.1045780101182186	0.08755031163061651	8.736723872131046	2.0	0.01267198109142017	77.10812394586802	0.07379727511313158	0.1421544375226713	0.47744539268430586	False	0.9655455598199794	0.33427162784399755	0.3206817561312598	0.7484515741934545	0.6551381008633671	0.6551381008633671	0.49207583686989625	0.7485405757863366
HMGB1	all3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		-0.10518404898816978	0.10827585861208631	-0.31740083226301	0.10703273428667044	-0.9714450694407016	0.3313266944432107	0.0	0.0	0.06518672921234554	2.0	0.9679320750154814	0.0	-0.10518404898816978	-0.10518404898816978	0.3313266944432107	True	-0.9278134694567443	0.35350433586070373	-0.860298550852724	0.3896244915060788	0.5679886190455041	0.6177625128655944	0.49207583686989625	0.5844367372591182
ICK	all3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.020520697935598645	0.13254399377398354	-0.23926075622851029	0.28030215209970755	0.15482178672381727	0.8769618149842824	0.01671439422598022	0.017013945272673973	2.8988466470883756	2.0	0.2347055982675203	31.007043714823073	0.0010477814723576866	0.02079081092598789	0.8757618107032872	False	0.35605471424672264	0.721799590471377	0.32056432580526123	0.7485405757863366	0.8769618149842824	0.8757618107032871	0.7874177350596839	0.7485405757863366
KDM1A	all3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.12816909551529124	0.10145359212705161	-0.07067629115594631	0.3270144821865288	1.2633273285659856	0.20647156879669437	0.0	0.0	0.19366423804788466	2.0	0.9077083803114143	0.0	0.12816909551529124	0.12816909551529124	0.20647156879669437	True	1.2189425836413792	0.22286598556337645	1.0879608810115748	0.2766123774480791	0.5679886190455041	0.6177625128655944	0.4457319711267529	0.5555254820179025
PET117	all3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		-0.06459259406655903	0.10696928955245778	-0.27424854904121293	0.1450633609080949	-0.6038424143677499	0.5459484173861392	0.0	0.0	0.5180450811538525	2.0	0.7718056259035506	0.0	-0.06459259406655903	-0.06459259406655903	0.5459484173861392	False	-0.6549276033194193	0.512514367098114	-0.6634715017757913	0.5070286254427276	0.6551381008633671	0.6551381008633671	0.6150172405177369	0.6760381672569702
SUPT4H1	all3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.2241347526451891	0.2163541948324482	-0.19991167713057126	0.6481811824209495	1.0359621306107165	0.30021980995622166	0.0892765335181352	0.2124305669537194	6.048804708770788	2.0	0.04858685031262276	66.93561626977322	0.11457869504296488	0.27415652582188543	0.36036146583826334	True	1.473386914388036	0.14064673669042108	1.773338367421504	0.07617265505605156	0.5679886190455041	0.6177625128655944	0.4457319711267529	0.30469062022420623
TADA2B	all3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.07287763454501289	0.10883079907600908	-0.1404268120526799	0.2861820811427057	0.6696416378796782	0.5030862642467812	0.0	0.0	1.2465059716503843	2.0	0.53619735512232	0.0	0.07287763454501289	0.07287763454501289	0.5030862642467812	True	0.8982413786372777	0.36905687765242223	1.0853588711318236	0.27776274100895126	0.6551381008633671	0.6551381008633671	0.49207583686989625	0.5555254820179025
TLK2	all3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.03564186143271665	0.09364057415894962	-0.14789029141047666	0.21917401427591	0.3806241231735358	0.7034821786419714	0.0	0.0	0.7380671441345715	2.0	0.6914021982595486	0.0	0.03564186143271665	0.03564186143271665	0.7034821786419714	False	0.1388922233332555	0.8895353162853099	0.36202115155940096	0.7173362243330805	0.7674351039730596	0.7674351039730596	0.8895353162853099	0.7485405757863366
TSR3	all3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		-0.2174612946436247	0.20369224494377555	-0.6166907586635357	0.1817681693762863	-1.0675973191991173	0.28570219342241165	0.0604834260158649	0.04695387212957608	3.8877930880208633	2.0	0.14314509052984772	48.55693307952948	-0.16436065861544308	-0.2111178033783325	0.27045470015327044	False	-1.3762998518368283	0.16872881877322066	-1.0868475668764253	0.27710418192699404	0.5679886190455041	0.6177625128655944	0.4457319711267529	0.5555254820179025
USP17L29	all3	f_calibrated	3	0	0		gse111151,gse118713,gse240112		False	False	True	not tested in gse111151,gse118713,gse240112																								
USP34	all3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.37740191442192283	0.1502399675383649	0.0829369890082608	0.6718668398355849	2.511994115850367	0.012005109036974155	0.0424788004076541	0.029691236236943457	5.601956229953609	2.0	0.06075061247150637	64.29818588538735	0.3620337021425491	0.37567456217803646	0.005212266468763676	True	3.483123496261589	0.0004955996865527783	2.8769611680304177	0.004015250034040414	0.14406130844368986	0.06254719762516411	0.005947196238633339	0.04818300040848497
VEZF1	all3	f_calibrated	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.4165682336897483	0.4041496452015022	-0.3755505152698371	1.2086869826493338	1.0307276986029628	0.30266853183897946	0.430020149051358	0.42157889103179474	17.34394834400446	2.0	0.00017132055391526764	88.46860034213968	0.18019723640366692	0.4160513769190604	0.2990571755046181	False	1.7926153230154471	0.07303445457235333	1.7963705736834588	0.07243560059032608	0.5679886190455041	0.6177625128655944	0.43820672743412	0.30469062022420623
CTDNEP1	edger_only	wald	2	2	2	gse111151,gse240112			False	True	True		-0.0666891663373124	0.17465377155449308	-0.409004268348205	0.2756259356735802	-0.38183639404835273	0.7025827218868032	0.0	0.0	0.04070257241386603	1.0	0.8401131214573836	0.0	-0.0666891663373124	-0.0666891663373124	0.7025827218868032	True	-0.45172966648127794	0.6514637436386297	-0.4592512110523274	0.6460537791909987	0.7817402807788522	0.7817402807788518	0.7106877203330506	0.733820250381907
EIF4ENIF1	edger_only	wald	2	2	2	gse111151,gse240112			False	True	True		-0.07531773139683123	0.13031441099087343	-0.33072928360549375	0.18009382081183128	-0.5779693191576956	0.5632848333183681	0.0	0.0	0.4366728177221555	1.0	0.5087327316782536	0.0	-0.07531773139683123	-0.07531773139683123	0.5632848333183681	False	-0.5142312004149312	0.6070903564030039	-0.4224884041909692	0.6726685628500815	0.7817402807788522	0.7817402807788518	0.7106877203330506	0.733820250381907
HMGB1	edger_only	wald	2	2	2	gse111151,gse240112			False	True	True		-0.13439384703215443	0.18621746514285098	-0.4993733720044853	0.2305856779401764	-0.7217037721411272	0.4704766224229566	0.0	0.0	0.002262608143614915	1.0	0.9620614274760206	0.0	-0.13439384703215443	-0.13439384703215443	0.4704766224229566	True	-0.7722153776627727	0.43998687518737023	-0.7394495813686331	0.45963404456773604	0.7817402807788522	0.7817402807788518	0.7106877203330506	0.733820250381907
ICK	edger_only	wald	2	2	2	gse111151,gse240112			False	True	True		0.013224461280366888	0.25003875016134763	-0.47684248377528315	0.5032914063360169	0.05288964719201831	0.9578198331960068	0.06144952107716608	0.061449521077166266	1.798532683643463	1.0	0.17988998754159247	44.3991199551513	-0.052049937844760245	0.013224461280367007	0.9578198331960065	False	-0.015234270752394082	0.9878452807240223	0.1343785296152732	0.8931032585236302	0.9578198331960067	0.9578198331960065	0.9878452807240223	0.8931032585236302
KDM1A	edger_only	wald	2	2	2	gse111151,gse240112			False	True	True		0.11823392535855304	0.16120390072916682	-0.19771991423798407	0.43418776495509015	0.733443327511	0.46328808128102916	0.0	0.0	0.13283938053685534	1.0	0.7155060481452864	0.0	0.11823392535855304	0.11823392535855304	0.46328808128102916	True	0.8192614393629525	0.41263726792111355	0.8398055030558988	0.40101744745802914	0.7817402807788522	0.7817402807788518	0.7106877203330506	0.733820250381907
PET117	edger_only	wald	2	2	2	gse111151,gse240112			False	True	True		-0.08828600723337034	0.2016216797857343	-0.483457238115877	0.30688522364913634	-0.4378795342206894	0.6614736120931219	0.0	0.0	0.4136286068582812	1.0	0.5201334899019554	0.0	-0.08828600723337034	-0.08828600723337034	0.6614736120931219	False	-0.5023539352272687	0.6154185760477405	-0.5617956692868867	0.5742552430727661	0.7817402807788522	0.7817402807788518	0.7106877203330506	0.733820250381907
SUPT4H1	edger_only	wald	2	2	2	gse111151,gse240112			False	True	True		0.4514330882418603	0.4889597900092649	-0.5069104900645667	1.4097766665482874	0.9232519676787869	0.35587591259589124	0.38451600542634357	0.3845160054263388	4.817394209767437	1.0	0.028173906879892036	79.24188977575336	0.22430609392418455	0.45143308824185974	0.35587591259588947	True	1.64735790836798	0.09948450164744403	1.7896065748845587	0.07351718077870355	0.7817402807788522	0.7817402807788518	0.5969070098846642	0.44110308467222126
TADA2B	edger_only	wald	2	2	2	gse111151,gse240112			False	True	True		0.1357490389782435	0.16929415694818137	-0.1960614114332633	0.46755948938975034	0.8018530670246017	0.42263795746758803	0.0	0.0	0.8116209386096865	1.0	0.3676414532773745	0.0	0.1357490389782435	0.1357490389782435	0.42263795746758803	True	1.0731646888241493	0.2831972308546985	1.1262807613714891	0.2600466983830162	0.7817402807788522	0.7817402807788518	0.7106877203330506	0.733820250381907
TLK2	edger_only	wald	2	2	2	gse111151,gse240112			False	True	True		0.06926389741627836	0.12177240473561891	-0.16940563017636942	0.3079334250089262	0.5687979765748882	0.5694932479897512	0.0	0.0	0.0028975720802213493	1.0	0.9570713241332102	0.0	0.06926389741627836	0.06926389741627836	0.5694932479897512	True	0.6062053102054645	0.5443784270255106	0.574719839586731	0.5654807875197527	0.7817402807788522	0.7817402807788518	0.7106877203330506	0.733820250381907
TSR3	edger_only	wald	2	2	2	gse111151,gse240112			False	True	True		-0.09043576244300679	0.24912548727643122	-0.5787127451358035	0.3978412202497899	-0.36301288732717535	0.7165952573806145	0.04426613570503232	0.04426613570503272	1.484242253121648	1.0	0.22311196021117696	32.62555368594264	-0.05363283743012935	-0.090435762443007	0.7165952573806141	False	-0.49047372619962176	0.6237987173716524	-0.6054113886021413	0.5449056858060215	0.7817402807788522	0.7817402807788518	0.7106877203330506	0.733820250381907
USP17L29	edger_only	wald	2	0	0		gse111151,gse240112		False	False	True	not tested in gse111151,gse240112																								
USP34	edger_only	wald	2	2	2	gse111151,gse240112			False	True	True		0.2266413640098535	0.12851689294628887	-0.025247117569862393	0.47852984558956935	1.763514187232754	0.0778138066157483	0.0	0.0	0.6839102388153329	1.0	0.40824349067512367	0.0	0.2266413640098535	0.2266413640098535	0.0778138066157483	True	1.9847137462757147	0.04717632855185854	1.9971879899036562	0.045804765239761236	0.7817402807788522	0.7817402807788518	0.5661159426223025	0.44110308467222126
VEZF1	edger_only	wald	2	2	2	gse111151,gse240112			False	True	True		0.4347521865930855	0.6935089711827975	-0.9245004198806239	1.7940047930667948	0.6268876174040032	0.5307329046279154	0.890976132129901	0.8909761321184146	13.408898187813753	1.0	0.0002504334718664767	92.54226569556015	0.17622158310149974	0.43475218659283704	0.5307329046256946	False	1.1028423613255738	0.2700956283696728	1.3953996006048062	0.16289537170564805	0.7817402807788522	0.7817402807788518	0.7106877203330506	0.6515814868225922
CTDNEP1	edger_only	f_calibrated	2	2	2	gse111151,gse240112			False	True	True		-0.06285152731254495	0.149399968765879	-0.3556700853850768	0.22996703075998687	-0.42069304185088574	0.6739792427765359	0.0	0.0	0.049444700463976275	1.0	0.824032368487001	0.0	-0.06285152731254495	-0.06285152731254495	0.6739792427765359	True	-0.45172966648127794	0.6514637436386297	-0.4592512110523274	0.6460537791909987	0.7823892771452899	0.7823892771454516	0.7106877203330506	0.733820250381907
EIF4ENIF1	edger_only	f_calibrated	2	2	2	gse111151,gse240112			False	True	True		-0.0860619815142463	0.10968366195738113	-0.30103800864317937	0.12891404561468678	-0.7846381127180699	0.4326657774506375	0.0	0.0	0.5312124993539215	1.0	0.466097545241523	0.0	-0.0860619815142463	-0.0860619815142463	0.4326657774506375	False	-0.5142312004149312	0.6070903564030039	-0.4224884041909692	0.6726685628500815	0.7823892771452899	0.7823892771454516	0.7106877203330506	0.733820250381907
HMGB1	edger_only	f_calibrated	2	2	2	gse111151,gse240112			False	True	True		-0.13362601538098587	0.1570316229915364	-0.44140234087826913	0.17415031011629736	-0.8509497185047115	0.394797284609396	0.0	0.0	0.0026487604646884383	1.0	0.9589541064564467	0.0	-0.13362601538098587	-0.13362601538098587	0.394797284609396	True	-0.7722153776627727	0.43998687518737023	-0.7394495813686331	0.45963404456773604	0.7823892771452899	0.7823892771454516	0.7106877203330506	0.733820250381907
ICK	edger_only	f_calibrated	2	2	2	gse111151,gse240112			False	True	True		0.01660811587187238	0.25111970676667733	-0.4755774651990745	0.5087936969428193	0.066136250657952	0.9472693501655661	0.07445506449311316	0.07445506449311429	2.16431546692625	1.0	0.1412475099017807	53.796014708512196	-0.07462679734798536	0.01660811587187302	0.9472693501655643	False	-0.015234270752394082	0.9878452807240223	0.1343785296152732	0.8931032585236302	0.9472693501655661	0.9472693501655643	0.9878452807240223	0.8931032585236302
KDM1A	edger_only	f_calibrated	2	2	2	gse111151,gse240112			False	True	True		0.11126703278293883	0.14034677614406563	-0.16380759380573506	0.3863416593716127	0.7928007741960776	0.42789390538146	0.0	0.0	0.1632869526015609	1.0	0.6861481537197298	0.0	0.11126703278293883	0.11126703278293883	0.42789390538146	True	0.8192614393629525	0.41263726792111355	0.8398055030558988	0.40101744745802914	0.7823892771452899	0.7823892771454516	0.7106877203330506	0.733820250381907
PET117	edger_only	f_calibrated	2	2	2	gse111151,gse240112			False	True	True		-0.07461370340501743	0.17617782081916228	-0.41991588708532646	0.2706884802752916	-0.4235136015310614	0.671920576980286	0.0	0.0	0.5129204827771123	1.0	0.4738773271157377	0.0	-0.07461370340501743	-0.07461370340501743	0.671920576980286	False	-0.5023539352272687	0.6154185760477405	-0.5617956692868867	0.5742552430727661	0.7823892771452899	0.7823892771454516	0.7106877203330506	0.733820250381907
SUPT4H1	edger_only	f_calibrated	2	2	2	gse111151,gse240112			False	True	True		0.4528427992353142	0.48912926582769994	-0.5058329455714958	1.4115185440421243	0.925814157672651	0.35454256832607667	0.3989914298730946	0.3989914298730739	5.625884279751483	1.0	0.017697135381275004	82.22501654363616	0.18413349178066923	0.4528427992353117	0.3545425683260689	True	1.64735790836798	0.09948450164744403	1.7896065748845587	0.07351718077870355	0.7823892771452899	0.7823892771454516	0.5969070098846642	0.44110308467222126
TADA2B	edger_only	f_calibrated	2	2	2	gse111151,gse240112			False	True	True		0.12128869275850544	0.1431365424397588	-0.15925377529501072	0.40183116081202164	0.847363578099224	0.3967924990217214	0.0	0.0	0.9753756659688595	1.0	0.3233431526488532	0.0	0.12128869275850544	0.12128869275850544	0.3967924990217214	True	1.0731646888241493	0.2831972308546985	1.1262807613714891	0.2600466983830162	0.7823892771452899	0.7823892771454516	0.7106877203330506	0.733820250381907
TLK2	edger_only	f_calibrated	2	2	2	gse111151,gse240112			False	True	True		0.07001565703324347	0.10186744042397991	-0.12964085739503675	0.26967217146152367	0.6873212553671032	0.4918803073366441	0.0	0.0	0.0034585963817965024	1.0	0.9531035769293951	0.0	0.07001565703324347	0.07001565703324347	0.4918803073366441	True	0.6062053102054645	0.5443784270255106	0.574719839586731	0.5654807875197527	0.7823892771452899	0.7823892771454516	0.7106877203330506	0.733820250381907
TSR3	edger_only	f_calibrated	2	2	2	gse111151,gse240112			False	True	True		-0.09021270025890059	0.2490573281970723	-0.5783560936109343	0.39793069309313317	-0.36221660656183435	0.7171901707165158	0.05953126158602053	0.05953126158572491	1.7817828541825715	1.0	0.18193055453048387	43.876438273463464	-0.030621987687181516	-0.09021270025873453	0.7171901707166639	False	-0.49047372619962176	0.6237987173716524	-0.6054113886021413	0.5449056858060215	0.7823892771452899	0.7823892771454516	0.7106877203330506	0.733820250381907
USP17L29	edger_only	f_calibrated	2	0	0		gse111151,gse240112		False	False	True	not tested in gse111151,gse240112																								
USP34	edger_only	f_calibrated	2	2	2	gse111151,gse240112			False	True	True		0.21344572204758272	0.10830309053912816	0.001175565176510851	0.4257158789186546	1.97081838556092	0.04874465295101669	0.0	0.0	0.826291995575028	1.0	0.36334693326508627	0.0	0.21344572204758272	0.21344572204758272	0.04874465295101669	True	1.9847137462757147	0.04717632855185854	1.9971879899036562	0.045804765239761236	0.5849358354122003	0.5849358354122003	0.5661159426223025	0.44110308467222126
VEZF1	edger_only	f_calibrated	2	2	2	gse111151,gse240112			False	True	True		0.4332238591976775	0.6934613717353766	-0.9259354540734029	1.792383172468758	0.6247267358433265	0.5321504226722278	0.9028860324349302	0.902886032415396	16.07536453798066	1.0	6.087077632841216e-05	93.77930125542511	0.09609922556042093	0.4332238591972238	0.5321504226684881	False	1.1028423613255738	0.2700956283696728	1.3953996006048062	0.16289537170564805	0.7823892771452899	0.7823892771454516	0.7106877203330506	0.6515814868225922
CTDNEP1	all3_de3	wald	3	3	3	gse111151,gse118713,gse240112			True	True	True		-0.11757658493731966	0.15847282361418208	-0.42817761174948515	0.19302444187484585	-0.7419353189766569	0.45812652547012866	0.0	0.0	0.5211076342869562	2.0	0.7706246824409541	0.0	-0.11757658493731966	-0.11757658493731966	0.45812652547012866	True	-1.2352752781060585	0.21672807123073146	-0.8903621464365234	0.37327146114416443	0.7221696660282236	0.7221696660282236	0.4457319711267529	0.5844367372591182
EIF4ENIF1	all3_de3	wald	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.07100604037344814	0.17554802637365172	-0.27306176887599676	0.41507384962289307	0.40448213426400303	0.6858582129709268	0.04046643038340962	0.04569799211849621	3.4969581005675217	2.0	0.17403844597695795	42.8074359920006	0.010330393275104934	0.07517555462818822	0.6778155907535965	False	0.9655455598199794	0.33427162784399755	0.3206817561312598	0.7484515741934545	0.7482089596046474	0.7394351899130144	0.49207583686989625	0.7485405757863366
HMGB1	all3_de3	wald	3	3	3	gse111151,gse118713,gse240112			True	True	True		-0.1156490598311516	0.15118167858533577	-0.41195970498072004	0.18066158531841686	-0.7649674280198743	0.44429094051137885	0.0	0.0	0.03198646635669151	2.0	0.9841339794918765	0.0	-0.1156490598311516	-0.1156490598311516	0.44429094051137885	True	-0.9278134694567443	0.35350433586070373	-0.860298550852724	0.3896244915060788	0.7221696660282236	0.7221696660282236	0.49207583686989625	0.5844367372591182
ICK	all3_de3	wald	3	3	3	gse111151,gse118713,gse240112			True	True	True		-0.009559549926206896	0.14268234457991108	-0.2892118065325664	0.2700927066801526	-0.0669988284419657	0.9465826358742246	0.0013621529783174383	0.001215136242168434	2.0392393553792267	2.0	0.36073210855628346	1.9242152852591252	-0.01193963571081266	-0.009811160709342551	0.9450944370317756	False	0.35605471424672264	0.721799590471377	0.32056432580526123	0.7485405757863366	0.9465826358742246	0.9450944370317756	0.7874177350596839	0.7485405757863366
KDM1A	all3_de3	wald	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.12638414509417253	0.13615418540078544	-0.1404731546357562	0.3932414448241013	0.9282428206091963	0.35328162693597087	0.0	0.0	0.14175714685544732	2.0	0.9315750032195663	0.0	0.12638414509417253	0.12638414509417253	0.35328162693597087	True	1.2189425836413792	0.22286598556337645	1.0879608810115748	0.2766123774480791	0.7221696660282236	0.7221696660282236	0.4457319711267529	0.5555254820179025
PET117	all3_de3	wald	3	3	3	gse111151,gse118713,gse240112			True	True	True		-0.07564653288230219	0.1525136543294272	-0.3745678025185708	0.22327473675396645	-0.4959984285663159	0.6198955196467324	0.0	0.0	0.42281481523548803	2.0	0.8094442259521932	0.0	-0.07564653288230219	-0.07564653288230219	0.6198955196467324	False	-0.6549276033194193	0.512514367098114	-0.6634715017757913	0.5070286254427276	0.7482089596046474	0.7394351899130144	0.6150172405177369	0.6760381672569702
SUPT4H1	all3_de3	wald	3	3	3	gse111151,gse118713,gse240112			True	True	True		0.26662936067417653	0.26512886132765306	-0.2530136587901378	0.7862723801384909	1.00565950963999	0.31457938685981546	0.12700282607823554	0.19170827075075936	5.124731442236722	2.0	0.07712207513906015	60.97356471177176	0.1695519207979306	0.28466009446570134	0.349538953927762	True	1.473386914388036	0.14064673669042108	1.773338367421504	0.07617265505605156	0.7221696660282236	0.7221696660282236	0.4457319711267529	0.30469062022420623
