gene	anon_id
AC097460.1	Gene20396
Z99716.2	Gene20397
AC104211.1	Gene20398
ST13P6	Gene20399
NDNL2	Gene20400
GPBP1	Gene20401
MRPL42	Gene20402
YWHABP2	Gene20403
ZNF26	Gene20404
GHET1	Gene20405
RP11-464D20.6	Gene20406
MED25	Gene20407
ZNF592	Gene20408
ISG20L2	Gene20409
CITF22-1A6.3	Gene20410
FAM179A	Gene20411
DPM2	Gene20412
RP11-69M1.6	Gene20413
AC008758.4	Gene20414
GAB1	Gene20415
S100A7A	Gene20416
GSPT1	Gene20417
CACYBP	Gene20418
GPC1	Gene20419
AC079601.1	Gene20420
RNU6-817P	Gene20421
KRTAP22-1	Gene20422
LYRM5	Gene20423
RP11-126K1.2	Gene20424
TBX6	Gene20425
DRGX	Gene20426
DPP3P2	Gene20427
C9orf135	Gene20428
PYGO2	Gene20429
PPOX	Gene20430
SHROOM3	Gene20431
LTB4R2	Gene20432
LA16c-306E5.3	Gene20433
HOTAIRM1_2	Gene20434
RP5-1182A14.5	Gene20435
AC005592.3	Gene20436
GPR115	Gene20437
RP11-508N12.3	Gene20438
SCUBE1	Gene20439
C9orf47	Gene20440
RNF13	Gene20441
MBTPS1	Gene20442
CELF5	Gene20443
RNU7-3P	Gene20444
ZNF669	Gene20445
AL451069.2	Gene20446
PTOV1-AS1	Gene20447
AC007728.2	Gene20448
RIOK1	Gene20449
Z93241.1	Gene20450
AC092611.1	Gene20451
LCE2A	Gene20452
AMBN	Gene20453
PIGP	Gene20454
AL109811.2	Gene20455
PPP3CB-AS1	Gene20456
U47924.6	Gene20457
AL592295.5	Gene20458
CH17-360D5.1	Gene20459
SFRP5	Gene20460
C11orf70	Gene20461
LRRC8C-DT	Gene20462
LINC01127	Gene20463
HSD3B2	Gene20464
AC005618.6	Gene20465
POLR2F	Gene20466
METTL16	Gene20467
AC025287.4	Gene20468
RP1-40G4P.1	Gene20469
SAMMSON	Gene20470
AC037459.4	Gene20471
DHX35	Gene20472
AC010149.1	Gene20473
RP11-264B14.1	Gene20474
COA6	Gene20475
AC044840.1	Gene20476
ZNF507	Gene20477
TSPOAP1	Gene20478
LILRB4	Gene20479
NPM1P30	Gene20480
COX6B2	Gene20481
ADH1C	Gene20482
RP11-575L7.2	Gene20483
AC009063.2	Gene20484
DNAJC19P9	Gene20485
AL590399.3	Gene20486
AC010422.2	Gene20487
ROCR	Gene20488
TNKS1BP1	Gene20489
AC132938.6	Gene20490
SPAG7	Gene20491
RP11-512M8.5	Gene20492
TMPRSS2	Gene20493
RP13-578N3.3	Gene20494
ZNF584	Gene20495
WNT11	Gene20496
TUBAL3	Gene20497
ADGRG2	Gene20498
SENP8	Gene20499
RFPL3S	Gene20500
CD1E	Gene20501
EEF1B2P8	Gene20502
ATP8A1	Gene20503
GABRA4	Gene20504
RP11-649A18.4	Gene20505
AC106900.1	Gene20506
RP11-867G23.8	Gene20507
RP11-68I3.4	Gene20508
SLC19A3	Gene20509
RP11-540A21.2	Gene20510
SLC17A5	Gene20511
GAPDHP33	Gene20512
UTY	Gene20513
HIST2H2AB	Gene20514
TREML1	Gene20515
SNORA84	Gene20516
EFR3A	Gene20517
RP11-44F14.9	Gene20518
AL603756.1	Gene20519
SENP3-EIF4A1	Gene20520
CTD-2207O23.3	Gene20521
ARHGAP42P1	Gene20522
RP11-486A14.2	Gene20523
AC007541.1	Gene20524
AC105219.1	Gene20525
KRT18P5	Gene20526
RAVER1	Gene20527
LNCOC1	Gene20528
RP11-11N9.4	Gene20529
PLAA	Gene20530
RHAG	Gene20531
ITPKB-AS1	Gene20532
TMEM177	Gene20533
CTD-2012K14.2	Gene20534
RP3-428L16.1	Gene20535
AC026495.2	Gene20536
AC006460.1	Gene20537
MPL	Gene20538
MIR181A2HG	Gene20539
IQCF6	Gene20540
CFAP74	Gene20541
RP11-613M10.9	Gene20542
AC083862.3	Gene20543
SDSL	Gene20544
AP003392.4	Gene20545
CXorf56	Gene20546
DOP1B	Gene20547
CPOX	Gene20548
HTT-AS	Gene20549
NRDC	Gene20550
PLA2G2F	Gene20551
SNORD13	Gene20552
TFAP2A	Gene20553
SLFN12	Gene20554
MISP	Gene20555
AL078459.1	Gene20556
PLSCR4	Gene20557
PRSS38	Gene20558
TWF1P1	Gene20559
PTENP1-AS	Gene20560
CFL1P1	Gene20561
RRBP1	Gene20562
CITED2	Gene20563
AC073270.2	Gene20564
SLC2A11	Gene20565
RP11-282O18.3	Gene20566
YOD1	Gene20567
RP11-411B6.6	Gene20568
FAM239B	Gene20569
AC089985.1	Gene20570
RP11-775C24.3	Gene20571
AC129507.4	Gene20572
FUOM	Gene20573
CLEC4A	Gene20574
AL109936.6	Gene20575
SLC22A24	Gene20576
NHLRC2	Gene20577
KRTAP5-5	Gene20578
CLC	Gene20579
LINC00857	Gene20580
OSBPL1A	Gene20581
SAP18	Gene20582
RP11-544M22.3	Gene20583
RP11-661A12.7	Gene20584
MIR7856	Gene20585
PAFAH1B3	Gene20586
ASNSD1	Gene20587
AC007383.4	Gene20588
RP11-983P16.4	Gene20589
SKOR2	Gene20590
AC005753.2	Gene20591
SNORD56	Gene20592
SEPTIN11	Gene20593
BIN1	Gene20594
TPSG1	Gene20595
ZNF605	Gene20596
PAICSP1	Gene20597
RP11-325L7.1	Gene20598
VCPIP1	Gene20599
AC006213.1	Gene20600
FDX2	Gene20601
SH3BP2	Gene20602
CTD-2659N19.10	Gene20603
RP11-651P23.4	Gene20604
POLM	Gene20605
OPTC	Gene20606
PHLDB1	Gene20607
RP11-178L8.7	Gene20608
KIAA1551	Gene20609
FGGY	Gene20610
GBA	Gene20611
AC092279.1	Gene20612
AL138756.1	Gene20613
RDH5	Gene20614
RP11-175O19.4	Gene20615
RNU6-595P	Gene20616
NAGPA-AS1	Gene20617
PPP1R37	Gene20618
PBK	Gene20619
AC097467.2	Gene20620
AMD1P3	Gene20621
IGFL2-AS1	Gene20622
APPBP2	Gene20623
AC012074.2	Gene20624
RP11-361F15.2	Gene20625
RP11-359D14.2	Gene20626
U51244.2	Gene20627
RP4-614O4.13	Gene20628
KNL1	Gene20629
RP11-379F12.3	Gene20630
LGALS16	Gene20631
AMIGO2	Gene20632
WASHC5	Gene20633
DMRTC1	Gene20634
SPATA41	Gene20635
GPR17	Gene20636
LRFN1	Gene20637
GTF3C3	Gene20638
LTN1	Gene20639
AC025283.2	Gene20640
TXNRD3NB	Gene20641
RP11-9E13.4	Gene20642
SCOCP1	Gene20643
CES4A	Gene20644
TSPEAR-AS2	Gene20645
METAP1	Gene20646
RPL17P17	Gene20647
LMF1-AS1	Gene20648
AC010531.5	Gene20649
C11orf54	Gene20650
RHBDL2	Gene20651
ZMYM3	Gene20652
HMG20B	Gene20653
EBAG9P1	Gene20654
GRB14	Gene20655
WDR24	Gene20656
AC096751.2	Gene20657
LINC01090	Gene20658
AL136221.1	Gene20659
PRRT1B	Gene20660
LINC01468	Gene20661
AP001005.3	Gene20662
RN7SL268P	Gene20663
AC108471.3	Gene20664
MIR22	Gene20665
AL355385.1	Gene20666
ZNF233	Gene20667
SLC49A3	Gene20668
RP11-166O4.6	Gene20669
SNAPIN	Gene20670
RP11-583F2.2	Gene20671
HSPA1L	Gene20672
TM2D3	Gene20673
RP11-840I19.5	Gene20674
EXOSC6	Gene20675
HAX1	Gene20676
NDUFB5	Gene20677
FAHD1	Gene20678
IFNL3	Gene20679
HOXA10-AS	Gene20680
RNU4-2	Gene20681
MTHFSD	Gene20682
LRRC10B	Gene20683
OTC	Gene20684
MAFG-AS1	Gene20685
BCAR3	Gene20686
COX7A2	Gene20687
AC004908.2	Gene20688
CHST3	Gene20689
PDE6H	Gene20690
TLK1P1	Gene20691
CIDEA	Gene20692
NAPA	Gene20693
RPL34P21	Gene20694
OSBPL9P4	Gene20695
LYST-AS1	Gene20696
RP11-475E11.2	Gene20697
RNU4-5P	Gene20698
KIAA1211	Gene20699
ZNF300	Gene20700
EPHB4	Gene20701
ZCRB1	Gene20702
RP11-22N19.2	Gene20703
CBY1	Gene20704
SESN1	Gene20705
CTD-2031P19.4	Gene20706
AC106845.1	Gene20707
PRAMEF17	Gene20708
RHEB	Gene20709
FGD3	Gene20710
ZNF691	Gene20711
AC003101.2	Gene20712
CD93	Gene20713
RP11-507K2.6	Gene20714
GOLGA8J	Gene20715
FAP	Gene20716
AC010186.1	Gene20717
YDJC	Gene20718
RP11-539E19.2	Gene20719
DEFB4B	Gene20720
BTBD8	Gene20721
RP11-720L2.4	Gene20722
SLC25A30	Gene20723
PRSS53	Gene20724
XAF1	Gene20725
RN7SKP243	Gene20726
RP11-585P4.5	Gene20727
PLPPR2	Gene20728
SNORD27	Gene20729
LAMA5	Gene20730
MESTP3	Gene20731
PINLYP	Gene20732
AC005828.3	Gene20733
KCNQ4	Gene20734
TMEM55A	Gene20735
MRTFA-AS1	Gene20736
RP11-566K11.4	Gene20737
RPS9P1	Gene20738
TEX26	Gene20739
RP11-436I24.1	Gene20740
AQP2	Gene20741
MIR4756	Gene20742
AC244090.3	Gene20743
CH17-219N22.1	Gene20744
PIGA	Gene20745
SSPN	Gene20746
GOLPH3L	Gene20747
SVEP1	Gene20748
TEAD1	Gene20749
SKP1P1	Gene20750
CRAMP1L	Gene20751
GRP	Gene20752
RP3-331H24.5	Gene20753
AC092038.1	Gene20754
SLC25A31	Gene20755
AC108004.3	Gene20756
RP11-572C15.3	Gene20757
CCND3	Gene20758
THY1	Gene20759
HNRNPUL1	Gene20760
CTD-2303H24.2	Gene20761
AC025031.3	Gene20762
AL592211.2	Gene20763
ATP5MC3	Gene20764
AL513314.2	Gene20765
RP11-269G24.8	Gene20766
LPAR3	Gene20767
SLC47A1	Gene20768
U62317.5	Gene20769
GABARAPL2	Gene20770
SNORD9	Gene20771
RP11-231I16.1	Gene20772
LINC01234	Gene20773
AC010761.13	Gene20774
OCM2	Gene20775
ADAMTS9-AS2	Gene20776
OR2H2	Gene20777
PTTG1	Gene20778
AC040162.1	Gene20779
CLEC17A	Gene20780
AC007695.1	Gene20781
IMPDH1	Gene20782
RP11-255A11.4	Gene20783
RP11-95P2.3	Gene20784
AC010913.1	Gene20785
ANKRD33	Gene20786
CTC-513N18.7	Gene20787
AC084357.2	Gene20788
AC002985.3	Gene20789
RP11-283I3.6	Gene20790
DLEU1_1	Gene20791
C16orf92	Gene20792
C1orf131	Gene20793
Z92544.1	Gene20794
SIK1	Gene20795
OR2A1-AS1	Gene20796
VWA3B	Gene20797
AP000560.3	Gene20798
RP11-822E23.8	Gene20799
CLUHP3	Gene20800
AL117339.5	Gene20801
RAB33A	Gene20802
RP11-575M22.1	Gene20803
FZD7	Gene20804
GTF2IP5	Gene20805
CIP2A	Gene20806
CYBA	Gene20807
LCAT	Gene20808
HIST1H2AM	Gene20809
RP11-542B15.1	Gene20810
ADAMTSL2	Gene20811
ADAM19	Gene20812
TESPA1	Gene20813
CTC-203F4.2	Gene20814
AC006129.1	Gene20815
CTD-2293H3.1	Gene20816
BROX	Gene20817
CASC22	Gene20818
TMEM5-AS1	Gene20819
ARIH2OS	Gene20820
RP3-523K23.2	Gene20821
UBLCP1	Gene20822
OR56A5	Gene20823
GTF2H3	Gene20824
AL603839.3	Gene20825
AC012645.3	Gene20826
RP11-770J1.7	Gene20827
SNORA10	Gene20828
RP11-1100L3.7	Gene20829
AL162171.3	Gene20830
GLIS2-AS1	Gene20831
DENND5B-AS1	Gene20832
PAK4	Gene20833
AC009108.3	Gene20834
Sep.12	Gene20835
PTBP2	Gene20836
CTD-2616J11.9	Gene20837
RANBP10	Gene20838
MIF	Gene20839
PHOSPHO2-KLHL23	Gene20840
UBE2L5	Gene20841
RP11-19F9.1	Gene20842
PLCG1	Gene20843
STIM2-AS1	Gene20844
USP17L28	Gene20845
RP11-5P18.5	Gene20846
FGF9	Gene20847
CCDC122	Gene20848
MDGA1	Gene20849
HIST1H2BL	Gene20850
AC007292.1	Gene20851
MFGE8	Gene20852
NKX2-5	Gene20853
AC005808.3	Gene20854
ADCY6-DT	Gene20855
RP5-1099C19.2	Gene20856
AL360007.1	Gene20857
AC009005.1	Gene20858
ZNF138	Gene20859
AC074031.1	Gene20860
AF235103.3	Gene20861
NBPF12	Gene20862
AL356804.1	Gene20863
FAM35A	Gene20864
NOP16	Gene20865
AC009961.4	Gene20866
BX322234.1	Gene20867
OPN4	Gene20868
RP11-307L3.2	Gene20869
SOST	Gene20870
CTD-2012K14.4	Gene20871
RP11-259K5.2	Gene20872
GACAT2	Gene20873
RP11-24C3.2	Gene20874
RP3-508I15.18	Gene20875
RP11-386O9.2	Gene20876
HEPHL1	Gene20877
LL0XNC01-36H8.1	Gene20878
NAP1L3	Gene20879
NDUFB4P2	Gene20880
LAMB4	Gene20881
KRT18P48	Gene20882
FCGR3B	Gene20883
AL109811.3	Gene20884
SOX11	Gene20885
AC013470.8	Gene20886
RP11-543B16.2	Gene20887
MAP4K3	Gene20888
GJB5	Gene20889
COLEC10	Gene20890
LYPD2	Gene20891
LINC01032	Gene20892
RP5-827C21.2	Gene20893
RP4-655J12.4	Gene20894
AC006378.1	Gene20895
AC004990.1	Gene20896
PPAPDC3	Gene20897
RNF34	Gene20898
AL355802.2	Gene20899
RP11-147L13.15	Gene20900
RAP2C-AS1	Gene20901
RP11-46I1.1	Gene20902
MON1B	Gene20903
OR8D2	Gene20904
AP002954.3	Gene20905
ZNF540	Gene20906
CCL19	Gene20907
C8orf89	Gene20908
SELENBP1	Gene20909
KDELC2	Gene20910
CRIP2	Gene20911
CTD-2047H16.2	Gene20912
ZSCAN20	Gene20913
U73166.1	Gene20914
RP11-422P24.9	Gene20915
LYRM2	Gene20916
AC008083.2	Gene20917
AC106820.3	Gene20918
ARMC10	Gene20919
AL078600.1	Gene20920
RP11-686D22.3	Gene20921
UPK3B	Gene20922
CFAP97	Gene20923
SMARCC1	Gene20924
SPATA7	Gene20925
AL359711.2	Gene20926
PRKAG3	Gene20927
RP11-471B22.2	Gene20928
AC115618.1	Gene20929
THAP7	Gene20930
AC008147.2	Gene20931
DLEU2	Gene20932
DPM1	Gene20933
MIR6506	Gene20934
PRH1-PRR4	Gene20935
C11orf95	Gene20936
ITPKC	Gene20937
NPPC	Gene20938
AC091153.4	Gene20939
OSR2	Gene20940
HIST1H3A	Gene20941
AC004951.6	Gene20942
FBXO39	Gene20943
PIK3IP1	Gene20944
MIAT	Gene20945
RP11-700H6.2	Gene20946
AC004257.1	Gene20947
IFNAR2	Gene20948
OLIG1	Gene20949
CTBP2	Gene20950
UHRF1	Gene20951
KB-1562D12.3	Gene20952
RFPL4B	Gene20953
CT45A6	Gene20954
RNU6-623P	Gene20955
SPDYE1	Gene20956
RP11-386J22.3	Gene20957
LINC01504	Gene20958
DUS3L	Gene20959
UBE2L6	Gene20960
AP000438.1	Gene20961
MYO5BP2	Gene20962
SLC12A5	Gene20963
RP11-65L3.4	Gene20964
AP003119.3	Gene20965
HIST1H2AK	Gene20966
RPL21P75	Gene20967
RPL34P34	Gene20968
RIC3	Gene20969
CYP26A1	Gene20970
TRIM23	Gene20971
AL596244.1	Gene20972
RP11-549J18.1	Gene20973
MARVELD3	Gene20974
AP001528.1	Gene20975
HOOK1	Gene20976
RP11-266L9.4	Gene20977
BOLA1	Gene20978
ZNF503-AS1	Gene20979
AC009754.1	Gene20980
AC067735.1	Gene20981
RNU6-824P	Gene20982
FBXO36	Gene20983
TXNIP	Gene20984
RNF219	Gene20985
PPP2CB	Gene20986
AC007686.2	Gene20987
RP5-981O7.2	Gene20988
AC079807.2	Gene20989
LINC00842	Gene20990
NRDE2	Gene20991
TNFRSF11A	Gene20992
WWOX-AS1	Gene20993
OPN1MW2	Gene20994
LINC01579	Gene20995
RP11-154H23.4	Gene20996
DIP2A	Gene20997
SYN3	Gene20998
CDH9	Gene20999
NKAP	Gene21000
MFNG	Gene21001
CTD-2184D3.6	Gene21002
CHRNA7	Gene21003
HDDC2	Gene21004
PRMT5-AS1	Gene21005
AC068724.3	Gene21006
AL031666.1	Gene21007
WDR73	Gene21008
PSG7	Gene21009
C22orf15	Gene21010
ASPRV1	Gene21011
RP1-168L15.5	Gene21012
ANKRD46	Gene21013
FAM86EP	Gene21014
AL136305.1	Gene21015
CCT7P1	Gene21016
EIF4EP2	Gene21017
RP11-323I15.5	Gene21018
RP11-262H14.3	Gene21019
CX3CR1	Gene21020
INE1	Gene21021
LINC01235	Gene21022
Sep.06	Gene21023
COX7B2	Gene21024
PTTG2	Gene21025
RP11-737O24.2	Gene21026
TBX5	Gene21027
TMPRSS11E	Gene21028
AL451085.1	Gene21029
AL353622.1	Gene21030
MROH6	Gene21031
PRODH2	Gene21032
HIST1H1D	Gene21033
PPP1R3F	Gene21034
EFNA2	Gene21035
NBPF4	Gene21036
RN7SKP203	Gene21037
SESN2	Gene21038
CTC-429P9.2	Gene21039
AC027243.3	Gene21040
ZBTB39	Gene21041
AC007563.3	Gene21042
APOOL	Gene21043
NRCAM	Gene21044
LINC02533	Gene21045
ATP2C1	Gene21046
ITGB7	Gene21047
AC114763.1	Gene21048
CLEC2B	Gene21049
SNORA28	Gene21050
BCL2L13	Gene21051
GPR56	Gene21052
FAM218A	Gene21053
C11orf30	Gene21054
CTD-2531D15.5	Gene21055
MYO18B	Gene21056
RP11-108M9.4	Gene21057
C6orf10	Gene21058
C2CD2L	Gene21059
C20orf197	Gene21060
IGF2	Gene21061
CD3G	Gene21062
AC026462.4	Gene21063
OR52N4	Gene21064
NCMAP	Gene21065
CTD-3157E16.2	Gene21066
RP11-73M18.8	Gene21067
MT3	Gene21068
EEF1A1P14	Gene21069
HOTAIRM1_1	Gene21070
AC015923.2	Gene21071
RP11-659E9.4	Gene21072
RN7SL674P	Gene21073
CMTR2	Gene21074
ZNF385A	Gene21075
CTC-506B8.1	Gene21076
AL592071.1	Gene21077
RP11-142L1.1	Gene21078
P4HTM	Gene21079
CYTH1	Gene21080
KLK8	Gene21081
RPL29P11	Gene21082
Z68871.1	Gene21083
ANPEP	Gene21084
AL157888.1	Gene21085
ENO1	Gene21086
ARIH1	Gene21087
AL136040.1	Gene21088
LPXN	Gene21089
SAPCD1	Gene21090
EPHX3	Gene21091
LOC729159	Gene21092
LINC00239	Gene21093
AP002992.1	Gene21094
PAQR4	Gene21095
AP005482.3	Gene21096
S100A9	Gene21097
AC098820.3	Gene21098
ST6GALNAC4P1	Gene21099
LINC00623	Gene21100
AC090154.1	Gene21101
RP11-22B10.3	Gene21102
OMA1	Gene21103
SLC37A4	Gene21104
AC099344.1	Gene21105
RP11-82L20.1	Gene21106
TBC1D23	Gene21107
DLX5	Gene21108
ABCA4	Gene21109
ANKRD20A3	Gene21110
RP11-173M1.5	Gene21111
AMPD2	Gene21112
DHX40	Gene21113
CTD-3105H18.14	Gene21114
SNORD8	Gene21115
AC093334.1	Gene21116
ATG2B	Gene21117
AC092415.1	Gene21118
RP11-144G6.12	Gene21119
MUT	Gene21120
ATP2B4	Gene21121
TXN2	Gene21122
AC107027.3	Gene21123
SQOR	Gene21124
AC003070.2	Gene21125
PCDH18	Gene21126
CDY1	Gene21127
ZBTB3	Gene21128
C19orf47	Gene21129
RGPD5	Gene21130
GPRC6A	Gene21131
RP11-400F19.18	Gene21132
CTC-571O20.1	Gene21133
RP11-326C3.7	Gene21134
SLC12A1	Gene21135
AL133243.3	Gene21136
STXBP3	Gene21137
RND2	Gene21138
SUSD3	Gene21139
AC009961.1	Gene21140
TAGAP	Gene21141
TFAP2B	Gene21142
B4GALT1	Gene21143
RP11-2H3.7	Gene21144
ZNF420	Gene21145
EFCC1	Gene21146
POC5	Gene21147
LINC02008	Gene21148
LINC01661	Gene21149
TDRP	Gene21150
AHR	Gene21151
AXL	Gene21152
H3F3BP1	Gene21153
VSIG2	Gene21154
RP11-506H20.1	Gene21155
ATP5PB	Gene21156
SLC25A45	Gene21157
SEPSECS	Gene21158
AC007036.5	Gene21159
ITFG3	Gene21160
CCDC88B	Gene21161
C1orf87	Gene21162
C20orf195	Gene21163
KCNK17	Gene21164
MIR1282	Gene21165
C6orf49	Gene21166
RP11-196H14.4	Gene21167
SDF4	Gene21168
NPM1P27	Gene21169
RP11-166B2.8	Gene21170
EEF1A1P12	Gene21171
MUL1	Gene21172
MIR4728	Gene21173
NAP1L4P3	Gene21174
CIAO1	Gene21175
NMUR1	Gene21176
AL354680.1	Gene21177
HIGD1B	Gene21178
AC092153.1	Gene21179
PLTP	Gene21180
FAM115C	Gene21181
PVRIG2P	Gene21182
AL022068.1	Gene21183
ALG5	Gene21184
AC022098.2	Gene21185
ZNF140	Gene21186
RNU7-71P	Gene21187
RP11-534C12.1	Gene21188
SUSD4	Gene21189
AL021155.5	Gene21190
SPECC1	Gene21191
RP11-363E7.4	Gene21192
JPX_2	Gene21193
RP11-38L15.8	Gene21194
EEF1E1P1	Gene21195
PLEKHA7	Gene21196
HNRNPLP2	Gene21197
CTD-3025N20.3	Gene21198
SPANXN1	Gene21199
AC254562.3	Gene21200
LOC101929983	Gene21201
AL358852.1	Gene21202
AL355773.1	Gene21203
CDON	Gene21204
DRD3	Gene21205
MNDA	Gene21206
ACRC	Gene21207
MIR6758	Gene21208
RP11-817J15.3	Gene21209
SERPINC1	Gene21210
AL080317.3	Gene21211
LINC00871	Gene21212
WDR6	Gene21213
MARS	Gene21214
CCT5P1	Gene21215
SMAD1	Gene21216
AL355516.1	Gene21217
CTBP2P8	Gene21218
RSPH10B2	Gene21219
AC120193.1	Gene21220
PRSS16	Gene21221
SNU13	Gene21222
RP11-806H10.4	Gene21223
AC008555.5	Gene21224
LINC01268	Gene21225
URAHP	Gene21226
RP11-122M14.1	Gene21227
AP006564.1	Gene21228
AC116407.1	Gene21229
HDAC6	Gene21230
HSD3B7	Gene21231
AKAP13	Gene21232
AP000487.6	Gene21233
RP11-757G1.6	Gene21234
PPEF2	Gene21235
MTRNR2L5	Gene21236
CAB39L	Gene21237
USP4	Gene21238
MYO1D	Gene21239
CALD1	Gene21240
ACTR3	Gene21241
RP11-611O2.3	Gene21242
ATP2C2-AS1	Gene21243
THSD4	Gene21244
RNU5E-1	Gene21245
C4orf51	Gene21246
STX6	Gene21247
RNU6-82P	Gene21248
RPL17P35	Gene21249
AC016734.2	Gene21250
RP11-650P15.1	Gene21251
VGLL2	Gene21252
NLRP7	Gene21253
KCNMA1-AS1	Gene21254
AP003385.2	Gene21255
SDC4	Gene21256
C1orf220	Gene21257
C3orf33	Gene21258
RNU6-767P	Gene21259
TEX37	Gene21260
ENSAP2	Gene21261
SPANXC	Gene21262
LRP11	Gene21263
PLA2G7	Gene21264
AC060226.1	Gene21265
AC023271.1	Gene21266
FP565260.3	Gene21267
OBI1	Gene21268
RP11-20B24.5	Gene21269
XK	Gene21270
IL20RB	Gene21271
WDR77	Gene21272
SRP72P2	Gene21273
AC008467.1	Gene21274
AC022210.2	Gene21275
JMJD1C	Gene21276
ZBED6CL	Gene21277
DNAH10	Gene21278
FAM69B	Gene21279
AC078864.1	Gene21280
LMO4	Gene21281
TOB1-AS1	Gene21282
AC012501.2	Gene21283
RP11-961A15.1	Gene21284
RNU6-1111P	Gene21285
C18orf42	Gene21286
CMTM7	Gene21287
RNU6-946P	Gene21288
FAM231A	Gene21289
FRMD8	Gene21290
LEFTY2	Gene21291
OR5K3	Gene21292
AC087741.2	Gene21293
C3	Gene21294
PYCARD-AS1	Gene21295
MGST3	Gene21296
RP11-110I1.14	Gene21297
RPL3P7	Gene21298
MTRNR2L3	Gene21299
BPNT1	Gene21300
RP11-113C12.4	Gene21301
NXNL1	Gene21302
RN7SKP69	Gene21303
RP11-89H19.1	Gene21304
KLHL7-AS1	Gene21305
SCAF1	Gene21306
SPATA31C2	Gene21307
DPH3	Gene21308
SLC26A7	Gene21309
PRRG3	Gene21310
OR51L1	Gene21311
AC025164.1	Gene21312
AC097634.2	Gene21313
RP11-5A11.2	Gene21314
MAGEA10	Gene21315
SNORA69	Gene21316
GALC	Gene21317
ANKRD34B	Gene21318
STK40	Gene21319
CIAPIN1P	Gene21320
MTERF3	Gene21321
COPE	Gene21322
SH2B2	Gene21323
GLYATL1	Gene21324
AC012363.1	Gene21325
SEPTIN7	Gene21326
RP11-486P11.1	Gene21327
RP11-407N17.4	Gene21328
AP000695.2	Gene21329
AC083843.2	Gene21330
RAI2	Gene21331
SYBU	Gene21332
RP11-171G2.1	Gene21333
UQCRC1	Gene21334
RP11-54D18.4	Gene21335
GCAT	Gene21336
SETD1B	Gene21337
AC097625.1	Gene21338
AL158151.3	Gene21339
RUNDC3A-AS1	Gene21340
AL135905.1	Gene21341
PNLIPRP3	Gene21342
ZNF778	Gene21343
LINC00571	Gene21344
CYP1B1-AS1	Gene21345
HERC3	Gene21346
AC091153.3	Gene21347
PRSS41	Gene21348
RP11-661G16.2	Gene21349
BRD4	Gene21350
NCS1	Gene21351
HECTD1	Gene21352
AC092066.1	Gene21353
MFAP4	Gene21354
NDUFA7	Gene21355
SLC39A13	Gene21356
DNAJB14	Gene21357
CTD-2036P10.6	Gene21358
EDN1	Gene21359
PA2G4P4	Gene21360
C1RL-AS1	Gene21361
AC008069.2	Gene21362
RP11-256I23.2	Gene21363
TMA7	Gene21364
AL445248.1	Gene21365
SPACA5B	Gene21366
KCNK4	Gene21367
ACOT12	Gene21368
GPR160	Gene21369
HMGN4	Gene21370
RP11-1193F23.1	Gene21371
MC1R	Gene21372
AP002892.1	Gene21373
TLK2P1	Gene21374
SMG5	Gene21375
LINC00839	Gene21376
APOL1	Gene21377
LINC01291	Gene21378
SMAD5	Gene21379
CTD-2010I16.1	Gene21380
GPAT4	Gene21381
ATP11A	Gene21382
COL5A2	Gene21383
TRIOBP	Gene21384
AC005609.18	Gene21385
RPL7P7	Gene21386
AC003006.7	Gene21387
ESYT1	Gene21388
ARL5B	Gene21389
CWF19L1	Gene21390
RP1-102H19.7	Gene21391
RAB6C	Gene21392
WASIR1	Gene21393
CNTROB	Gene21394
PLET1	Gene21395
AL157944.1	Gene21396
PITX3	Gene21397
RP11-661O13.1	Gene21398
RP11-434H14.1	Gene21399
SMPD1	Gene21400
AC005899.8	Gene21401
SEPT7P3	Gene21402
TMEM72-AS1	Gene21403
TOM1L2	Gene21404
RP3-430N8.11	Gene21405
AC105219.4	Gene21406
LAPTM4A	Gene21407
TCF7L2	Gene21408
GAGE13	Gene21409
RP4-717I23.3	Gene21410
TDGF1P6	Gene21411
AC011477.2	Gene21412
SLC35F5	Gene21413
HINT3	Gene21414
FGF13-AS1	Gene21415
GPR34	Gene21416
NPTXR	Gene21417
RPL12P8	Gene21418
LINC01348	Gene21419
SNORD45B	Gene21420
AC009318.3	Gene21421
AC112715.1	Gene21422
ZKSCAN2	Gene21423
WASH4P	Gene21424
BOD1L1	Gene21425
NPY2R	Gene21426
RP11-350F4.2	Gene21427
RP11-486A14.1	Gene21428
HIST1H2BJ	Gene21429
SEMA4C	Gene21430
ERCC8	Gene21431
AC008462.1	Gene21432
PIK3R3	Gene21433
SLC2A10	Gene21434
RP11-1099M24.9	Gene21435
CEBPD	Gene21436
MCTS1	Gene21437
TRAK2	Gene21438
CAMK2N1	Gene21439
AC025154.2	Gene21440
ATIC	Gene21441
OR8B12	Gene21442
RP4-616B8.5	Gene21443
AC118549.1	Gene21444
ACTRT1	Gene21445
CD81	Gene21446
LINC02321	Gene21447
AC110602.1	Gene21448
Z98752.4	Gene21449
TEX11	Gene21450
EIF4EBP2	Gene21451
PAIP1	Gene21452
RP11-550A18.1	Gene21453
NAP1L4	Gene21454
KB-1205A7.2	Gene21455
RP11-144O23.22	Gene21456
AL136131.3	Gene21457
AC010976.1	Gene21458
RP11-160C18.2	Gene21459
XXbac-B562F10.11	Gene21460
FAM234B	Gene21461
LBH	Gene21462
