gene	anon_id
ZNF793	Gene19339
NEAT1_3	Gene19340
KB-1930G5.4	Gene19341
GCNT4	Gene19342
PEX11B	Gene19343
RP11-64P14.7	Gene19344
NRXN1	Gene19345
TCP1	Gene19346
FKBP2	Gene19347
SPATA19	Gene19348
BMPR1B-AS1	Gene19349
RP11-350J20.5	Gene19350
CA12	Gene19351
RMRP	Gene19352
BOLA3-AS1	Gene19353
CLEC4G	Gene19354
C19orf43	Gene19355
RP5-1099D15.1	Gene19356
AL133453.1	Gene19357
AC007193.9	Gene19358
KCNQ1OT1_1	Gene19359
EDN3	Gene19360
OR5I1	Gene19361
AC023503.1	Gene19362
RP11-296A18.6	Gene19363
PVRL4	Gene19364
AC010969.3	Gene19365
ARHGEF9	Gene19366
OR10Q1	Gene19367
ABCA10	Gene19368
BCAN	Gene19369
AL158211.2	Gene19370
NDFIP1	Gene19371
ZNF696	Gene19372
RNF2P1	Gene19373
ANKRD66	Gene19374
TENM2	Gene19375
RP11-571M6.17	Gene19376
RPL17	Gene19377
PCP4L1	Gene19378
AL139423.1	Gene19379
RP11-574K11.31	Gene19380
Y_RNA	Gene19381
TRIM64	Gene19382
EIF2AK1	Gene19383
RP11-382A20.1	Gene19384
CDV3	Gene19385
PCDHGB9P	Gene19386
CR848007.2	Gene19387
PCNXL2	Gene19388
DDR1	Gene19389
PRR20D	Gene19390
MAGEA9B	Gene19391
C1orf233	Gene19392
CDO1	Gene19393
NALT1	Gene19394
HNRNPF	Gene19395
PEBP4	Gene19396
REM2	Gene19397
MEG3	Gene19398
PRSS8	Gene19399
AC011447.3	Gene19400
ACBD7	Gene19401
MFN2	Gene19402
AC097467.3	Gene19403
USP2	Gene19404
RP11-388M20.1	Gene19405
LINC02299	Gene19406
TNKS2-AS1	Gene19407
TMEM184A	Gene19408
AC020891.2	Gene19409
RP11-435O5.4	Gene19410
RP11-180M15.6	Gene19411
AL713852.1	Gene19412
RP11-466H18.1	Gene19413
NCAPG2	Gene19414
RP11-392P7.6	Gene19415
KRTAP16-1	Gene19416
PCAT7	Gene19417
AC003989.4	Gene19418
RP11-437B10.1	Gene19419
SNORA7	Gene19420
RP11-360N9.3	Gene19421
SEPTIN9	Gene19422
MRPS30	Gene19423
DND1	Gene19424
AC005332.8	Gene19425
RP11-195E2.4	Gene19426
POLR2J	Gene19427
USP13	Gene19428
INPP5F	Gene19429
CTD-3032J10.2	Gene19430
C5orf56	Gene19431
HIST1H2AD	Gene19432
C1orf64	Gene19433
CLIP1	Gene19434
RFWD3	Gene19435
RS1	Gene19436
AC010615.2	Gene19437
SIRPB2	Gene19438
SNORA12	Gene19439
AL671710.1	Gene19440
CTD-2027I19.3	Gene19441
RASGRP2	Gene19442
AL391244.2	Gene19443
TMEM132D	Gene19444
AOAH	Gene19445
DICER1	Gene19446
AL117379.1	Gene19447
CIB1	Gene19448
NLGN2	Gene19449
PRPF38B	Gene19450
RP11-228B15.4	Gene19451
RELL1	Gene19452
SNHG29	Gene19453
KDELR2	Gene19454
PHRF1	Gene19455
RP11-843P14.1	Gene19456
BNIP3P17	Gene19457
PARL	Gene19458
AC087362.1	Gene19459
INHA	Gene19460
CTD-2186M15.3	Gene19461
RP11-318A15.7	Gene19462
RP4-683M8.2	Gene19463
RP11-415F23.3	Gene19464
NSUN4	Gene19465
EFCAB12	Gene19466
AC139100.2	Gene19467
GART	Gene19468
EDC4	Gene19469
HPS3	Gene19470
XXbac-BPG32J3.20	Gene19471
NCKAP1L	Gene19472
POTEB2	Gene19473
PPFIBP2	Gene19474
HNRNPA1P53	Gene19475
AKIP1	Gene19476
TMEM30B	Gene19477
CTA-228A9.3	Gene19478
AC134312.4	Gene19479
PPAPDC2	Gene19480
CLINT1	Gene19481
AC099778.1	Gene19482
CFDP1	Gene19483
HNRNPA1P15	Gene19484
KRT10	Gene19485
AC103808.1	Gene19486
FAM134C	Gene19487
RP11-153M3.1	Gene19488
LENG1	Gene19489
ZNF780B	Gene19490
RP11-1006G14.2	Gene19491
CYP2A13	Gene19492
TEX13A	Gene19493
ATP1B2	Gene19494
FAM66D	Gene19495
AC008115.1	Gene19496
AL162632.3	Gene19497
CDH22	Gene19498
RIMBP3C	Gene19499
AC026367.3	Gene19500
RP5-998N21.10	Gene19501
CITF22-49E9.3	Gene19502
P2RY14	Gene19503
AC090018.2	Gene19504
RP3-337H4.9	Gene19505
BNIP3P25	Gene19506
AC022306.2	Gene19507
LINC00987	Gene19508
RNU6-571P	Gene19509
RGL2	Gene19510
AC018804.3	Gene19511
RP11-45M22.2	Gene19512
EBLN3P	Gene19513
CEP78	Gene19514
LRP12	Gene19515
C9orf131	Gene19516
TUT4	Gene19517
FZD10	Gene19518
SIK2	Gene19519
KIAA2012-AS1	Gene19520
CGNL1	Gene19521
ETAA1	Gene19522
ARMC8P1	Gene19523
IL15RA	Gene19524
SPECC1L-ADORA2A	Gene19525
RP1-317E23.6	Gene19526
FAM83C-AS1	Gene19527
ELAC1	Gene19528
GLYATL1P3	Gene19529
L1CAM	Gene19530
CALCB	Gene19531
RP4-682C21.2	Gene19532
ANP32D	Gene19533
FASN	Gene19534
NEUROD1	Gene19535
AC107294.2	Gene19536
ABHD12	Gene19537
RP11-1246C19.1	Gene19538
TPSP2	Gene19539
GPS2	Gene19540
SNORD99	Gene19541
FUT4	Gene19542
RP11-989F5.1	Gene19543
AC026471.2	Gene19544
MRPS18A	Gene19545
RTN4	Gene19546
ZNF366	Gene19547
RP4-612B15.2	Gene19548
DNAAF3	Gene19549
RP11-5A19.5	Gene19550
RP13-36G14.4	Gene19551
RP5-906A24.2	Gene19552
ZNF180	Gene19553
RIIAD1	Gene19554
SLC6A15	Gene19555
CTD-2215L10.1	Gene19556
ZNF736	Gene19557
PRR19	Gene19558
UGGT2	Gene19559
ESAM	Gene19560
CTD-2292M16.8	Gene19561
RAD1	Gene19562
MIR573	Gene19563
PFKFB3	Gene19564
RP11-981G7.6	Gene19565
TRAPPC1	Gene19566
ASB4	Gene19567
HS3ST3B1	Gene19568
AC013403.2	Gene19569
CCDC142	Gene19570
GSDMC	Gene19571
CDKN2B-AS_3	Gene19572
SNORD3B-2	Gene19573
RP11-399K21.11	Gene19574
RP11-680F20.6	Gene19575
Z95331.1	Gene19576
TMEM54	Gene19577
LNCAROD	Gene19578
RP11-407N8.5	Gene19579
KCNC2	Gene19580
TNIP1	Gene19581
EIF4EBP3	Gene19582
GATS	Gene19583
TNFAIP3	Gene19584
SV2A	Gene19585
VTA1	Gene19586
LOC101927572	Gene19587
GAST	Gene19588
SNTB1	Gene19589
BAP1	Gene19590
MAP7	Gene19591
CTD-2227E11.1	Gene19592
DISC1	Gene19593
AL121917.1	Gene19594
LRRC38	Gene19595
STEAP1B	Gene19596
TPTE2	Gene19597
REXO1	Gene19598
RP11-384A12.1	Gene19599
RP13-298C8.3	Gene19600
AC010864.1	Gene19601
LINC02739	Gene19602
LEPREL4	Gene19603
PIBF1	Gene19604
RP11-647K16.1	Gene19605
KRTAP19-2	Gene19606
AL138686.1	Gene19607
RP11-447H19.4	Gene19608
NUDCD2	Gene19609
ARHGEF37	Gene19610
RIPK2	Gene19611
RAD17P2	Gene19612
RP11-392E22.11	Gene19613
RPN2	Gene19614
ZBTB14	Gene19615
RP11-114L10.2	Gene19616
OR7E38P	Gene19617
SFTPD-AS1	Gene19618
SPRR4	Gene19619
ZMYM4	Gene19620
LINC00176	Gene19621
AMZ1	Gene19622
ERVV-2	Gene19623
SRD5A3	Gene19624
RP5-963E22.6	Gene19625
ZNF511	Gene19626
AC091181.2	Gene19627
AL359378.1	Gene19628
FREM2-AS1	Gene19629
LINC02542	Gene19630
AL121983.2	Gene19631
INTS13	Gene19632
VDAC3	Gene19633
LINC02830	Gene19634
RP11-1021N1.1	Gene19635
USP14	Gene19636
NPIPA5	Gene19637
FAM135B	Gene19638
ITCH-AS1	Gene19639
DEPDC7	Gene19640
IRAK1BP1	Gene19641
ALKAL2	Gene19642
SDR42E2	Gene19643
CH17-472G23.2	Gene19644
KRTAP22-2	Gene19645
PTHLH	Gene19646
THAP7-AS1	Gene19647
AC008522.1	Gene19648
AC010996.1	Gene19649
SUMO1P3	Gene19650
TMEM8C	Gene19651
IRF2BP2	Gene19652
AL132655.1	Gene19653
ZNF835	Gene19654
HOXA5	Gene19655
CTD-2026K11.2	Gene19656
FHOD3	Gene19657
AC116914.2	Gene19658
KPNB1	Gene19659
FAM46A	Gene19660
AL031429.1	Gene19661
PDE12	Gene19662
PRKX-AS1	Gene19663
AC023509.3	Gene19664
FAM92B	Gene19665
RP11-572B2.1	Gene19666
NEXMIF	Gene19667
RNU6-1098P	Gene19668
MIR3143	Gene19669
CSRP3-AS1	Gene19670
WWP1	Gene19671
KLHL35	Gene19672
GLOD5	Gene19673
RPS24P16	Gene19674
PSMC1P7	Gene19675
POP7	Gene19676
AL161725.1	Gene19677
GJA10	Gene19678
OR4K13	Gene19679
PLOD2	Gene19680
SPATA31A3	Gene19681
DYRK1A	Gene19682
FOXJ1	Gene19683
RP4-601P9.1	Gene19684
ARHGAP5-AS1	Gene19685
TUG1_4	Gene19686
LINC01137	Gene19687
AQP3	Gene19688
FRA10AC1	Gene19689
RP11-65L3.3	Gene19690
UROD	Gene19691
RP11-480G7.1	Gene19692
LINC01105	Gene19693
OPRD1	Gene19694
RNF44	Gene19695
RP11-252P19.1	Gene19696
AL138966.2	Gene19697
RP11-856F16.2	Gene19698
RP11-8L18.3	Gene19699
RP4-760C5.3	Gene19700
HECTD3	Gene19701
AP000880.1	Gene19702
AC093157.1	Gene19703
POLA1	Gene19704
ASB11	Gene19705
REM1	Gene19706
FRG2C	Gene19707
LINC00543	Gene19708
AC092053.4	Gene19709
RNF111	Gene19710
FAS-AS1	Gene19711
Z93943.1	Gene19712
AK1	Gene19713
RN7SKP107	Gene19714
SLAMF1	Gene19715
WASH1	Gene19716
AL008721.2	Gene19717
RP11-146F11.1	Gene19718
SNHG20	Gene19719
ZNF441	Gene19720
ZCWPW1	Gene19721
AL078644.2	Gene19722
LEMD3	Gene19723
RPS4XP11	Gene19724
EN1	Gene19725
FLJ42627	Gene19726
Z96074.1	Gene19727
HAUS6P1	Gene19728
C12orf80	Gene19729
MEIS3	Gene19730
NRN1	Gene19731
RP4-569M23.5	Gene19732
SPINT2	Gene19733
RP11-17J14.2	Gene19734
RYR3	Gene19735
AC004830.2	Gene19736
FAM162B	Gene19737
KCNG4	Gene19738
ASCL4	Gene19739
LINC02014	Gene19740
MYOCOS	Gene19741
AHSG	Gene19742
GOLGA6C	Gene19743
CDC73	Gene19744
AL590666.2	Gene19745
WNK2	Gene19746
TNS3	Gene19747
RP11-350E12.4	Gene19748
CD58	Gene19749
UQCRHL	Gene19750
RP11-20G6.1	Gene19751
UFD1	Gene19752
NLRP2	Gene19753
SMIM14	Gene19754
RP4-734P14.4	Gene19755
LRIF1	Gene19756
JPH3	Gene19757
CTC-444N24.13	Gene19758
AC020910.4	Gene19759
TXNDC12	Gene19760
STAB1	Gene19761
RP11-468E2.11	Gene19762
RNU1-109P	Gene19763
AL031772.1	Gene19764
AC009754.2	Gene19765
RP3-395M20.12	Gene19766
MAFIP	Gene19767
ADAM7	Gene19768
ITPRID2	Gene19769
CKMT1B	Gene19770
HNRNPR	Gene19771
RP11-434B12.1	Gene19772
PTCHD4	Gene19773
RABEPK	Gene19774
BCCIP	Gene19775
PACRGL	Gene19776
RP11-631M6.3	Gene19777
RBP3	Gene19778
CTD-3014M21.1	Gene19779
RP11-424M22.3	Gene19780
RP11-15L13.4	Gene19781
AP4E1	Gene19782
RRP12	Gene19783
RP11-93H12.4	Gene19784
RP11-170M17.2	Gene19785
FAM63A	Gene19786
NUTM1	Gene19787
RP11-791G16.2	Gene19788
MVB12B	Gene19789
ZSWIM8-AS1	Gene19790
Z69720.1	Gene19791
AF127577.13	Gene19792
SLC16A7	Gene19793
MAGEC1	Gene19794
CKS2	Gene19795
MDFI	Gene19796
P2RX5-TAX1BP3	Gene19797
AC091045.1	Gene19798
AL391069.3	Gene19799
HNRNPAB	Gene19800
IMPA2	Gene19801
RP1-92O14.6	Gene19802
MAN1C1	Gene19803
SMCHD1	Gene19804
SCARNA23	Gene19805
RP11-77K12.9	Gene19806
RP1-125I3.2	Gene19807
CCDC173	Gene19808
AC026979.2	Gene19809
TSKU	Gene19810
CENPM	Gene19811
RP11-747H7.1	Gene19812
ELMOD3	Gene19813
AL589666.1	Gene19814
RNA5SP304	Gene19815
LINC01937	Gene19816
AL034550.2	Gene19817
XPO4	Gene19818
GAN	Gene19819
IZUMO2	Gene19820
TMEM225B	Gene19821
LINC01297	Gene19822
MAGEA6	Gene19823
RP13-131K19.7	Gene19824
CCT8L2	Gene19825
SLAIN2	Gene19826
BZRAP1-AS1	Gene19827
LDHA	Gene19828
C6orf226	Gene19829
REPS1	Gene19830
AC117834.1	Gene19831
AL157893.2	Gene19832
AL121933.2	Gene19833
RPL39P34	Gene19834
AC093838.1	Gene19835
DENND1A	Gene19836
SZT2	Gene19837
L34079.2	Gene19838
RP1-137D17.1	Gene19839
RP11-228M15.1	Gene19840
CD276	Gene19841
LINC00624	Gene19842
AP001825.1	Gene19843
C9orf41-AS1	Gene19844
NBPF19	Gene19845
CNTRL	Gene19846
LINC02428	Gene19847
LINC00551	Gene19848
Z69706.1	Gene19849
RNF17	Gene19850
RP11-507B12.1	Gene19851
AC069431.1	Gene19852
RP11-250B2.3	Gene19853
CXXC5	Gene19854
PRORP	Gene19855
RP11-529K1.3	Gene19856
SPOCK3	Gene19857
AC139795.2	Gene19858
RP4-789D17.5	Gene19859
FBXO11	Gene19860
TC2N	Gene19861
AC130324.2	Gene19862
SPDYE3	Gene19863
MRTFB	Gene19864
RP1-317E23.3	Gene19865
AC104162.2	Gene19866
AC024075.3	Gene19867
KCNE2	Gene19868
CRISPLD1	Gene19869
RP11-391L3.4	Gene19870
PTCRA	Gene19871
RP11-203J24.9	Gene19872
RP11-638I2.9	Gene19873
AC009948.7	Gene19874
OR1L6	Gene19875
PCBP2-OT1	Gene19876
MSTO1	Gene19877
DNAJC25	Gene19878
RP11-819C21.1	Gene19879
RP11-734K21.2	Gene19880
DDOST	Gene19881
HLA-DMA	Gene19882
AC107072.2	Gene19883
SUDS3P1	Gene19884
SLC27A1	Gene19885
ARHGAP23	Gene19886
FUT1	Gene19887
ZBED1	Gene19888
KLF13	Gene19889
ERBB3	Gene19890
PDCD1	Gene19891
AL359715.3	Gene19892
FCHSD1	Gene19893
RP11-474L11.5	Gene19894
RP11-379F4.8	Gene19895
RP11-116K4.1	Gene19896
AL137856.1	Gene19897
AC016907.3	Gene19898
PRRX2	Gene19899
IRX2	Gene19900
AKAP8	Gene19901
RP11-347C18.5	Gene19902
LETM1	Gene19903
TICAM2	Gene19904
AC104316.2	Gene19905
CARD16	Gene19906
RP11-229P13.25	Gene19907
RP11-152H18.4	Gene19908
C18orf25	Gene19909
AL139288.1	Gene19910
RGS11	Gene19911
AMH	Gene19912
RAMP2-AS1	Gene19913
MAP4K2	Gene19914
SFXN1	Gene19915
YTHDF3-AS1	Gene19916
AC016596.1	Gene19917
RP11-351O1.4	Gene19918
ZNF621	Gene19919
TCF7L1	Gene19920
ZNF208	Gene19921
TRIR	Gene19922
IKBKB	Gene19923
RP1-265C24.8	Gene19924
RP11-151A6.6	Gene19925
AC116913.1	Gene19926
PCK1	Gene19927
HSD17B2	Gene19928
FIBP	Gene19929
RP11-638I2.8	Gene19930
RP11-573N10.1	Gene19931
NOMO2	Gene19932
AD000090.1	Gene19933
RP11-89N17.4	Gene19934
AL162759.1	Gene19935
SPANXB1	Gene19936
GSTCD	Gene19937
GML	Gene19938
HDAC1P2	Gene19939
RP11-801G16.2	Gene19940
RP11-119D9.1	Gene19941
AK7	Gene19942
LINC00266-1	Gene19943
ZNF461	Gene19944
RP1-90G24.10	Gene19945
RP11-624D20.1	Gene19946
RP11-538P18.2	Gene19947
TRAF6	Gene19948
EXTL3	Gene19949
RP11-379F4.6	Gene19950
AC004520.1	Gene19951
RAP1GAP	Gene19952
PADI1	Gene19953
AL133243.4	Gene19954
RNF217	Gene19955
PTPN13	Gene19956
PSPC1P1	Gene19957
CD5	Gene19958
CKLF-CMTM1	Gene19959
RP11-545G3.1	Gene19960
RP11-276E15.4	Gene19961
LINC02579	Gene19962
FNTAL1	Gene19963
PCDHA7	Gene19964
AC104304.3	Gene19965
HLA-V	Gene19966
RD3	Gene19967
AC018766.5	Gene19968
CFAP300	Gene19969
ANO9	Gene19970
CTD-2192J16.24	Gene19971
GOT2	Gene19972
RP11-812I20.2	Gene19973
RNF141	Gene19974
AC104971.1	Gene19975
ELOVL6	Gene19976
WNT10B	Gene19977
AC092757.3	Gene19978
BCDIN3D-AS1	Gene19979
BICDL1	Gene19980
CTD-2555A7.2	Gene19981
OR13E1P	Gene19982
PTPRT	Gene19983
GAPDHP21	Gene19984
CUL3	Gene19985
MAP3K20-AS1	Gene19986
WHAMMP3	Gene19987
DFFBP1	Gene19988
ST7L	Gene19989
TECR	Gene19990
RP11-815J21.3	Gene19991
RASSF7	Gene19992
LINC00471	Gene19993
AC102953.2	Gene19994
CTC-339F2.2	Gene19995
RIMKLBP1	Gene19996
AL121839.2	Gene19997
WASL	Gene19998
LINC02694	Gene19999
UHRF2	Gene20000
RP11-797A18.6	Gene20001
FAM84B	Gene20002
KCMF1	Gene20003
EXOC3L2	Gene20004
TMPRSS5	Gene20005
MMAA	Gene20006
DDX23	Gene20007
SNORD32A	Gene20008
NCBP3	Gene20009
GPR18	Gene20010
CTD-2008E3.1	Gene20011
AC004156.3	Gene20012
AL139021.2	Gene20013
CH17-189H20.1	Gene20014
VASH1-AS1	Gene20015
ZNRF4	Gene20016
RPL32P26	Gene20017
RP5-1142A6.10	Gene20018
TMPRSS11A	Gene20019
C16orf58	Gene20020
RMND5A	Gene20021
RP11-403P17.2	Gene20022
LMOD2	Gene20023
SENP2	Gene20024
C10orf126	Gene20025
RP11-500C12.1	Gene20026
AC112484.3	Gene20027
RP11-19G24.2	Gene20028
AC068722.1	Gene20029
TIGD5	Gene20030
RP11-350J20.9	Gene20031
LURAP1L-AS1	Gene20032
RP3-325F22.5	Gene20033
RP11-611L7.2	Gene20034
HOXD4	Gene20035
C2orf68	Gene20036
AC126755.2	Gene20037
FOXD1-AS1	Gene20038
AC010327.3	Gene20039
RP11-423G4.10	Gene20040
MMP12	Gene20041
RP11-649A18.3	Gene20042
DUOX1	Gene20043
PPIL6	Gene20044
RP4-678D15.1	Gene20045
CASR	Gene20046
ADAM17	Gene20047
RP11-1103G16.1	Gene20048
LILRB3	Gene20049
RP11-90K17.2	Gene20050
RP11-56H16.1	Gene20051
RP11-603J24.7	Gene20052
AC007130.1	Gene20053
MELTF	Gene20054
RND3	Gene20055
RNU4ATAC17P	Gene20056
ZMYM6	Gene20057
AC098973.1	Gene20058
CDPF1	Gene20059
PSMA6P4	Gene20060
NF1P8	Gene20061
AC007050.18	Gene20062
OR7A10	Gene20063
C5	Gene20064
HEPH	Gene20065
RBM8B	Gene20066
AC104370.1	Gene20067
ZNF395	Gene20068
GNPDA2	Gene20069
AC023051.1	Gene20070
RP11-177G23.1	Gene20071
ZNF800	Gene20072
RP13-143G15.4	Gene20073
RHEX	Gene20074
Z99127.1	Gene20075
NDUFA4L2	Gene20076
PITRM1	Gene20077
NXT2	Gene20078
CTC-471F3.5	Gene20079
FAM65A	Gene20080
F2RL1	Gene20081
SPATA24	Gene20082
SLCO6A1	Gene20083
SV2B	Gene20084
HSPB11	Gene20085
GEMIN4	Gene20086
RP11-351A11.1	Gene20087
XX-C00717C00720L.1	Gene20088
RABL3	Gene20089
CTD-3193O13.11	Gene20090
ZNF221	Gene20091
TRIAP1	Gene20092
FCRLA	Gene20093
TRIM39-RPP21	Gene20094
TMC3-AS1	Gene20095
RP11-205M5.3	Gene20096
KRT8P12	Gene20097
HDAC2-AS2	Gene20098
NPHS1	Gene20099
AF131216.1	Gene20100
AP001062.8	Gene20101
LINC02851	Gene20102
FARP2	Gene20103
RP11-39C10.1	Gene20104
Sep.14	Gene20105
LOC100133267	Gene20106
AL049557.1	Gene20107
SORCS1	Gene20108
AC006277.3	Gene20109
AC122129.1	Gene20110
MSANTD4	Gene20111
RP11-379B8.1	Gene20112
MAF	Gene20113
GABRR3	Gene20114
SLC13A2	Gene20115
CTD-2525I3.5	Gene20116
AC097658.3	Gene20117
TTYH2	Gene20118
MMP24-AS1	Gene20119
ANKRD20A8P	Gene20120
SPTLC1	Gene20121
GSAP	Gene20122
RP11-438J1.1	Gene20123
H2AFZP4	Gene20124
RP11-288H12.3	Gene20125
VPS35P1	Gene20126
NUDT13	Gene20127
AC005306.1	Gene20128
CERK	Gene20129
ZNF850	Gene20130
GLB1L2	Gene20131
PIGV	Gene20132
RP11-134L10.1	Gene20133
SNORD20	Gene20134
TCEA2	Gene20135
BANK1	Gene20136
STK36	Gene20137
MAS1L	Gene20138
RPL21P121	Gene20139
GPM6B	Gene20140
RP5-1000K24.2	Gene20141
AC080002.1	Gene20142
AC078864.2	Gene20143
RP11-370A5.1	Gene20144
AC040173.1	Gene20145
TCHHL1	Gene20146
CH507-338C24.1	Gene20147
UPK3BL	Gene20148
AC009097.1	Gene20149
AC012459.1	Gene20150
AP1M1	Gene20151
AC007390.2	Gene20152
NBR2	Gene20153
VAC14-AS1	Gene20154
AC018647.2	Gene20155
AC131056.3	Gene20156
RP1-154J13.3	Gene20157
RP11-575L7.8	Gene20158
DDTL	Gene20159
SPIN2A	Gene20160
AC016876.1	Gene20161
LDLRAD4	Gene20162
SDS	Gene20163
U2AF2	Gene20164
GMDS-DT	Gene20165
AC091563.1	Gene20166
MGAT3	Gene20167
AL136295.2	Gene20168
ANGEL1	Gene20169
PSG11	Gene20170
DESI2	Gene20171
ING3	Gene20172
RP11-186B7.4	Gene20173
COLEC12	Gene20174
SLC38A4	Gene20175
PROB1	Gene20176
SIK1B	Gene20177
TMEM51	Gene20178
KLF7	Gene20179
RP13-890H12.2	Gene20180
RP11-342C20.2	Gene20181
AC020611.2	Gene20182
AC020704.1	Gene20183
RP11-592P9.3	Gene20184
RP11-28F1.2	Gene20185
PLSCR2	Gene20186
STRIP1	Gene20187
SNORD59A	Gene20188
AC055764.1	Gene20189
RP11-251G23.5	Gene20190
AC007250.1	Gene20191
LAMA1	Gene20192
CT47A7	Gene20193
ATP5F1A	Gene20194
ATG7	Gene20195
L3HYPDH	Gene20196
THAP5P1	Gene20197
ACYP1	Gene20198
ZUFSP	Gene20199
THAP11	Gene20200
KIAA1462	Gene20201
RP4-806M20.3	Gene20202
UQCC1	Gene20203
MUC6	Gene20204
RP11-1136G11.8	Gene20205
AGGF1P1	Gene20206
FRG1KP	Gene20207
RP11-71L14.3	Gene20208
GNA11	Gene20209
KANSL1L	Gene20210
WDR88	Gene20211
CPA2	Gene20212
FAM83F	Gene20213
CTB-109A12.1	Gene20214
AL035252.5	Gene20215
RP13-104F24.3	Gene20216
AC009509.1	Gene20217
AC145146.1	Gene20218
MIR548V	Gene20219
RP11-1B20.1	Gene20220
TM4SF19-TCTEX1D2	Gene20221
SMPD4	Gene20222
AF127577.1	Gene20223
IFNA2	Gene20224
AC024884.2	Gene20225
SUPV3L1	Gene20226
ALPK3	Gene20227
IRF4	Gene20228
AP000759.1	Gene20229
ERICH6B	Gene20230
RP11-475E11.9	Gene20231
SRSF9	Gene20232
AC004837.4	Gene20233
KRTAP9-9	Gene20234
AC025576.3	Gene20235
ZNF518A	Gene20236
CTD-2517M22.16	Gene20237
CABLES2	Gene20238
AC117503.1	Gene20239
CTD-2310F14.1	Gene20240
CORIN	Gene20241
PPP3CA	Gene20242
STAG2	Gene20243
IL1RAPL1	Gene20244
DEDD	Gene20245
RP11-37L2.1	Gene20246
RP5-1024C24.1	Gene20247
ZNF571-AS1	Gene20248
HSH2D	Gene20249
ZNF83	Gene20250
AC003005.2	Gene20251
RP11-181B11.2	Gene20252
C7orf26	Gene20253
RP11-248J18.2	Gene20254
AC008781.3	Gene20255
CTD-2553L13.7	Gene20256
DLX6-AS1	Gene20257
CLCA1	Gene20258
RP11-357P18.2	Gene20259
AC019205.1	Gene20260
NDUFV2P1	Gene20261
TMEM266	Gene20262
CASP10	Gene20263
HSPA1A	Gene20264
CDKN1B	Gene20265
SNORA5C	Gene20266
WDFY3-AS1	Gene20267
UNC13B	Gene20268
ZMAT1	Gene20269
BATF2	Gene20270
RP1-118J21.5	Gene20271
RP11-465N4.4	Gene20272
AC131235.2	Gene20273
AL121992.1	Gene20274
ZNHIT1	Gene20275
LINC01792	Gene20276
SCML2P2	Gene20277
CLEC18B	Gene20278
UBD	Gene20279
RP11-79P5.9	Gene20280
NMRK1	Gene20281
AC239809.3	Gene20282
RPL6P27	Gene20283
GLRA3	Gene20284
RP11-797A18.3	Gene20285
ADH5	Gene20286
RN7SKP70	Gene20287
LRRC3C	Gene20288
NRK	Gene20289
C21orf119	Gene20290
HSPE1P2	Gene20291
AC087884.1	Gene20292
AC016700.6	Gene20293
PCDHGB1	Gene20294
CST9L	Gene20295
RP11-473O4.1	Gene20296
NDUFAF4P2	Gene20297
FMR1NB	Gene20298
RP11-423E7.1	Gene20299
STK32A	Gene20300
AC139493.2	Gene20301
CDYL	Gene20302
AC004233.2	Gene20303
AL162258.2	Gene20304
ZNF77	Gene20305
PPP2R5E	Gene20306
TYRO3P	Gene20307
AP003059.1	Gene20308
LINC00592	Gene20309
MLF2	Gene20310
AC010519.1	Gene20311
H1F0	Gene20312
SMYD3	Gene20313
STAU2-AS1	Gene20314
FAM3C	Gene20315
AC008679.1	Gene20316
MNX1-AS2	Gene20317
ACOT13	Gene20318
ZNF705B	Gene20319
GRIK1-AS1	Gene20320
FCGR1B	Gene20321
SYPL1	Gene20322
CCDC126	Gene20323
RP5-907D15.3	Gene20324
NANOS2	Gene20325
MORF4L1	Gene20326
TMEM234	Gene20327
GAS2L1	Gene20328
Mar.09	Gene20329
ZBED2	Gene20330
TSLP	Gene20331
SPATA31D1	Gene20332
CCER2	Gene20333
CPLX1	Gene20334
TBC1D28	Gene20335
NDUFA9	Gene20336
PQBP1	Gene20337
MAPKAPK5-AS1	Gene20338
OR1A2	Gene20339
TEX9	Gene20340
TRIM73	Gene20341
IQCF5	Gene20342
AC008429.1	Gene20343
ETV5	Gene20344
RP4-756H11.5	Gene20345
VPS26A	Gene20346
KCNQ1OT1	Gene20347
EGLN1P1	Gene20348
RN7SL535P	Gene20349
AC018521.2	Gene20350
LINC02236	Gene20351
ZNF546	Gene20352
CH17-431G21.1	Gene20353
HTATSF1P2	Gene20354
SPACA9	Gene20355
SPATA17-AS1	Gene20356
RP13-977J11.5	Gene20357
AL162430.2	Gene20358
RP11-449H3.2	Gene20359
SPANXA1	Gene20360
RP11-390F4.3	Gene20361
LAMA4	Gene20362
RP11-109G10.1	Gene20363
C12orf40	Gene20364
RPL10AP1	Gene20365
AP001442.1	Gene20366
AC104024.4	Gene20367
AC005944.2	Gene20368
LINC01484	Gene20369
AC027698.1	Gene20370
AC002467.7	Gene20371
BICC1	Gene20372
CNBD2	Gene20373
CNTNAP5	Gene20374
EIF2AK4	Gene20375
CTD-2256P15.4	Gene20376
MBD3L4	Gene20377
RARS2	Gene20378
ATXN7.1	Gene20379
OR5AS1	Gene20380
AL022322.2	Gene20381
AC239798.2	Gene20382
RP11-462L8.1	Gene20383
RP5-956O18.3	Gene20384
RP5-1024G6.5	Gene20385
CCDC15	Gene20386
GLI2	Gene20387
GALNT1	Gene20388
TP53TG3C	Gene20389
SLC35D1	Gene20390
BNC2	Gene20391
RIOK3	Gene20392
GPC5-AS2	Gene20393
SIPA1	Gene20394
CTC-459F4.6	Gene20395
