gene	global_rank_original	global_rank_anonymized	ranks_match
EPHX1	6302	6302	True
EPHX2	8163	8163	True
EPHX3	15255	15255	True
EPHX4	11928	11928	True
EPM2A	8852	8852	True
EPM2AIP1	5657	5657	True
EPN1	7249	7249	True
EPN2	3672	3672	True
EPN2-AS1	15150	15150	True
EPN3	9670	9670	True
EPOR	692	692	True
EPPK1	1469	1469	True
EPRS	4237	4237	True
EPS15	4345	4345	True
EPS15L1	137	137	True
EPS8	5340	5340	True
EPS8L1	10866	10866	True
EPS8L2	1451	1451	True
EPSTI1	14707	14707	True
EPT1	14328	14328	True
ERAL1	9397	9397	True
ERAP1	2863	2863	True
ERAP2	11765	11765	True
ERBB2	1365	1365	True
ERBB2IP	14967	14967	True
ERBB3	1375	1375	True
ERBB4	487	487	True
ERC1	4203	4203	True
ERC2	12725	12725	True
ERCC1	3044	3044	True
ERCC2	10032	10032	True
ERCC3	4465	4465	True
ERCC4	6739	6739	True
ERCC5	4931	4931	True
ERCC6	6417	6417	True
ERCC6-PGBD3	14923	14923	True
ERCC6L	10690	10690	True
ERCC6L2	9198	9198	True
ERCC8	4585	4585	True
EREG	11478	11478	True
ERF	9710	9710	True
ERG	1387	1387	True
ERGIC1	5346	5346	True
ERGIC2	5341	5341	True
ERGIC3	9936	9936	True
ERH	9520	9520	True
ERI1	8172	8172	True
ERI2	3122	3122	True
ERI3	10366	10366	True
ERICD	14482	14482	True
ERICH1	1317	1317	True
ERICH2	11809	11809	True
ERICH5	14668	14668	True
ERICH6	13245	13245	True
ERICH6-AS1	11208	11208	True
ERLEC1	4951	4951	True
ERLIN1	6440	6440	True
ERLIN2	5375	5375	True
ERMAP	10036	10036	True
ERMARD	4332	4332	True
ERMP1	1125	1125	True
ERN1	3226	3226	True
ERO1A	13638	13638	True
ERO1B	13332	13332	True
ERP27	11327	11327	True
ERP29	6260	6260	True
ERP44	9925	9925	True
ERRFI1	123	123	True
ERV3-1	9422	9422	True
ERVK3-1	12820	12820	True
ERVMER34-1	7418	7418	True
ERVV-1	13607	13607	True
ERVV-2	15042	15042	True
ESAM	10361	10361	True
ESCO1	10164	10164	True
ESCO2	4252	4252	True
ESD	8334	8334	True
ESF1	10197	10197	True
ESPL1	3417	3417	True
ESPN	665	665	True
ESR1	474	474	True
ESR2	11635	11635	True
ESRP1	2147	2147	True
ESRP2	5907	5907	True
ESRRA	3270	3270	True
ESRRB	12811	12811	True
ESRRG	12374	12374	True
ESYT1	9953	9953	True
ESYT2	3945	3945	True
ESYT3	9116	9116	True
ETAA1	2930	2930	True
ETF1	6725	6725	True
ETFA	6331	6331	True
ETFB	3265	3265	True
ETFDH	10398	10398	True
ETHE1	4161	4161	True
ETNK1	6692	6692	True
ETNK2	773	773	True
ETS1	13754	13754	True
ETS2	479	479	True
ETV1	13716	13716	True
ETV2	9905	9905	True
ETV3	7855	7855	True
ETV4	652	652	True
ETV5	59	59	True
ETV6	1102	1102	True
ETV7	3808	3808	True
EVA1A	14828	14828	True
EVA1B	3674	3674	True
EVA1C	8709	8709	True
EVC	13950	13950	True
EVI2A	12503	12503	True
EVI2B	12246	12246	True
EVI5	8714	8714	True
EVI5L	6240	6240	True
EVL	2514	2514	True
EVPL	9739	9739	True
EVPLL	11296	11296	True
EWSAT1	13841	13841	True
EWSR1	4848	4848	True
EXD1	14732	14732	True
EXD2	2043	2043	True
EXD3	4718	4718	True
EXO1	7357	7357	True
EXO5	1210	1210	True
EXOC1	10833	10833	True
EXOC2	7745	7745	True
EXOC3	9890	9890	True
EXOC3-AS1	14583	14583	True
EXOC3L1	11814	11814	True
EXOC3L4	706	706	True
EXOC4	5887	5887	True
EXOC5	9691	9691	True
EXOC6	3832	3832	True
EXOC6B	3016	3016	True
EXOC7	7572	7572	True
EXOC8	6614	6614	True
EXOG	9581	9581	True
EXOSC1	5144	5144	True
EXOSC10	5476	5476	True
EXOSC2	5159	5159	True
EXOSC3	11031	11031	True
EXOSC4	10753	10753	True
EXOSC5	6461	6461	True
EXOSC6	10710	10710	True
EXOSC7	10323	10323	True
EXOSC8	10542	10542	True
EXOSC9	6986	6986	True
EXPH5	303	303	True
EXT1	1636	1636	True
EXT2	6046	6046	True
EXTL2	10607	10607	True
EXTL3	3487	3487	True
EXTL3-AS1	15120	15120	True
EYA1	14580	14580	True
EYA2	125	125	True
EYA3	6044	6044	True
EYA4	11122	11122	True
EYS	11269	11269	True
EZH1	3709	3709	True
EZH2	1921	1921	True
EZR	1385	1385	True
F11R	6406	6406	True
F12	10115	10115	True
F2R	232	232	True
F2RL1	682	682	True
F2RL2	14929	14929	True
F2RL3	14037	14037	True
F3	162	162	True
F5	606	606	True
F8	6857	6857	True
F8A1	4234	4234	True
FA2H	4099	4099	True
FAAH	6250	6250	True
FAAH2	4528	4528	True
FAAP100	14415	14415	True
FAAP20	13294	13294	True
FAAP24	14901	14901	True
FABP2	14850	14850	True
FABP3	14050	14050	True
FABP4	13680	13680	True
FABP5	525	525	True
FABP6	11469	11469	True
FADD	10063	10063	True
FADS1	372	372	True
FADS2	1695	1695	True
FADS3	1297	1297	True
FAF1	6516	6516	True
FAF2	5868	5868	True
FAH	10050	10050	True
FAHD1	1577	1577	True
FAHD2A	7390	7390	True
FAHD2B	1567	1567	True
FAIM	3240	3240	True
FAIM2	11472	11472	True
FALEC	14896	14896	True
FAM102A	87	87	True
FAM102B	574	574	True
FAM103A1	15036	15036	True
FAM104A	6488	6488	True
FAM104B	4833	4833	True
FAM105A	13032	13032	True
FAM107B	9560	9560	True
FAM109A	14812	14812	True
FAM109B	13469	13469	True
FAM110A	4179	4179	True
FAM110B	6528	6528	True
FAM110C	1069	1069	True
FAM110D	15199	15199	True
FAM111A	10752	10752	True
FAM111B	7781	7781	True
FAM114A1	2294	2294	True
FAM114A2	8481	8481	True
FAM117A	10618	10618	True
FAM117B	4079	4079	True
FAM118A	9874	9874	True
FAM118B	5377	5377	True
FAM120A	9311	9311	True
FAM120AOS	9517	9517	True
FAM120B	5201	5201	True
FAM120C	1767	1767	True
FAM122A	6727	6727	True
FAM122B	1769	1769	True
FAM122C	4779	4779	True
FAM124A	11660	11660	True
FAM126A	10647	10647	True
FAM126B	5893	5893	True
FAM127A	15025	15025	True
FAM127B	14409	14409	True
FAM127C	14302	14302	True
FAM129A	13556	13556	True
FAM129B	12153	12153	True
FAM131A	9199	9199	True
FAM131B	15221	15221	True
FAM131C	12322	12322	True
FAM132B	14487	14487	True
FAM133A	13109	13109	True
FAM133B	4198	4198	True
FAM134A	13857	13857	True
FAM134B	13875	13875	True
FAM134C	14558	14558	True
FAM135A	2926	2926	True
FAM136A	3629	3629	True
FAM13A	556	556	True
FAM13A-AS1	15155	15155	True
FAM13B	7989	7989	True
FAM13C	13293	13293	True
FAM149A	5330	5330	True
FAM149B1	7567	7567	True
FAM151B	12250	12250	True
FAM155A	14053	14053	True
FAM155B	7160	7160	True
FAM156A	11433	11433	True
FAM156B	14894	14894	True
FAM157A	14138	14138	True
FAM157C	11762	11762	True
FAM160A1	7180	7180	True
FAM160A2	8747	8747	True
FAM160B1	8969	8969	True
FAM160B2	1389	1389	True
FAM161A	3285	3285	True
FAM161B	7424	7424	True
FAM162A	6585	6585	True
FAM167A	1176	1176	True
FAM167B	12141	12141	True
FAM168A	4403	4403	True
FAM168B	5220	5220	True
FAM169A	2321	2321	True
FAM171A1	170	170	True
FAM171A2	3617	3617	True
FAM171B	722	722	True
FAM172A	4214	4214	True
FAM173A	12209	12209	True
FAM173B	12230	12230	True
FAM174A	9099	9099	True
FAM174B	9478	9478	True
FAM175A	14426	14426	True
FAM175B	15149	15149	True
FAM177A1	1598	1598	True
FAM177B	12386	12386	True
FAM178B	1137	1137	True
FAM179B	14697	14697	True
FAM182B	13079	13079	True
FAM183A	1966	1966	True
FAM184A	12443	12443	True
FAM184B	12054	12054	True
FAM185A	3545	3545	True
FAM186A	13309	13309	True
FAM186B	14988	14988	True
FAM188A	13771	13771	True
FAM189A1	12136	12136	True
FAM189A2	6994	6994	True
FAM189B	10215	10215	True
FAM192A	10808	10808	True
FAM193A	10905	10905	True
FAM193B	8675	8675	True
FAM195A	13376	13376	True
FAM195B	14900	14900	True
FAM196A	13913	13913	True
FAM198A	13784	13784	True
FAM198B	11387	11387	True
FAM199X	4986	4986	True
FAM19A2	14810	14810	True
FAM19A5	11264	11264	True
FAM200A	4918	4918	True
FAM200B	1498	1498	True
FAM201A	12667	12667	True
FAM204A	10171	10171	True
FAM206A	12278	12278	True
FAM207A	3163	3163	True
FAM208A	11399	11399	True
FAM208B	11876	11876	True
FAM209A	12540	12540	True
FAM209B	11745	11745	True
FAM20A	12320	12320	True
FAM20B	9196	9196	True
FAM20C	809	809	True
FAM210A	5741	5741	True
FAM210B	6779	6779	True
FAM212B	13433	13433	True
FAM213A	11473	11473	True
FAM213B	11938	11938	True
FAM214A	1168	1168	True
FAM214B	1254	1254	True
FAM216A	896	896	True
FAM217A	14809	14809	True
FAM217B	10456	10456	True
FAM218A	12891	12891	True
FAM219A	2648	2648	True
FAM219B	2471	2471	True
FAM21A	14500	14500	True
FAM21C	15212	15212	True
FAM220A	12400	12400	True
FAM221A	7724	7724	True
FAM222A	6200	6200	True
FAM222A-AS1	13230	13230	True
FAM222B	4642	4642	True
FAM225A	14829	14829	True
FAM227A	12537	12537	True
FAM227B	5000	5000	True
FAM228B	11057	11057	True
FAM229A	6380	6380	True
FAM229B	4626	4626	True
FAM24B	8209	8209	True
FAM25A	843	843	True
FAM26F	13348	13348	True
FAM32A	5734	5734	True
FAM35A	14299	14299	True
FAM3A	10902	10902	True
FAM3B	14925	14925	True
FAM3C	6755	6755	True
FAM41C	14477	14477	True
FAM43A	5917	5917	True
FAM45A	12355	12355	True
FAM46A	13833	13833	True
FAM46B	13159	13159	True
FAM46C	13473	13473	True
FAM47E	10179	10179	True
FAM49A	14081	14081	True
FAM49B	4478	4478	True
FAM50A	3476	3476	True
FAM50B	9801	9801	True
FAM53A	4511	4511	True
FAM53B	3650	3650	True
FAM53C	8554	8554	True
FAM57A	12101	12101	True
FAM57B	11314	11314	True
FAM58A	15122	15122	True
FAM60A	14831	14831	True
FAM63A	13399	13399	True
FAM63B	14446	14446	True
FAM64A	13510	13510	True
FAM65A	14742	14742	True
FAM65C	14104	14104	True
FAM66C	12554	12554	True
FAM69A	11569	11569	True
FAM69B	13543	13543	True
FAM71D	12925	12925	True
FAM71E1	8906	8906	True
FAM71F1	15015	15015	True
FAM71F2	12172	12172	True
FAM72A	2747	2747	True
FAM72B	11514	11514	True
FAM72C	13423	13423	True
FAM72D	11322	11322	True
FAM73A	14055	14055	True
FAM73B	14462	14462	True
FAM76A	7078	7078	True
FAM76B	7794	7794	True
FAM78A	12351	12351	True
FAM78B	12852	12852	True
FAM81A	2841	2841	True
FAM81B	13565	13565	True
FAM83A	1485	1485	True
FAM83B	1056	1056	True
FAM83C	14140	14140	True
FAM83D	5583	5583	True
FAM83E	12661	12661	True
FAM83F	13823	13823	True
FAM83G	3600	3600	True
FAM83H	2920	2920	True
FAM84A	12071	12071	True
FAM84B	11755	11755	True
FAM86B1	9980	9980	True
FAM86B2	13952	13952	True
FAM86C1	7658	7658	True
FAM89A	201	201	True
FAM89B	6314	6314	True
FAM8A1	1576	1576	True
FAM91A1	10147	10147	True
FAM92A1	13072	13072	True
FAM96A	12630	12630	True
FAM96B	12847	12847	True
FAM98A	9735	9735	True
FAM98B	4997	4997	True
FAM98C	8342	8342	True
FAN1	5981	5981	True
FANCA	10635	10635	True
FANCB	4270	4270	True
FANCC	3947	3947	True
FANCD2	10168	10168	True
FANCD2OS	12493	12493	True
FANCE	9022	9022	True
FANCF	4947	4947	True
FANCG	4505	4505	True
FANCI	3304	3304	True
FANCL	10414	10414	True
FANCM	4269	4269	True
FANK1	10769	10769	True
FAR1	7192	7192	True
FAR2	1711	1711	True
FARP1	4865	4865	True
FARP2	3558	3558	True
FARS2	3353	3353	True
FARSA	2498	2498	True
FARSB	2481	2481	True
FAS	6478	6478	True
FASN	4871	4871	True
FASTK	11002	11002	True
FASTKD1	3411	3411	True
FASTKD2	6618	6618	True
FASTKD3	4542	4542	True
FASTKD5	8908	8908	True
FAT1	3155	3155	True
FAT2	13999	13999	True
FAT3	14488	14488	True
FAT4	13909	13909	True
FAU	10089	10089	True
FAXC	1502	1502	True
FAXDC2	1012	1012	True
FBF1	11404	11404	True
FBL	8927	8927	True
FBLIM1	289	289	True
FBLN1	2470	2470	True
FBLN2	13995	13995	True
FBLN5	11374	11374	True
FBLN7	12465	12465	True
FBN1	12975	12975	True
FBN2	11543	11543	True
FBP1	580	580	True
FBP2	13328	13328	True
FBRS	6824	6824	True
FBRSL1	10601	10601	True
FBXL12	5532	5532	True
FBXL13	12809	12809	True
FBXL14	3334	3334	True
FBXL15	4808	4808	True
FBXL16	2442	2442	True
FBXL17	9750	9750	True
FBXL18	9139	9139	True
FBXL19	9907	9907	True
FBXL19-AS1	12587	12587	True
FBXL2	9148	9148	True
FBXL20	5396	5396	True
FBXL22	1487	1487	True
FBXL3	8699	8699	True
FBXL4	6989	6989	True
FBXL5	5158	5158	True
FBXL6	3552	3552	True
FBXL7	11276	11276	True
FBXL8	10466	10466	True
FBXO10	4680	4680	True
FBXO11	4311	4311	True
FBXO15	7335	7335	True
FBXO16	6555	6555	True
FBXO17	4289	4289	True
FBXO18	13445	13445	True
FBXO2	2094	2094	True
FBXO21	10872	10872	True
FBXO22	7254	7254	True
FBXO24	11746	11746	True
FBXO25	1446	1446	True
FBXO27	3019	3019	True
FBXO28	2459	2459	True
FBXO3	9665	9665	True
FBXO30	4066	4066	True
FBXO31	6089	6089	True
FBXO32	336	336	True
FBXO33	1009	1009	True
FBXO34	4915	4915	True
FBXO36	9212	9212	True
FBXO38	9642	9642	True
FBXO4	8362	8362	True
FBXO41	3641	3641	True
FBXO42	8152	8152	True
FBXO43	13394	13394	True
FBXO44	685	685	True
FBXO45	4716	4716	True
FBXO46	10827	10827	True
FBXO47	15102	15102	True
FBXO48	11869	11869	True
FBXO5	10256	10256	True
FBXO6	7320	7320	True
FBXO7	2606	2606	True
FBXO8	5646	5646	True
FBXO9	8251	8251	True
FBXW10	14256	14256	True
FBXW11	8392	8392	True
FBXW2	8110	8110	True
FBXW4	4304	4304	True
FBXW5	8952	8952	True
FBXW7	3954	3954	True
FBXW8	1496	1496	True
FBXW9	4339	4339	True
FCF1	10005	10005	True
FCGBP	14330	14330	True
FCGR2A	14869	14869	True
FCGRT	11490	11490	True
FCHO1	632	632	True
FCHO2	5515	5515	True
FCHSD1	2935	2935	True
FCHSD2	6621	6621	True
FCRLB	6227	6227	True
FDCSP	13872	13872	True
FDFT1	1133	1133	True
FDPS	1161	1161	True
FDX1	8216	8216	True
FDXACB1	5343	5343	True
FDXR	5146	5146	True
FECH	6898	6898	True
FEM1A	4732	4732	True
FEM1B	8604	8604	True
FEM1C	9277	9277	True
FEN1	3063	3063	True
FER	7289	7289	True
FER1L6	13227	13227	True
FERMT1	473	473	True
FERMT2	1856	1856	True
FERMT3	10470	10470	True
FES	13427	13427	True
FEZ1	2097	2097	True
FEZ2	1282	1282	True
FEZF1	13164	13164	True
FEZF1-AS1	13033	13033	True
FFAR2	8848	8848	True
FFAR4	13541	13541	True
FGB	11959	11959	True
FGD1	4389	4389	True
FGD3	5	5	True
FGD4	10562	10562	True
FGD5	13596	13596	True
FGD5-AS1	12674	12674	True
FGD6	124	124	True
FGF1	12282	12282	True
FGF11	1655	1655	True
FGF12	1707	1707	True
FGF13	205	205	True
FGF18	11319	11319	True
FGF2	14142	14142	True
FGF7	11981	11981	True
FGFBP2	626	626	True
FGFBP3	6449	6449	True
FGFR1	5310	5310	True
FGFR1OP	29	29	True
FGFR1OP2	8397	8397	True
FGFR2	1409	1409	True
FGFR3	2002	2002	True
FGFR4	602	602	True
FGFRL1	4968	4968	True
FGG	13557	13557	True
FGGY	4121	4121	True
FGL1	13693	13693	True
FGL2	13550	13550	True
FH	4390	4390	True
FHAD1	12888	12888	True
FHDC1	9655	9655	True
FHIT	5850	5850	True
FHL1	2244	2244	True
FHL2	8718	8718	True
FHL3	1135	1135	True
FHOD1	6321	6321	True
FHOD3	12219	12219	True
FIBCD1	2512	2512	True
FIBIN	13631	13631	True
FIBP	6093	6093	True
FICD	5681	5681	True
FIG4	7906	7906	True
FIGN	2299	2299	True
FIGNL1	3536	3536	True
FILIP1	12024	12024	True
FILIP1L	1634	1634	True
FIP1L1	10162	10162	True
FIRRE	13071	13071	True
FIS1	7175	7175	True
FITM1	13167	13167	True
FITM2	3298	3298	True
FIZ1	10763	10763	True
FJX1	1638	1638	True
FKBP10	3192	3192	True
FKBP11	1779	1779	True
FKBP14	10731	10731	True
FKBP15	4744	4744	True
FKBP1A	6811	6811	True
FKBP1B	8987	8987	True
FKBP2	5033	5033	True
FKBP3	2183	2183	True
FKBP4	5547	5547	True
FKBP5	6439	6439	True
FKBP7	9656	9656	True
FKBP8	7585	7585	True
FKBP9	5922	5922	True
FKBPL	5749	5749	True
FKRP	5992	5992	True
FKTN	3516	3516	True
FLAD1	3985	3985	True
FLCN	5781	5781	True
FLII	4646	4646	True
FLNA	2620	2620	True
FLNB	978	978	True
FLNC	15123	15123	True
FLOT1	3992	3992	True
FLOT2	9761	9761	True
FLRT1	14163	14163	True
FLRT2	14815	14815	True
FLRT3	11669	11669	True
FLT1	12281	12281	True
FLT3	12012	12012	True
FLT3LG	1731	1731	True
FLT4	2894	2894	True
FLVCR1	6702	6702	True
FLVCR2	727	727	True
FLYWCH1	7526	7526	True
FLYWCH2	8846	8846	True
FMN1	1766	1766	True
FMN2	14286	14286	True
FMNL1	3665	3665	True
FMNL2	2627	2627	True
FMNL3	10498	10498	True
FMO4	4914	4914	True
FMO5	3963	3963	True
FMOD	14799	14799	True
FMR1	4781	4781	True
FN1	333	333	True
FN3K	4376	4376	True
FN3KRP	5551	5551	True
FNBP1	10594	10594	True
FNBP1L	784	784	True
FNBP4	6480	6480	True
FNDC3A	7945	7945	True
FNDC3B	2167	2167	True
FNDC4	13907	13907	True
FNDC5	12094	12094	True
FNIP1	10904	10904	True
FNIP2	1892	1892	True
FNTA	1051	1051	True
FNTB	1542	1542	True
FOCAD	7737	7737	True
FOLR1	749	749	True
FOPNL	10767	10767	True
FOS	8465	8465	True
FOSB	10037	10037	True
FOSL1	304	304	True
FOSL2	1154	1154	True
FOXA1	1874	1874	True
FOXA3	13601	13601	True
FOXC1	3846	3846	True
FOXD1	903	903	True
FOXD2	12021	12021	True
FOXD2-AS1	12647	12647	True
FOXD3	11961	11961	True
FOXD3-AS1	12678	12678	True
FOXD4	11837	11837	True
FOXH1	14737	14737	True
FOXI3	11696	11696	True
FOXJ1	13731	13731	True
FOXJ2	2891	2891	True
FOXJ3	9316	9316	True
FOXK1	9191	9191	True
FOXK2	8501	8501	True
FOXM1	4598	4598	True
FOXN1	13320	13320	True
FOXN2	6886	6886	True
FOXN3	7870	7870	True
FOXN3-AS1	11196	11196	True
FOXO1	432	432	True
FOXO3	4312	4312	True
FOXO3B	14885	14885	True
FOXO4	3289	3289	True
FOXO6	1343	1343	True
FOXP1	785	785	True
FOXP2	6410	6410	True
FOXP3	11713	11713	True
FOXP4	759	759	True
FOXP4-AS1	11153	11153	True
FOXRED1	6572	6572	True
FOXRED2	2465	2465	True
FPGS	10444	10444	True
FPGT	9271	9271	True
FPGT-TNNI3K	14444	14444	True
FPR3	14927	14927	True
FRA10AC1	10113	10113	True
FRAS1	995	995	True
FRAT1	6454	6454	True
FRAT2	8632	8632	True
FREM2	11135	11135	True
FRG1	9260	9260	True
FRK	180	180	True
FRMD3	3406	3406	True
FRMD4A	321	321	True
FRMD4B	5137	5137	True
FRMD5	12431	12431	True
FRMD6	1802	1802	True
FRMD6-AS1	11206	11206	True
FRMD8	3833	3833	True
FRMPD1	12773	12773	True
FRMPD3	12654	12654	True
FRRS1	6675	6675	True
FRS2	6921	6921	True
FRS3	5602	5602	True
FRY	1726	1726	True
FRY-AS1	13602	13602	True
FRYL	9909	9909	True
FSBP	13457	13457	True
FSCN1	9987	9987	True
FSCN2	11986	11986	True
FSCN3	13179	13179	True
FSD1	11121	11121	True
FSD1L	1850	1850	True
FSD2	12860	12860	True
FSIP1	11681	11681	True
FSIP2	11878	11878	True
FSIP2-AS1	14011	14011	True
FST	12701	12701	True
FSTL1	1077	1077	True
FSTL3	5328	5328	True
FSTL4	2504	2504	True
FSTL5	15016	15016	True
FTCD	11942	11942	True
FTCDNL1	11192	11192	True
FTH1	6501	6501	True
FTL	5223	5223	True
FTO	7560	7560	True
FTSJ1	4952	4952	True
FTSJ2	13534	13534	True
FTSJ3	6953	6953	True
FTX	12691	12691	True
FUBP1	10894	10894	True
FUBP3	5003	5003	True
FUCA1	5353	5353	True
FUCA2	5845	5845	True
FUK	12744	12744	True
FUNDC1	10758	10758	True
FUNDC2	1971	1971	True
FUOM	835	835	True
FURIN	157	157	True
FUS	5351	5351	True
FUT1	7328	7328	True
FUT10	8569	8569	True
FUT11	2358	2358	True
FUT2	12418	12418	True
FUT3	14076	14076	True
FUT4	7778	7778	True
FUT8	360	360	True
FUT8-AS1	11361	11361	True
FUT9	11350	11350	True
FUZ	3690	3690	True
FXN	8175	8175	True
FXR1	6442	6442	True
FXR2	3742	3742	True
FXYD3	1264	1264	True
FXYD5	11734	11734	True
FXYD6	5519	5519	True
FYCO1	9981	9981	True
FYN	3248	3248	True
FYTTD1	6873	6873	True
FZD1	10370	10370	True
FZD2	4898	4898	True
FZD3	7259	7259	True
FZD4	2553	2553	True
FZD5	5296	5296	True
FZD6	4856	4856	True
FZD7	3590	3590	True
FZD8	226	226	True
FZR1	8933	8933	True
G2E3	2309	2309	True
G3BP1	6079	6079	True
G3BP2	8727	8727	True
G6PC3	9550	9550	True
G6PD	2105	2105	True
GAA	10714	10714	True
GAB1	5521	5521	True
GAB2	8968	8968	True
GAB3	14825	14825	True
GABARAP	9299	9299	True
GABARAPL1	529	529	True
GABARAPL2	3944	3944	True
GABBR1	8780	8780	True
GABBR2	11094	11094	True
GABPA	5004	5004	True
GABPB1	4456	4456	True
GABPB1-AS1	12988	12988	True
GABPB2	451	451	True
GABRB3	12233	12233	True
GABRD	11199	11199	True
GABRE	13626	13626	True
GABRG2	13147	13147	True
GABRP	13432	13432	True
GABRR2	12216	12216	True
GAD1	3174	3174	True
GADD45A	1545	1545	True
GADD45B	2654	2654	True
GADD45G	4020	4020	True
GADD45GIP1	6336	6336	True
GAGE10	13189	13189	True
GAK	8301	8301	True
GAL	11811	11811	True
GALC	5500	5500	True
GALE	10148	10148	True
GALK1	5168	5168	True
GALK2	6460	6460	True
GALM	2463	2463	True
GALNS	6088	6088	True
GALNT1	3003	3003	True
GALNT10	294	294	True
GALNT11	6637	6637	True
GALNT12	514	514	True
GALNT13	11537	11537	True
GALNT14	1768	1768	True
GALNT16	1957	1957	True
GALNT18	1621	1621	True
GALNT2	677	677	True
GALNT3	5833	5833	True
GALNT4	7397	7397	True
GALNT5	13852	13852	True
GALNT6	3780	3780	True
GALNT7	4338	4338	True
GALNT8	14086	14086	True
GALNTL6	13298	13298	True
GALR1	13742	13742	True
GALR2	15084	15084	True
GALT	7323	7323	True
GAMT	1185	1185	True
GAN	3140	3140	True
GANAB	5283	5283	True
GANC	8889	8889	True
GAPDH	4409	4409	True
GAPVD1	6847	6847	True
GAR1	8477	8477	True
GAREM	13066	13066	True
GARNL3	888	888	True
GARS	6502	6502	True
GART	6129	6129	True
GAS1	12003	12003	True
GAS2	14891	14891	True
GAS2L1	9870	9870	True
GAS2L3	3782	3782	True
GAS5	14532	14532	True
GAS5-AS1	14510	14510	True
GAS6	6339	6339	True
GAS7	12129	12129	True
GAS8	8970	8970	True
GATA2	1889	1889	True
GATA3	506	506	True
GATA3-AS1	13188	13188	True
GATA4	146	146	True
GATA5	13783	13783	True
GATA6	2109	2109	True
GATAD1	6242	6242	True
GATAD2A	3032	3032	True
GATAD2B	4317	4317	True
GATB	4554	4554	True
GATC	9518	9518	True
GATM	12878	12878	True
GATS	15182	15182	True
GATSL2	13674	13674	True
GATSL3	13303	13303	True
GBA	2344	2344	True
GBA2	3988	3988	True
GBAS	14339	14339	True
GBE1	2888	2888	True
GBF1	9704	9704	True
GBP1	1603	1603	True
GBP2	32	32	True
GBP3	4518	4518	True
GBP4	12095	12095	True
GBX2	11186	11186	True
GCA	9347	9347	True
GCAT	907	907	True
GCC1	5018	5018	True
GCC2	1452	1452	True
GCC2-AS1	14151	14151	True
GCDH	1725	1725	True
GCFC2	10258	10258	True
GCGR	14405	14405	True
GCH1	2986	2986	True
GCHFR	150	150	True
GCLC	1113	1113	True
GCLM	5740	5740	True
GCN1	14978	14978	True
GCNT1	105	105	True
GCNT2	12799	12799	True
GCNT3	14791	14791	True
GCNT4	14226	14226	True
GCNT7	14064	14064	True
GCOM1	1252	1252	True
GCSH	5680	5680	True
GDAP1	2534	2534	True
GDAP1L1	11641	11641	True
GDAP2	9993	9993	True
GDE1	6906	6906	True
GDF1	13747	13747	True
GDF11	10098	10098	True
GDF15	2010	2010	True
GDF5	12424	12424	True
GDF9	12155	12155	True
GDI1	7131	7131	True
GDI2	2099	2099	True
GDPD1	2915	2915	True
GDPD3	660	660	True
GDPD5	1199	1199	True
GDPGP1	977	977	True
GEM	1721	1721	True
GEMIN2	712	712	True
GEMIN4	10616	10616	True
GEMIN5	10815	10815	True
GEMIN6	8681	8681	True
GEMIN7	7041	7041	True
GEMIN8	6790	6790	True
GEN1	7250	7250	True
GET4	3017	3017	True
GFER	3301	3301	True
GFI1	11948	11948	True
GFM1	1284	1284	True
GFM2	7076	7076	True
GFOD1	1828	1828	True
GFOD2	9552	9552	True
GFPT1	7060	7060	True
GFPT2	1033	1033	True
GFRA1	49	49	True
GFRA2	13262	13262	True
GFRA3	11117	11117	True
GGA1	4323	4323	True
GGA2	3538	3538	True
GGA3	7278	7278	True
GGACT	10551	10551	True
GGCT	3835	3835	True
GGCX	10453	10453	True
GGH	7962	7962	True
GGNBP2	5880	5880	True
GGPS1	7766	7766	True
GGT1	10027	10027	True
GGT5	13365	13365	True
GGT6	691	691	True
GGT7	9856	9856	True
GHDC	11380	11380	True
GHET1	14672	14672	True
GHITM	8237	8237	True
GHR	1685	1685	True
GHRL	12641	12641	True
GHRLOS	12668	12668	True
GID4	1819	1819	True
GID8	9713	9713	True
GIGYF1	8542	8542	True
GIGYF2	8297	8297	True
GIMAP2	14982	14982	True
GIN1	4562	4562	True
GINM1	5540	5540	True
GINS1	2865	2865	True
GINS2	4418	4418	True
GINS3	3996	3996	True
GINS4	5306	5306	True
GIPC1	6945	6945	True
GIPC2	13709	13709	True
GIPC3	14033	14033	True
GIPR	786	786	True
GIT1	2203	2203	True
GIT2	10474	10474	True
GJA1	11289	11289	True
GJA3	11144	11144	True
GJB2	151	151	True
GJB3	1097	1097	True
GJB5	13921	13921	True
GJB7	11493	11493	True
GJC1	14065	14065	True
GJC2	14962	14962	True
GJC3	1334	1334	True
GJD3	15162	15162	True
GK	82	82	True
GK5	8093	8093	True
GKAP1	3130	3130	True
GLA	768	768	True
GLB1	5564	5564	True
GLB1L	7402	7402	True
GLB1L2	5660	5660	True
GLCCI1	4743	4743	True
GLCE	7352	7352	True
GLDC	1909	1909	True
GLDN	5912	5912	True
GLE1	4232	4232	True
GLG1	12050	12050	True
GLI1	14664	14664	True
GLI2	14112	14112	True
GLI3	2445	2445	True
GLI4	6714	6714	True
GLIDR	12051	12051	True
GLIPR1	12173	12173	True
GLIPR1L1	13846	13846	True
GLIPR1L2	12976	12976	True
GLIPR2	690	690	True
GLIS2	7489	7489	True
GLIS3	11803	11803	True
GLMN	7387	7387	True
