gene	resistance_datasets_testable	resistance_up_count	resistance_down_count	resistance_fdr05_count	resistance_nominal_p05_count	resistance_top10pct_count	resistance_top20pct_count	resistance_median_percentile	resistance_direction_consensus
RAPGEF4-AS1	1	1	0	0	0	0	0	0.7223231162670027	all_up
RP11-177G23.1	1	0	1	0	0	0	0	0.7222119269115304	all_down
TCEB1P33	1	1	0	0	0	0	0	0.7219524850820949	all_up
RNU6-387P	1	0	1	0	0	0	0	0.721915421963604	all_down
RNU6-817P	1	0	1	0	0	0	0	0.7217301063711501	all_down
RPL37AP8	1	1	0	0	0	0	0	0.721581853897187	all_up
RP11-597D13.7	1	0	1	0	0	0	0	0.7214336014232238	all_down
P3H3	1	1	0	0	0	0	0	0.7213594751862422	all_up
OR52B5P	1	0	1	0	0	0	0	0.7213224120677514	all_down
RP11-80H5.7	1	0	1	0	0	0	0	0.7212853489492606	all_down
RP11-1267H10.3	1	1	0	0	0	0	0	0.721211222712279	all_up
UBTFL9	1	1	0	0	0	0	0	0.7211741595937882	all_up
CDC42P1	1	1	0	0	0	0	0	0.7211000333568067	all_up
AC023115.2	1	1	0	0	0	0	0	0.7210259071198251	all_up
RPL5P1	1	0	1	0	0	0	0	0.7209888440013343	all_down
PAPPA	1	0	1	0	0	0	0	0.7209147177643527	all_down
AF127577.11	1	0	1	0	0	0	0	0.7206923390534079	all_down
RP11-363E6.3	1	1	0	0	0	0	0	0.7205440865794448	all_up
RP11-180K7.1	1	0	1	0	0	0	0	0.7205070234609541	all_down
DDN	1	1	0	0	0	0	0	0.7204328972239724	all_up
RP4-564F22.7	1	0	1	0	0	0	0	0.7203217078685	all_down
RP11-505K9.5	1	0	1	0	0	0	0	0.7202846447500093	all_down
GPR155	2	2	0	0	1	0	0	0.720252050847847	all_up
RP11-46A10.8	1	0	1	0	0	0	0	0.7202475816315185	all_down
HIGD1AP16	1	0	1	0	0	0	0	0.7201734553945369	all_down
RP11-89N17.4	1	0	1	0	0	0	0	0.7201363922760461	all_down
RP11-650J17.2	1	1	0	0	0	0	0	0.7200993291575553	all_up
RP11-408H1.3	1	0	1	0	0	0	0	0.7200252029205738	all_down
RP11-860B13.1	1	1	0	0	0	0	0	0.7199140135651014	all_up
AC009133.23	1	1	0	0	0	0	0	0.7198769504466106	all_up
RP5-966M1.7	1	0	1	0	0	0	0	0.7197657610911382	all_down
RP11-61L19.1	1	0	1	0	0	0	0	0.7196545717356658	all_down
RP11-317B7.2	1	1	0	0	0	0	0	0.719617508617175	all_up
RP11-626G11.5	1	0	1	0	0	0	0	0.7195063192617026	all_down
RP11-379F4.8	1	1	0	0	0	0	0	0.7194321930247212	all_up
CCT6P2	1	0	1	0	0	0	0	0.7193951299062303	all_down
KRT18P39	1	0	1	0	0	0	0	0.719283940550758	all_down
AC117372.1	1	0	1	0	0	0	0	0.7191727511952856	all_down
RP11-618K13.2	1	1	0	0	0	0	0	0.7191356880767947	all_up
RP11-195B21.3	1	1	0	0	0	0	0	0.719098624958304	all_up
C1RL-AS1	1	1	0	0	0	0	0	0.7190244987213223	all_up
RP13-1056D16.2	1	0	1	0	0	0	0	0.7189503724843409	all_down
AC096772.6	1	1	0	0	0	0	0	0.7188762462473592	all_up
RP11-160C18.2	1	0	1	0	0	0	0	0.7188021200103777	all_down
RP11-361L15.4	1	1	0	0	0	0	0	0.7186909306549053	all_up
PCDHGC4	1	1	0	0	0	0	0	0.7186538675364145	all_up
PROX2	1	1	0	0	0	0	0	0.7186168044179237	all_up
ZNF649-AS1	1	1	0	0	0	0	0	0.7185056150624514	all_up
RP1-59M18.2	1	1	0	0	0	0	0	0.7184685519439606	all_up
RP11-287D1.3	1	0	1	0	0	0	0	0.7183573625884883	all_down
GLMP	2	2	0	0	1	0	0	0.7183335743699832	all_up
RP11-246E12.2	1	0	1	0	0	0	0	0.7178014158111263	all_down
RP11-541N10.3	1	0	1	0	0	0	0	0.7175790371001816	all_down
STARD9	2	0	2	0	1	0	0	0.7173309945882718	all_down
KCCAT211	1	1	0	0	0	0	0	0.7172454690337645	all_up
IBA57-AS1	1	1	0	0	0	0	0	0.7172084059152737	all_up
CACYBPP2	1	0	1	0	0	0	0	0.717171342796783	all_down
CTC-564N23.2	1	0	1	0	0	0	0	0.7170230903228197	all_down
PTGS1	1	0	1	0	0	0	0	0.7168377747303658	all_down
GVINP1	1	0	1	0	0	0	0	0.7168007116118751	all_down
CTB-39G8.3	1	1	0	0	0	0	0	0.7167636484933843	all_up
PLCE1-AS1	1	0	1	0	0	0	0	0.716615396019421	all_down
RP11-732A19.9	1	1	0	0	0	0	0	0.7165412697824395	all_up
RAB28P5	1	0	1	0	0	0	0	0.7164671435454579	all_down
HSPE1P25	1	1	0	0	0	0	0	0.7164300804269671	all_up
RP11-690I21.2	1	0	1	0	0	0	0	0.7163188910714948	all_down
RP11-349H17.2	1	0	1	0	0	0	0	0.716281827953004	all_down
FAM131B	1	1	0	0	0	0	0	0.7161335754790408	all_up
CTC-308K20.1	1	0	1	0	0	0	0	0.7160223861235684	all_down
RP4-724E16.2	1	1	0	0	0	0	0	0.7159853230050777	all_up
RP11-296I10.3	1	1	0	0	0	0	0	0.7158741336496053	all_up
RP11-434D12.1	1	1	0	0	0	0	0	0.7156888180571513	all_up
LRRTM2	1	0	1	0	0	0	0	0.7153552499907343	all_down
CTD-2139B15.2	1	0	1	0	0	0	0	0.7153181868722434	all_down
MTND1P11	1	0	1	0	0	0	0	0.7152440606352619	all_down
RP11-496H1.1	1	0	1	0	0	0	0	0.7149475556873355	all_down
RPS21P1	1	1	0	0	0	0	0	0.7147622400948817	all_up
RP11-582J16.5	1	0	1	0	0	0	0	0.7146881138579	all_down
RP11-135A24.4	1	1	0	0	0	0	0	0.714502798265446	all_up
RP11-702L15.4	1	0	1	0	0	0	0	0.7144286720284645	all_down
RP11-452K12.6	1	1	0	0	0	0	0	0.7143545457914828	all_up
PCDHGB4	1	1	0	0	0	0	0	0.7142804195545014	all_up
GTF2IP12	1	0	1	0	0	0	0	0.7142062933175197	all_down
RP11-56B16.5	1	0	1	0	0	0	0	0.714169230199029	all_down
RN7SKP243	1	1	0	0	0	0	0	0.7140951039620473	all_up
RP5-997D16.2	1	0	1	0	0	0	0	0.7139468514880842	all_down
RP11-597M12.1	1	1	0	0	0	0	0	0.7138727252511026	all_up
RP11-753N8.1	1	1	0	0	0	0	0	0.7137615358956302	all_up
RP11-1081L13.4	1	0	1	0	0	0	0	0.7135020940661947	all_down
RP11-1E1.2	1	0	1	0	0	0	0	0.7134279678292131	all_down
CTD-2235C13.3	1	0	1	0	0	0	0	0.7133538415922316	all_down
RP11-800A3.7	1	1	0	0	0	0	0	0.7132055891182685	all_up
LSM3P5	1	1	0	0	0	0	0	0.7130943997627961	all_up
CYP2C8	1	1	0	0	0	0	0	0.7130202735258144	all_up
SKA2P1	1	0	1	0	0	0	0	0.7129832104073237	all_down
AC239868.3	1	0	1	0	0	0	0	0.7129461472888329	all_down
RP11-344P13.6	1	0	1	0	0	0	0	0.7128720210518513	all_down
MAP3K19	1	0	1	0	0	0	0	0.7127608316963789	all_down
CLCNKA	1	1	0	0	0	0	0	0.7127237685778882	all_up
MIR30C2	1	1	0	0	0	0	0	0.7125384529854342	all_up
MIR1825	1	1	0	0	0	0	0	0.712204884919017	all_up
RP11-20E24.1	1	0	1	0	0	0	0	0.7120936955635447	all_down
LINC00517	1	1	0	0	0	0	0	0.7119825062080724	all_up
RPS4XP14	1	0	1	0	0	0	0	0.7117601274971276	all_down
RPL7P47	1	0	1	0	0	0	0	0.711686001260146	all_down
RP11-837J7.3	1	0	1	0	0	0	0	0.7116489381416553	all_down
RP11-297L17.2	1	0	1	0	0	0	0	0.7116118750231645	all_down
LA16c-360H6.1	1	0	1	0	0	0	0	0.7115748119046736	all_down
RP11-145M9.5	1	0	1	0	0	0	0	0.7115377487861829	all_down
RP11-159L20.2	1	1	0	0	0	0	0	0.7114636225492013	all_up
SPATA3	1	0	1	0	0	0	0	0.7113894963122197	all_down
TWIST1	1	0	1	0	0	0	0	0.7113153700752382	all_down
PRSS37	1	1	0	0	0	0	0	0.7112783069567473	all_up
CKLF-CMTM1	2	2	0	0	1	0	0	0.7112349960554253	all_up
RP11-759A24.2	1	0	1	0	0	0	0	0.7112041807197658	all_down
AC008105.3	1	0	1	0	1	0	0	0.7111846746621805	all_down
AC138207.2	1	1	0	0	1	0	0	0.7111304064687687	all_up
ANKRD62P1-PARP4P3	1	0	1	0	0	0	0	0.7111300544827841	all_down
NAP1L2	2	2	0	0	1	0	0	0.7110677127365628	all_up
AF064860.1	1	0	1	0	1	0	0	0.711021870081945	all_down
ANGPTL7	1	1	0	0	0	0	0	0.710981802008821	all_up
AC105402.4	1	1	0	0	0	0	0	0.7109076757718394	all_up
AL158212.2	1	0	1	0	1	0	0	0.7108047973082976	all_down
BIRC6-AS2	1	0	1	0	0	0	0	0.7107964864163671	all_down
RP11-12J10.4	1	1	0	0	0	0	0	0.7107594232978762	all_up
AC010976.1	1	0	1	0	1	0	0	0.7107505291148858	all_down
RP11-32B5.1	1	1	0	0	0	0	0	0.7107223601793855	all_up
AC092757.2	1	0	1	0	1	0	0	0.710641992728062	all_down
RNA5SP73	1	0	1	0	0	0	0	0.7106111708239131	all_down
AP001042.1	1	1	0	0	1	0	0	0.7105334563412384	all_up
CKS1BP3	1	0	1	0	0	0	0	0.7104999814684407	all_down
AL445231.1	1	0	1	0	1	0	0	0.7104249199544147	all_down
CTC-325H20.4	1	0	1	0	0	0	0	0.7103517289944776	all_down
AL357153.2	1	0	1	0	1	0	0	0.710316383567591	all_down
RP11-235E17.3	1	0	1	0	0	0	0	0.7103146658759868	all_down
RP11-567F11.2	1	0	1	0	0	0	0	0.710277602757496	all_down
AC022613.2	1	1	0	0	1	0	0	0.7102621153741793	all_up
RP11-884K10.6	1	1	0	0	0	0	0	0.7101293502835329	all_up
RP11-310J24.3	1	1	0	0	0	0	0	0.7100922871650421	all_up
KRT4	1	1	0	0	0	0	0	0.7099440346910789	all_up
CYP4F62P	1	1	0	0	0	0	0	0.7098699084540974	all_up
RP11-342M3.5	1	1	0	0	0	0	0	0.7097216559801341	all_up
AC024941.2	1	0	1	0	1	0	0	0.7097194334400607	all_down
GLYATL1P4	1	1	0	0	0	0	0	0.7096845928616433	all_up
CIAPIN1P	1	0	1	0	0	0	0	0.7096475297431526	all_down
RP11-554D14.6	1	1	0	0	0	0	0	0.7096104666246619	all_up
AC141930.1	1	1	0	0	1	0	0	0.7095566288598252	all_up
SEPTIN9	1	1	0	0	1	0	0	0.7093938242795897	all_up
PRDX1P1	1	0	1	0	0	0	0	0.7092768985582447	all_down
ZDHHC15	1	1	0	0	0	0	0	0.7092398354397539	all_up
AC092287.1	1	0	1	0	1	0	0	0.7092310196993542	all_down
AL499604.1	1	0	1	0	1	0	0	0.7091767515059424	all_down
CTD-2313J17.6	1	0	1	0	0	0	0	0.7090545198473	all_down
RP1-286D6.5	1	1	0	0	0	0	0	0.708869204254846	all_up
OR2A13P	1	0	1	0	0	0	0	0.7088321411363552	all_down
CTB-78O21.1	1	0	1	0	0	0	0	0.7087580148993736	all_down
AC091492.2	1	1	0	0	0	0	0	0.7087209517808828	all_up
AP003110.1	1	0	1	0	1	0	0	0.7086883377652358	all_down
RNA5SP123	1	1	0	0	0	0	0	0.7086838886623921	all_up
AC016700.3	1	0	1	0	1	0	0	0.708634069571824	all_down
RP11-685M7.5	1	1	0	0	0	0	0	0.7085726993069197	all_up
SNORD1C	1	0	1	0	0	0	0	0.7084985730699381	all_down
RP11-173A8.2	1	0	1	0	0	0	0	0.7083503205959749	all_down
SLC9A3-AS1	1	1	0	0	1	0	0	0.708308460411353	all_up
CRISP1	1	0	1	0	0	0	0	0.7082761943589934	all_down
CYP2A7	1	0	1	0	0	0	0	0.7082020681220118	all_down
PRNCR1	1	0	1	0	1	0	0	0.7081999240245292	all_down
MME	1	1	0	0	0	0	0	0.7081279418850301	all_up
CXorf56	3	0	3	0	1	0	0	0.7080913876377055	all_down
AC144836.1	1	0	1	0	1	0	0	0.7079828512508819	all_down
CYP2D7	1	1	0	0	0	0	0	0.7079426262925763	all_up
DSCR8	2	0	2	0	1	0	0	0.7079269146439036	all_down
RP5-966M1.5	1	0	1	0	0	0	0	0.7079055631740855	all_down
AL109615.2	1	0	1	0	1	0	0	0.7078743148640582	all_down
AC009542.1	1	0	1	0	1	0	0	0.7078200466706464	all_down
RP11-474I11.7	1	0	1	0	0	0	0	0.7077573107001223	all_down
TRPM2-AS	1	1	0	0	0	0	0	0.7077202475816315	all_up
RP11-708J19.3	1	0	1	0	0	0	0	0.7076831844631407	all_down
UBE2Q1-AS1	1	1	0	0	0	0	0	0.7076090582261592	all_up
RP5-1073O3.2	1	0	1	0	0	0	0	0.7075719951076684	all_down
LLPH-DT	1	0	1	0	1	0	0	0.7075487057035872	all_down
FP565260.3	1	1	0	0	1	0	0	0.7074944375101753	all_up
NCOA7-AS1	1	0	1	0	1	0	0	0.7073859011233516	all_down
UBE3D	3	0	3	0	2	0	0	0.7071688283497042	all_down
KNOP1P5	1	0	1	0	0	0	0	0.7071643008042696	all_down
CTD-2547H18.1	1	1	0	0	0	0	0	0.7070531114487972	all_up
SELENOF	1	1	0	0	1	0	0	0.7069517555760569	all_up
GPR61	1	0	1	0	0	0	0	0.706941922093325	all_down
AL451069.2	1	0	1	0	1	0	0	0.706897487382645	all_down
LINC01374	1	0	1	0	1	0	0	0.7068432191892332	all_down
AC108142.1	1	0	1	0	0	0	0	0.7067936696193617	all_down
RP11-710F7.3	1	1	0	0	0	0	0	0.7066824802638894	all_up
AL021155.5	1	1	0	0	1	0	0	0.7066261464155859	all_up
EIF4BP2	1	0	1	0	0	0	0	0.7065342277899263	all_down
GRAMD2A	1	1	0	0	1	0	0	0.7064633418353503	all_up
RP11-420M1.2	1	1	0	0	0	0	0	0.7064230384344539	all_up
AC044849.1	1	1	0	0	1	0	0	0.7063005372551148	all_up
CTB-36H16.2	1	0	1	0	0	0	0	0.7062747859604908	all_down
HIST1H4I	2	0	2	0	1	0	0	0.7062572755279792	all_down
RN7SL12P	1	0	1	0	0	0	0	0.7061635966050184	all_down
CTA-293F17.1	1	1	0	0	0	0	0	0.706052407249546	all_up
AL031666.2	1	1	0	0	1	0	0	0.7060291962880556	all_up
CCR7	1	0	1	0	0	0	0	0.7060153441310553	all_down
CTA-253N17.1	1	0	1	0	0	0	0	0.7058300285386012	all_down
AL138963.4	1	1	0	0	1	0	0	0.7058121235144081	all_up
AC004112.1	1	0	1	0	1	0	0	0.7057578553209964	all_down
LINC01139	1	0	1	0	0	0	0	0.7056447129461473	all_down
LINC02362	1	0	1	0	1	0	0	0.7055950507407609	all_down
AC005962.2	1	1	0	0	1	0	0	0.7054865143539372	all_up
AP000248.1	1	0	1	0	1	0	0	0.7054322461605254	all_down
DCAF13P1	1	0	1	0	0	0	0	0.7052740817612394	all_down
RP11-97N19.2	1	0	1	0	0	0	0	0.7052370186427486	all_down
RP11-649E7.8	1	1	0	0	0	0	0	0.7051999555242578	all_up
CTD-2366F13.2	1	0	1	0	0	0	0	0.705162892405767	all_down
AC091180.5	1	0	1	0	1	0	0	0.7051609051934662	all_down
RP11-145M9.6	1	0	1	0	0	0	0	0.7051258292872762	all_down
AC008494.3	1	1	0	0	1	0	0	0.7050523688066423	all_up
AC079414.3	1	1	0	0	1	0	0	0.7049981006132306	all_up
CTD-2529P6.3	1	0	1	0	0	0	0	0.7049034505763314	all_down
RP11-16P20.4	1	0	1	0	0	0	0	0.7048663874578407	all_down
RP4-534N18.2	1	1	0	0	0	0	0	0.7047922612208591	all_up
AC010327.7	1	0	1	0	1	0	0	0.7046724914527596	all_down
ATP2C1	3	3	0	0	1	0	0	0.7046440087468959	all_up
RP11-218D6.4	1	0	1	0	0	0	0	0.7046069456284052	all_down
RP11-479O9.4	1	0	1	0	0	0	0	0.7045698825099144	all_down
AC012076.1	1	0	1	0	1	0	0	0.704509686872524	all_down
RNA5SP187	1	1	0	0	0	0	0	0.7044216300359512	all_up
MTHFD2P7	1	0	1	0	0	0	0	0.7043475037989697	all_down
LMNB1-DT	1	0	1	0	1	0	0	0.7043468822922885	all_down
BIN2	1	0	1	0	0	0	0	0.704273377561988	all_down
AC019205.1	1	0	1	0	1	0	0	0.7042383459054649	all_down
AP002026.1	1	0	1	0	1	0	0	0.7041840777120529	all_down
RP11-83A16.1	1	1	0	0	0	0	0	0.7041621882065157	all_up
ZNF812	1	1	0	0	0	0	0	0.7040509988510433	all_up
C17orf104	1	0	1	0	0	0	0	0.7039768726140617	all_down
AC080037.1	1	1	0	0	0	0	0	0.7039398094955709	all_up
CU459211.1	1	0	1	0	0	0	0	0.7039027463770802	all_down
AL031777.1	1	0	1	0	0	0	0	0.7038286201400986	all_down
IL32	1	0	1	0	1	0	0	0.7037499321647582	all_down
RP11-25C19.3	1	0	1	0	0	0	0	0.7037174307846262	all_down
AC012313.7	1	0	1	0	1	0	0	0.7036956639713464	all_down
RP11-579O24.3	1	1	0	0	0	0	0	0.7036433045476447	all_up
CCDC79	1	1	0	0	0	0	0	0.7035321151921723	all_up
UQCR11	2	2	0	0	1	0	0	0.7035081077366827	all_up
CTD-2035E11.5	1	0	1	0	0	0	0	0.7034579889551906	all_down
AC104667.2	1	0	1	0	1	0	0	0.7034243230042871	all_down
RP11-147L13.7	1	1	0	0	0	0	0	0.7034209258366999	all_up
UBQLNL	1	0	1	0	0	0	0	0.7033838627182092	all_down
RP11-557J10.3	1	1	0	0	0	0	0	0.7033467995997182	all_up
RPL31P49	1	1	0	0	0	0	0	0.7033097364812275	all_up
AC018752.1	1	0	1	0	1	0	0	0.7030444456504044	all_down
RP4-569M23.5	1	1	0	0	0	0	0	0.7030132315333012	all_up
APOA1BP	2	2	0	0	1	0	0	0.7029764886199837	all_up
RP11-843B15.4	1	1	0	0	0	0	0	0.7029020421778289	all_up
ASPG	1	1	0	0	0	0	0	0.702864979059338	all_up
RP11-406H23.2	1	1	0	0	0	0	0	0.7027167265853749	all_up
AC055855.2	1	0	1	0	1	0	0	0.7026103001031095	all_down
AC125611.3	1	0	1	0	1	0	0	0.7023389591360504	all_down
TMEM200B	1	0	1	0	0	0	0	0.7023090322819763	all_down
ACKR2	1	0	1	0	0	0	0	0.7022349060449946	all_down
ARL2-SNX15	1	0	1	0	0	0	0	0.7021978429265039	all_down
AL359643.2	1	0	1	0	1	0	0	0.7021761545558148	all_down
RP11-170M17.2	1	0	1	0	0	0	0	0.7021607798080131	all_down
AC007036.5	1	0	1	0	0	0	0	0.7020495904525407	all_down
CTD-2187J20.1	1	0	1	0	0	0	0	0.7020125273340498	all_down
RTL8C	1	0	1	0	1	0	0	0.7019048135887556	all_down
SNORD43	1	0	1	0	0	0	0	0.7018642748600867	all_down
RP11-476K15.1	1	1	0	0	0	0	0	0.7017530855046143	all_up
AC100822.1	1	0	1	0	1	0	0	0.7016877408151083	all_down
RP11-613M10.8	1	0	1	0	0	0	0	0.7016789592676328	all_down
LEP	1	0	1	0	0	0	0	0.701641896149142	all_down
AC073842.1	1	0	1	0	1	0	0	0.7015249362348728	all_down
RP11-279F6.2	1	1	0	0	0	0	0	0.7014936436751789	all_up
CABP4	1	0	1	0	0	0	0	0.701456580556688	all_down
SHROOM4	1	0	1	0	0	0	0	0.7013453912012158	all_down
AC104187.1	1	1	0	0	1	0	0	0.7013078634612253	all_up
RP11-1157N2__B.2	1	0	1	0	0	0	0	0.7012712649642341	all_down
PVALEF	1	0	1	0	1	0	0	0.7012535952678136	all_down
RP3-330M21.5	1	1	0	0	0	0	0	0.7012342018457434	all_up
LINC02476	1	0	1	0	1	0	0	0.7011450588809898	all_down
CACNA1E	1	0	1	0	1	0	0	0.7010907906875781	all_down
RPS7P11	1	0	1	0	0	0	0	0.7010859493717801	all_down
RPL17P25	1	1	0	0	0	0	0	0.7010118231347986	all_up
AC022395.1	1	0	1	0	1	0	0	0.7009822543007543	all_down
CDR1-AS	1	1	0	0	0	0	0	0.7009747600163078	all_up
EIF4EP1	1	1	0	0	0	0	0	0.7009006337793262	all_up
HDAC4-AS1	1	1	0	0	1	0	0	0.7008737179139306	all_up
DDX39B-AS1	1	1	0	0	0	0	0	0.7006411919498907	all_up
AC254562.3	1	1	0	0	1	0	0	0.7006023769468714	all_up
FAM204BP	1	0	1	0	0	0	0	0.700567065712909	all_down
LINC01098	1	1	0	0	1	0	0	0.7004938405600478	all_up
RP11-290D2.3	1	0	1	0	0	0	0	0.7004929394759275	all_down
AC062017.1	1	1	0	0	0	0	0	0.700418813238946	all_up
ST7-OT4	2	0	2	0	1	0	0	0.7002983716804532	all_down
RP11-894J14.5	1	1	0	0	0	0	0	0.7001964345280012	all_up
SNAP23P	1	0	1	0	0	0	0	0.7001593714095105	all_down
RP11-298P3.4	1	1	0	0	0	0	0	0.7001223082910196	all_up
AL355574.1	1	0	1	0	1	0	0	0.7001139632061648	all_down
C9orf43	2	0	2	0	1	0	0	0.7000765118974169	all_down
PCDH11Y	1	0	1	0	1	0	0	0.6999511586259293	all_down
AC027601.4	1	0	1	0	1	0	0	0.6998968904325176	all_down
RPL3P2	1	0	1	0	0	0	0	0.699862866461584	all_down
AL022323.3	1	0	1	0	1	0	0	0.6998426222391056	all_down
CD200	1	1	0	0	0	0	0	0.6997887402246026	all_up
RP11-524O1.4	1	1	0	0	0	0	0	0.6997516771061116	all_up
AK4P1	1	1	0	0	0	0	0	0.6996775508691302	all_up
PABPC1P3	1	0	1	0	0	0	0	0.6992698565657314	all_down
CCDC179	1	0	1	0	0	0	0	0.6992327934472407	all_down
AC009313.1	1	1	0	0	1	0	0	0.6990828675313399	all_up
RP11-9L18.2	1	0	1	0	0	0	0	0.6990474778547867	all_down
RP11-357G3.2	1	1	0	0	0	0	0	0.6990104147362959	all_up
RP11-266K4.1	1	1	0	0	0	0	0	0.6989733516178052	all_up
CTD-2588J6.1	1	0	1	0	0	0	0	0.6988250991438419	all_down
ITGB1-DT	1	0	1	0	1	0	0	0.6987572583708688	all_down
AC005339.2	1	0	1	0	0	0	0	0.6986768466698787	all_down
Z84812.4	1	0	1	0	0	0	0	0.6984915310774249	all_down
RNU1-124P	1	1	0	0	0	0	0	0.6984174048404432	all_up
LITAF	3	3	0	0	2	0	0	0.698377381016986	all_up
FAM150B	1	1	0	0	0	0	0	0.6982320892479894	all_up
RP11-867G23.8	1	1	0	0	0	0	0	0.6981579630110077	all_up
SMIM10L2B	1	1	0	0	0	0	0	0.6980097105370446	all_up
GATD3B	1	1	0	0	1	0	0	0.6979432354696913	all_up
ANGPTL3	1	1	0	0	0	0	0	0.6978614580630814	all_up
INSYN2A	1	0	1	0	1	0	0	0.6978346990828675	all_down
RP11-422P24.12	1	0	1	0	0	0	0	0.6977873318260999	all_down
RP11-639F1.3	1	0	1	0	0	0	0	0.697750268707609	all_down
ZAN	1	0	1	0	1	0	0	0.6977261626960438	all_down
CBX3P3	1	1	0	0	0	0	0	0.6976390793521368	all_up
AP003469.4	1	1	0	0	1	0	0	0.6975090899223965	all_up
RPL7AP30	1	0	1	0	0	0	0	0.6974537637596827	all_down
AC007686.3	1	0	1	0	1	0	0	0.6974005535355727	all_down
RP11-573G6.4	1	1	0	0	0	0	0	0.6973796375227012	all_up
RP11-93O14.3	1	0	1	0	0	0	0	0.6973425744042103	all_down
AL359636.2	1	0	1	0	1	0	0	0.6971292125685136	all_down
Z69720.2	1	0	1	0	0	0	0	0.6971201956932656	all_down
RP11-327O17.2	1	0	1	0	0	0	0	0.6970831325747748	all_down
RPL31P15	1	0	1	0	0	0	0	0.6970460694562841	all_down
AL078582.2	1	0	1	0	1	0	0	0.69702067618169	all_down
AC004923.4	1	0	1	0	1	0	0	0.696966407988278	all_down
DPY19L1P2	1	1	0	0	0	0	0	0.6968236907453393	all_up
RPL23AP35	1	1	0	0	0	0	0	0.6967495645083577	all_up
CTD-2280E9.1	1	0	1	0	0	0	0	0.696712501389867	all_down
CLCA4-AS1	1	1	0	0	1	0	0	0.6966407988278069	all_up
CELP	1	1	0	0	0	0	0	0.6966013120343946	all_up
AC097534.1	1	0	1	0	1	0	0	0.6965865306343952	all_down
PCDHGC5	1	1	0	0	0	0	0	0.6964530595604315	all_up
NEAT1_3	1	1	0	0	0	0	0	0.6964159964419406	all_up
RN7SL600P	1	1	0	0	0	0	0	0.6963418702049591	all_up
AC116366.6	1	1	0	0	0	0	0	0.6962306808494867	all_up
RP11-214K3.19	1	0	1	0	0	0	0	0.6961936177309959	all_down
AC130895.1	1	0	1	0	1	0	0	0.6960981168936886	all_down
RP11-294J22.6	1	0	1	0	0	0	0	0.6960083021385419	all_down
SPOUT1	1	0	1	0	1	0	0	0.695989580506865	all_down
RP11-572B2.1	1	1	0	0	0	0	0	0.6958600496645788	all_up
KRT18P17	1	0	1	0	0	0	0	0.695822986546088	all_down
RP11-208G20.2	1	0	1	0	0	0	0	0.6957488603091064	all_down
AC021086.1	1	0	1	0	1	0	0	0.6957182395398057	all_down
LINC01585	1	1	0	0	0	0	0	0.6957117971906156	all_up
COA6-AS1	1	1	0	0	1	0	0	0.6956639713463939	all_up
MIR3156-2	1	0	1	0	0	0	0	0.6956006078351433	all_down
RP11-746P2.3	1	0	1	0	0	0	0	0.6954894184796709	all_down
LINC00920	1	0	1	0	0	0	0	0.6953782291241986	all_down
MIR429	1	1	0	0	0	0	0	0.6951929135317445	all_up
SMEK2	1	1	0	0	1	0	0	0.6951700680272108	all_up
PCAT18	1	1	0	0	0	0	0	0.6950817241762721	all_up
APOA1-AS	1	0	1	0	1	0	0	0.6950670212188637	all_down
RP11-188C12.2	1	0	1	0	0	0	0	0.6949705348207998	all_down
CBX3P4	1	0	1	0	0	0	0	0.6948964085838183	all_down
SLC6A11	1	1	0	0	0	0	0	0.6948222823468366	all_up
MTRNR2L3	1	1	0	0	0	0	0	0.6947481561098551	all_up
ABRAXAS2	1	0	1	0	1	0	0	0.6947414120583926	all_down
NCKAP1	3	3	0	0	2	0	0	0.6946938775510204	all_up
AL353768.1	1	0	1	0	1	0	0	0.6946871438649808	all_down
RP11-219B4.5	1	0	1	0	0	0	0	0.6946369667543827	all_down
DCAF4L1	1	0	1	0	0	0	0	0.6945628405174011	all_down
SNHG30	1	1	0	0	1	0	0	0.6945243392847452	all_up
HAUS2	3	0	3	0	1	0	0	0.6944897959183673	all_down
HIST2H3A	2	0	2	0	1	0	0	0.6944400027532602	all_down
RP13-279N23.2	1	0	1	0	0	0	0	0.694414588043438	all_down
CCL17	1	0	1	0	0	0	0	0.6943404618064564	all_down
AL080317.2	1	1	0	0	1	0	0	0.6943072665110979	all_up
RP1-257A7.4	1	0	1	0	0	0	0	0.6943033986879656	all_down
CTB-33O18.3	1	0	1	0	0	0	0	0.6942663355694748	all_down
SNORA54	1	1	0	0	0	0	0	0.694229272450984	all_up
MAGI3	3	0	3	0	2	0	0	0.6941551462140024	all_down
RP1-68D18.4	1	1	0	0	0	0	0	0.6941180830955116	all_up
AC016597.1	1	0	1	0	1	0	0	0.6940901937374504	all_down
EPOP	1	1	0	0	1	0	0	0.6939816573506268	all_up
KIAA1279	1	0	1	0	1	0	0	0.6937414965986395	all_down
AC010092.1	1	1	0	0	1	0	0	0.6934932436099202	all_up
CR381653.1	1	0	1	0	1	0	0	0.6934389754165085	all_down
MTLN	1	1	0	0	1	0	0	0.6933847072230965	all_up
AC008937.3	1	0	1	0	0	0	0	0.6932656313702235	all_down
AC093788.1	1	0	1	0	1	0	0	0.6931676344494492	all_down
AC008532.1	1	0	1	0	1	0	0	0.6931133662560374	all_down
ENPP7P11	1	1	0	0	0	0	0	0.6930432526592787	all_up
IGBP1-AS2	1	0	1	0	0	0	0	0.6928579370668249	all_down
