gene	node_class	node_category_raw	crispr_effect	crispr_fdr	crispr_direction	gse118713_log2fc	gse118713_fdr	gse240112_log2fc	gse240112_fdr	gse111151_log2fc	gse111151_fdr	gse245601_acute_log2fc	gse245601_acute_fdr	resistance_pattern	pathways_supported	number_consensus_pathways	human_tumor_support	candidate_connection_count
SPRY2	multiple	multimodal_pathway_driver,resistance_leading_edge	-0.0246644676351497	0.996196999634656	nonsignificant_sensitising_direction	1.27892172485867	0.0017450081465435	3.02181788955879	0.0001714576098533	0.6402464836606	0.406180639426421	0.177376365513916	0.510963851300167	consistent_up_(2/3_significant)	go_bp:GOBP_AXIS_ELONGATION;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	49	True	0
SPRY4	resistance_gene	multimodal_pathway_driver	0.3824885303119218	0.7909727675032434	nonsignificant_tolerance_direction	5.07151582384541	4.06453741983047e-08	7.05023058575436	3.67892643880068e-06	1.80310779729195	0.202998506987195	-0.149855038616583	0.637236043754366	consistent_up_(2/3_significant)	go_bp:GOBP_CELL_SUBSTRATE_ADHESION;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY;go_bp:GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY;go_bp:GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE	16	True	0
SRC	resistance_gene	multimodal_pathway_driver	-0.5979267823846772	0.7616616496167914	nonsignificant_sensitising_direction	0.851647540552532	0.0254797147968125	1.09424158534684	0.0156444852879086	-0.359460051379471	0.426518561242351	-0.0790412169998612	0.763752605325226	consistent_up_(2/3_significant)	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION;go_bp:GOBP_BONE_DEVELOPMENT;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY	65	True	0
SUPT4H1	crispr_sensitiser	crispr_sensitiser	-1.6837884606622353	0.0372575660229722	sensitising_KO	0.037335300465398	0.893464168113868	1.00349742270902	0.0765239610374908	0.0183645827810597	0.977955507540752	0.0698538693732563	0.803091952332355	no_significant_resistance_dataset		0	False	0
TADA2B	crispr_sensitiser	crispr_sensitiser	-2.0643649381530107	0.0145874633758381	sensitising_KO	0.0065434913994528	0.984583852830181	0.427658434315663	0.380115251679473	0.0560617398417958	0.922008042963833	0.0702306580392095	0.789858424764366	no_significant_resistance_dataset		0	False	0
TBX3	leading_edge	resistance_leading_edge	-0.2984288534554702	0.9265425012974084	nonsignificant_sensitising_direction	1.48079677619965	0.0011235116798649	3.00667077089463	0.0001480357112105	0.909205075503355	0.427877263083219	-0.377757027759142	0.091066503827401	consistent_up_(2/3_significant)	go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE;go_bp:GOBP_CARDIAC_CHAMBER_DEVELOPMENT;go_bp:GOBP_CARDIAC_CHAMBER_MORPHOGENESIS;go_bp:GOBP_CARDIAC_SEPTUM_DEVELOPMENT;go_bp:GOBP_CARDIAC_SEPTUM_MORPHOGENESIS	37	True	0
TFAP2A	candidate_partner	candidate_string_partner	0.4091479872194234	0.7893096654426276	nonsignificant_tolerance_direction	0.364392541640187	0.188573537548283	0.527346856863456	0.275431332984545	0.656848019563621	0.426888856266438	-0.208899081601285	0.374086380007989	no_significant_resistance_dataset	go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_BONE_DEVELOPMENT;go_bp:GOBP_BONE_MINERALIZATION;go_bp:GOBP_BONE_MORPHOGENESIS;go_bp:GOBP_EAR_DEVELOPMENT	26	False	1
TFAP2B	candidate_partner	candidate_string_partner	0.0679962722027145	0.9731795120896176	nonsignificant_tolerance_direction					0.219231050744736	0.90614933879565	-0.4985260648851	0.320381901712205	no_significant_resistance_dataset		0	False	1
TFAP2C	multiple	candidate_string_partner,crispr_tolerance	1.5406554782432211	0.0482149029216125	tolerance_associated_KO	-1.09359983284206	0.0009588641192333	-0.231167140057674	0.460880649003454	-0.541646684135955	0.376029940461807	-0.420914341193197	0.161767538996686	consistent_down_(1/3_significant)	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY;hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	2	False	1
TGFBR2	leading_edge	resistance_leading_edge	0.1552278609612258	0.936326778050455	nonsignificant_tolerance_direction	1.54679392813292	1.96934722363388e-05	0.668044825346124	0.0817527412568512	0.364949137014185	0.722456013925136	-0.0619207743412895	0.795961153863807	consistent_up_(1/3_significant)	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_AORTA_DEVELOPMENT;go_bp:GOBP_ARTERY_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BONE_DEVELOPMENT	52	False	1
TLK2	crispr_sensitiser	crispr_sensitiser	-1.848198303730188	0.0016758310698192	sensitising_KO	-0.151752544851276	0.674943903042664	0.0570763695102118	0.882577720157556	0.0727893622757189	0.839733945674166	-0.0362993225303796	0.882198640375374	no_significant_resistance_dataset		0	False	0
TP53	candidate_partner	candidate_string_partner	0.462313385551977	0.8121550190740409	nonsignificant_tolerance_direction	-0.764390437265734	0.0046845528907465	-0.804493516183301	0.02635706452798	-0.400699043887594	0.640743280574782	0.118523832145241	0.698127176476088	consistent_down_(2/3_significant)	go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION;hallmark:HALLMARK_E2F_TARGETS;reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC	4	True	1
TRIB1	resistance_gene	multimodal_pathway_driver	1.1301669169150914	0.6009826181172715	nonsignificant_tolerance_direction	1.25629304236166	0.0156237027990758	1.28503154017325	0.0110465097073119	0.340854439736958	0.41939303087372	-0.0760568305534447	0.823958308793662	consistent_up_(2/3_significant)	go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_MUSCLE_CELL_MIGRATION;go_bp:GOBP_MYELOID_CELL_DIFFERENTIATION;go_bp:GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION;go_bp:GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	20	True	0
TRIP12	candidate_partner	candidate_string_partner	-0.1387072964783797	0.944780200722219	nonsignificant_sensitising_direction	0.785515614753253	0.0600453120630539	0.565034299680481	0.0945463229209014	0.132458921553805	0.683457956669649	-0.0752635077794774	0.80228969354788	no_significant_resistance_dataset		0	False	1
UBA52	candidate_partner	candidate_string_partner	0.1158690044895704	0.9736757370835524	nonsignificant_tolerance_direction	-0.305293291028249	0.172835200095331	0.22259934634579	0.712956410387438	-0.117227107707745	0.840431792153778	-0.0263155210372511	0.934947694317784	no_significant_resistance_dataset	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	3	False	1
UBB	candidate_partner	candidate_string_partner	1.1700339231670442	0.5850133063510367	nonsignificant_tolerance_direction	0.104573123623551	0.674217024306139	-0.624491856307978	0.191723589170161	-0.176655498061126	0.744843685120876	0.327814895579253	0.312976985737832	no_significant_resistance_dataset	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	3	False	1
UBC	candidate_partner	candidate_string_partner	0.5829411177645234	0.7616616496167914	nonsignificant_tolerance_direction	0.238027514085486	0.196764330667508	0.351455348330551	0.513723850358758	0.0662392763160752	0.910936153178264	0.331808606019197	0.207964763232786	no_significant_resistance_dataset		0	False	1
UBE2C	resistance_gene	multimodal_pathway_driver	0.2313181910935737	0.9185365089165376	nonsignificant_tolerance_direction	-0.768630389722032	0.0089549913745588	-1.034706546447	0.181770954000605	-0.302410421986156	0.726711759662125	0.0727323308296475	0.925467126458117	consistent_down_(1/3_significant)	go_bp:GOBP_CHROMOSOME_SEPARATION;go_bp:GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION;go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION;go_bp:GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	12	False	0
USP17L29	crispr_sensitiser	crispr_sensitiser	-2.1448239489713394	0.0280336431249791	sensitising_KO									no_significant_resistance_dataset		0	False	0
USP34	multiple	candidate,crispr_sensitiser	-1.3912980676838431	0.0416851803622835	sensitising_KO	0.590437436807219	0.0073136129571408	0.400106644327525	0.22750138874853	0.161522475648414	0.632236473760328	-0.0334650201061386	0.900549578140749	consistent_up_(1/3_significant)	go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY;go_bp:GOBP_WNT_SIGNALING_PATHWAY	4	False	0
USP9X	candidate_partner	candidate_string_partner	-0.1876216761628777	0.9135531170853076	nonsignificant_sensitising_direction	0.543309336115212	0.105910555797239	-0.173988170576846	0.558818196293536	-0.118948974014152	0.822687722196707	-0.176041890731658	0.371312193206053	no_significant_resistance_dataset		0	False	1
VEZF1	multiple	candidate,crispr_sensitiser	-1.602445388833546	0.0372575660229722	sensitising_KO	0.426552278550176	0.237500391027449	1.14940832913316	0.0194899399382215	-0.238235372712826	0.607594477564463	-0.0505827437413172	0.890005371824952	consistent_up_(1/3_significant)	go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;hallmark:HALLMARK_HEME_METABOLISM	2	True	0
WNT3	leading_edge	resistance_leading_edge	0.1818990001321268	0.9321395420573616	nonsignificant_tolerance_direction	0.655099279214968	0.0049721579225519	1.15835593259242	0.0192194356504144	0.754795468808902	0.597590918438563	-0.177144058770083	0.597067791458109	consistent_up_(2/3_significant)	go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_BODY_MORPHOGENESIS;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CELL_FATE_COMMITMENT	29	True	0
WNT4	leading_edge	resistance_leading_edge	-0.0905840239912434	0.9631086420967102	nonsignificant_sensitising_direction	0.849833404192239	0.0022366377350551	3.56833590410485	0.0006438162578805	0.941946132715177	0.261028618186575	-0.588587831472638	0.152482437541781	consistent_up_(2/3_significant)	go_bp:GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION;go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS;go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BONE_MINERALIZATION	68	True	0
WNT5A	leading_edge	resistance_leading_edge	0.0178990186557443	0.9974116242487912	nonsignificant_tolerance_direction	1.62050104371346	1.17161739993833e-05	6.27016983392109	9.59926992189885e-06	0.446677380763536	0.758761199582284	-0.393594111102823	0.137312814152486	consistent_up_(2/3_significant)	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_AXIS_ELONGATION;go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_MORPHOGENESIS;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE	111	True	0
WT1	candidate_partner	candidate_string_partner	-0.0627946016343177	0.9695260433297674	nonsignificant_sensitising_direction					0.370713379925675	0.859461878555104	0.238054043645601	0.842370119046635	no_significant_resistance_dataset		0	False	1
WWTR1	leading_edge	resistance_leading_edge	-0.0245771036019197	0.993654279771498	nonsignificant_sensitising_direction	1.35722552018929	0.0008589561559286	2.31564443015484	0.0003747416376317	0.288567494060299	0.651595314871335	-0.178707288608235	0.400954661301576	consistent_up_(2/3_significant)	go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION;go_bp:GOBP_FAT_CELL_DIFFERENTIATION	31	True	0
